seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,algorithm,mutation,alpha
6150,25,1,10,12,1155,6250,1.0,13,3,Mu1-const,XRAI_2.000000,0.6
7369,10,3,10,25,1000,1000,0.983437,0,0,Mu1-const,XRAI_2.000000,0.6
16369,50,3,10,15,998,25000,1.0,28,6,Mu1-const,XRAI_2.000000,0.6
7883,10,3,10,26,967,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
6777,25,1,10,13,997,6250,1.0,16,8,Mu1-const,XRAI_2.000000,0.6
8417,10,3,10,27,1000,1000,0.983437,1,0,Mu1-const,XRAI_2.000000,0.6
8971,10,3,10,28,913,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
9545,10,3,10,29,788,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
1035,10,5,10,0,730,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
1051,10,5,10,1,459,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
17923,50,3,10,16,728,25000,1.0,26,6,Mu1-const,XRAI_2.000000,0.6
7454,25,1,10,14,1809,6250,1.0,15,6,Mu1-const,XRAI_2.000000,0.6
1087,10,5,10,2,574,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
1143,10,5,10,3,313,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
1219,10,5,10,4,360,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
1315,10,5,10,5,511,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
1431,10,5,10,6,260,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
1567,10,5,10,7,390,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
8181,25,1,10,15,1152,6250,1.0,15,8,Mu1-const,XRAI_2.000000,0.6
1723,10,5,10,8,263,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
1899,10,5,10,9,649,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
6311,50,1,10,5,2036,25000,1.0,36,24,Mu1-const,XRAI_2.000000,0.6
2095,10,5,10,10,432,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
2311,10,5,10,11,181,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
2547,10,5,10,12,313,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
2803,10,5,10,13,180,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
3079,10,5,10,14,594,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
8958,25,1,10,16,1561,6250,1.0,15,6,Mu1-const,XRAI_2.000000,0.6
3375,10,5,10,15,378,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
3691,10,5,10,16,288,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
4027,10,5,10,17,205,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
19577,50,3,10,17,1033,25000,1.0,28,2,Mu1-const,XRAI_2.000000,0.6
4383,10,5,10,18,348,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
4759,10,5,10,19,291,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
9785,25,1,10,17,923,6250,1.0,17,9,Mu1-const,XRAI_2.000000,0.6
5155,10,5,10,20,417,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
5571,10,5,10,21,451,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
6007,10,5,10,22,195,1000,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
6463,10,5,10,23,465,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
6939,10,5,10,24,320,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
10662,25,1,10,18,1262,6250,1.0,15,8,Mu1-const,XRAI_2.000000,0.6
7435,10,5,10,25,294,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
7951,10,5,10,26,618,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
8487,10,5,10,27,410,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
9043,10,5,10,28,260,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
9619,10,5,10,29,580,1000,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
11589,25,1,10,19,2119,6250,1.0,17,10,Mu1-const,XRAI_2.000000,0.6
6863,50,1,10,6,2435,25000,1.0,37,22,Mu1-const,XRAI_2.000000,0.6
21331,50,3,10,18,1341,25000,1.0,28,10,Mu1-const,XRAI_2.000000,0.6
12566,25,1,10,20,1378,6250,1.0,16,8,Mu1-const,XRAI_2.000000,0.6
10203,100,1,10,1,2766,100000,1.0,86,71,Mu1-const,XRAI_2.000000,0.6
13593,25,1,10,21,1817,6250,1.0,14,4,Mu1-const,XRAI_2.000000,0.6
7515,50,1,10,7,1484,25000,1.0,40,27,Mu1-const,XRAI_2.000000,0.6
14670,25,1,10,22,1895,6250,1.0,17,9,Mu1-const,XRAI_2.000000,0.6
15797,25,1,10,23,1472,6250,1.0,17,9,Mu1-const,XRAI_2.000000,0.6
8267,50,1,10,8,1199,25000,1.0,39,27,Mu1-const,XRAI_2.000000,0.6
23185,50,3,10,19,1931,25000,1.0,32,8,Mu1-const,XRAI_2.000000,0.6
16974,25,1,10,24,1886,6250,1.0,15,8,Mu1-const,XRAI_2.000000,0.6
18201,25,1,10,25,1347,6250,1.0,14,4,Mu1-const,XRAI_2.000000,0.6
9119,50,1,10,9,1280,25000,1.0,38,23,Mu1-const,XRAI_2.000000,0.6
25139,50,3,10,20,849,25000,1.0,28,12,Mu1-const,XRAI_2.000000,0.6
10505,100,1,10,2,1238,100000,1.0,82,68,Mu1-const,XRAI_2.000000,0.6
19478,25,1,10,26,2922,6250,1.0,14,6,Mu1-const,XRAI_2.000000,0.6
10071,50,1,10,10,1056,25000,1.0,38,25,Mu1-const,XRAI_2.000000,0.6
27193,50,3,10,21,1075,25000,1.0,29,3,Mu1-const,XRAI_2.000000,0.6
20805,25,1,10,27,1227,6250,1.0,17,10,Mu1-const,XRAI_2.000000,0.6
22182,25,1,10,28,1299,6250,1.0,16,7,Mu1-const,XRAI_2.000000,0.6
23609,25,1,10,29,1048,6250,1.0,16,9,Mu1-const,XRAI_2.000000,0.6
11123,50,1,10,11,1553,25000,1.0,38,24,Mu1-const,XRAI_2.000000,0.6
29347,50,3,10,22,983,25000,1.0,29,9,Mu1-const,XRAI_2.000000,0.6
2534,25,3,10,0,854,6250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
2563,25,3,10,1,646,6250,1.0,10,0,Mu1-const,XRAI_2.000000,0.6
2642,25,3,10,2,596,6250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
2771,25,3,10,3,705,6250,1.0,8,0,Mu1-const,XRAI_2.000000,0.6
12275,50,1,10,12,1686,25000,1.0,39,25,Mu1-const,XRAI_2.000000,0.6
2950,25,3,10,4,648,6250,1.0,8,0,Mu1-const,XRAI_2.000000,0.6
3179,25,3,10,5,1002,6250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
31601,50,3,10,23,1602,25000,1.0,28,4,Mu1-const,XRAI_2.000000,0.6
13527,50,1,10,13,1034,25000,1.0,38,23,Mu1-const,XRAI_2.000000,0.6
11007,100,1,10,3,1713,100000,1.0,85,68,Mu1-const,XRAI_2.000000,0.6
3458,25,3,10,6,797,6250,1.0,9,0,Mu1-const,XRAI_2.000000,0.6
3787,25,3,10,7,803,6250,1.0,11,0,Mu1-const,XRAI_2.000000,0.6
14879,50,1,10,14,1172,25000,1.0,38,24,Mu1-const,XRAI_2.000000,0.6
33955,50,3,10,24,1025,25000,1.0,28,8,Mu1-const,XRAI_2.000000,0.6
4166,25,3,10,8,1197,6250,1.0,7,0,Mu1-const,XRAI_2.000000,0.6
16331,50,1,10,15,604,25000,1.0,37,25,Mu1-const,XRAI_2.000000,0.6
4595,25,3,10,9,1012,6250,1.0,9,0,Mu1-const,XRAI_2.000000,0.6
5074,25,3,10,10,608,6250,1.0,6,0,Mu1-const,XRAI_2.000000,0.6
5603,25,3,10,11,835,6250,1.0,8,0,Mu1-const,XRAI_2.000000,0.6
17883,50,1,10,16,1213,25000,1.0,39,26,Mu1-const,XRAI_2.000000,0.6
6182,25,3,10,12,805,6250,1.0,9,0,Mu1-const,XRAI_2.000000,0.6
6811,25,3,10,13,586,6250,1.0,7,0,Mu1-const,XRAI_2.000000,0.6
36409,50,3,10,25,1796,25000,1.0,27,4,Mu1-const,XRAI_2.000000,0.6
19535,50,1,10,17,976,25000,1.0,38,26,Mu1-const,XRAI_2.000000,0.6
7490,25,3,10,14,673,6250,1.0,8,0,Mu1-const,XRAI_2.000000,0.6
8219,25,3,10,15,1057,6250,1.0,9,0,Mu1-const,XRAI_2.000000,0.6
38963,50,3,10,26,855,25000,1.0,24,7,Mu1-const,XRAI_2.000000,0.6
11709,100,1,10,4,1710,100000,1.0,87,71,Mu1-const,XRAI_2.000000,0.6
8998,25,3,10,16,838,6250,1.0,10,0,Mu1-const,XRAI_2.000000,0.6
21287,50,1,10,18,1388,25000,1.0,37,24,Mu1-const,XRAI_2.000000,0.6
9827,25,3,10,17,1261,6250,1.0,8,0,Mu1-const,XRAI_2.000000,0.6
41617,50,3,10,27,964,25000,1.0,26,10,Mu1-const,XRAI_2.000000,0.6
10706,25,3,10,18,1146,6250,1.0,8,0,Mu1-const,XRAI_2.000000,0.6
23139,50,1,10,19,1419,25000,1.0,38,24,Mu1-const,XRAI_2.000000,0.6
11635,25,3,10,19,508,6250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
44371,50,3,10,28,716,25000,1.0,28,5,Mu1-const,XRAI_2.000000,0.6
12614,25,3,10,20,997,6250,1.0,11,0,Mu1-const,XRAI_2.000000,0.6
13643,25,3,10,21,460,6250,1.0,7,0,Mu1-const,XRAI_2.000000,0.6
25091,50,1,10,20,1315,25000,1.0,39,25,Mu1-const,XRAI_2.000000,0.6
14722,25,3,10,22,929,6250,1.0,9,0,Mu1-const,XRAI_2.000000,0.6
47225,50,3,10,29,1149,25000,1.0,28,4,Mu1-const,XRAI_2.000000,0.6
15851,25,3,10,23,1529,6250,1.0,9,0,Mu1-const,XRAI_2.000000,0.6
27143,50,1,10,21,1268,25000,1.0,39,27,Mu1-const,XRAI_2.000000,0.6
17030,25,3,10,24,724,6250,1.0,8,0,Mu1-const,XRAI_2.000000,0.6
18259,25,3,10,25,684,6250,1.0,8,0,Mu1-const,XRAI_2.000000,0.6
29295,50,1,10,22,887,25000,1.0,36,20,Mu1-const,XRAI_2.000000,0.6
5075,50,5,10,0,794,25000,1.0,21,0,Mu1-const,XRAI_2.000000,0.6
19538,25,3,10,26,1035,6250,1.0,9,0,Mu1-const,XRAI_2.000000,0.6
12611,100,1,10,5,1964,100000,1.0,87,71,Mu1-const,XRAI_2.000000,0.6
20867,25,3,10,27,725,6250,1.0,8,0,Mu1-const,XRAI_2.000000,0.6
31547,50,1,10,23,1190,25000,1.0,39,25,Mu1-const,XRAI_2.000000,0.6
22246,25,3,10,28,765,6250,1.0,9,0,Mu1-const,XRAI_2.000000,0.6
5131,50,5,10,1,808,25000,1.0,22,0,Mu1-const,XRAI_2.000000,0.6
23675,25,3,10,29,1062,6250,1.0,7,0,Mu1-const,XRAI_2.000000,0.6
2550,25,5,10,0,535,6250,1.0,4,0,Mu1-const,XRAI_2.000000,0.6
33899,50,1,10,24,1142,25000,1.0,35,20,Mu1-const,XRAI_2.000000,0.6
2581,25,5,10,1,1058,6250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
36351,50,1,10,25,854,25000,1.0,39,28,Mu1-const,XRAI_2.000000,0.6
2662,25,5,10,2,747,6250,1.0,8,0,Mu1-const,XRAI_2.000000,0.6
2793,25,5,10,3,639,6250,1.0,8,0,Mu1-const,XRAI_2.000000,0.6
5287,50,5,10,2,1669,25000,1.0,18,0,Mu1-const,XRAI_2.000000,0.6
2974,25,5,10,4,816,6250,1.0,4,0,Mu1-const,XRAI_2.000000,0.6
38903,50,1,10,26,1273,25000,1.0,37,27,Mu1-const,XRAI_2.000000,0.6
3205,25,5,10,5,848,6250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
5543,50,5,10,3,752,25000,1.0,21,0,Mu1-const,XRAI_2.000000,0.6
3486,25,5,10,6,1002,6250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
3817,25,5,10,7,946,6250,1.0,8,0,Mu1-const,XRAI_2.000000,0.6
41555,50,1,10,27,2311,25000,1.0,37,22,Mu1-const,XRAI_2.000000,0.6
5899,50,5,10,4,1085,25000,1.0,24,0,Mu1-const,XRAI_2.000000,0.6
4198,25,5,10,8,984,6250,1.0,6,0,Mu1-const,XRAI_2.000000,0.6
13713,100,1,10,6,2257,100000,1.0,85,68,Mu1-const,XRAI_2.000000,0.6
4629,25,5,10,9,711,6250,1.0,4,0,Mu1-const,XRAI_2.000000,0.6
5110,25,5,10,10,564,6250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
44307,50,1,10,28,1200,25000,1.0,39,27,Mu1-const,XRAI_2.000000,0.6
5641,25,5,10,11,494,6250,1.0,7,0,Mu1-const,XRAI_2.000000,0.6
6355,50,5,10,5,1300,25000,1.0,22,0,Mu1-const,XRAI_2.000000,0.6
47159,50,1,10,29,792,25000,1.0,38,25,Mu1-const,XRAI_2.000000,0.6
6222,25,5,10,12,1040,6250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
6853,25,5,10,13,947,6250,1.0,6,0,Mu1-const,XRAI_2.000000,0.6
7534,25,5,10,14,544,6250,1.0,6,0,Mu1-const,XRAI_2.000000,0.6
5059,50,3,10,0,829,25000,1.0,28,9,Mu1-const,XRAI_2.000000,0.6
8265,25,5,10,15,606,6250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
6911,50,5,10,6,1066,25000,1.0,20,0,Mu1-const,XRAI_2.000000,0.6
9046,25,5,10,16,968,6250,1.0,6,0,Mu1-const,XRAI_2.000000,0.6
5113,50,3,10,1,727,25000,1.0,29,6,Mu1-const,XRAI_2.000000,0.6
9877,25,5,10,17,559,6250,1.0,6,0,Mu1-const,XRAI_2.000000,0.6
15015,100,1,10,7,1531,100000,1.0,85,68,Mu1-const,XRAI_2.000000,0.6
10758,25,5,10,18,783,6250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
7567,50,5,10,7,1013,25000,1.0,21,0,Mu1-const,XRAI_2.000000,0.6
11689,25,5,10,19,653,6250,1.0,8,0,Mu1-const,XRAI_2.000000,0.6
12670,25,5,10,20,898,6250,1.0,6,0,Mu1-const,XRAI_2.000000,0.6
5267,50,3,10,2,1540,25000,1.0,28,3,Mu1-const,XRAI_2.000000,0.6
8323,50,5,10,8,716,25000,1.0,21,0,Mu1-const,XRAI_2.000000,0.6
13701,25,5,10,21,669,6250,1.0,4,0,Mu1-const,XRAI_2.000000,0.6
15651,25,1,25,0,15625,15625,0.981058,15,8,Mu1-const,XRAI_2.000000,0.6
14782,25,5,10,22,1136,6250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
5521,50,3,10,3,1009,25000,1.0,31,9,Mu1-const,XRAI_2.000000,0.6
15913,25,5,10,23,570,6250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
17094,25,5,10,24,426,6250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
18325,25,5,10,25,580,6250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
9179,50,5,10,9,1405,25000,1.0,19,0,Mu1-const,XRAI_2.000000,0.6
5875,50,3,10,4,786,25000,1.0,25,5,Mu1-const,XRAI_2.000000,0.6
19606,25,5,10,26,820,6250,1.0,7,0,Mu1-const,XRAI_2.000000,0.6
20937,25,5,10,27,734,6250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
22318,25,5,10,28,520,6250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
23749,25,5,10,29,967,6250,1.0,4,0,Mu1-const,XRAI_2.000000,0.6
10135,50,5,10,10,1228,25000,1.0,19,1,Mu1-const,XRAI_2.000000,0.6
6329,50,3,10,5,1274,25000,1.0,28,5,Mu1-const,XRAI_2.000000,0.6
16517,100,1,10,8,2089,100000,1.0,86,69,Mu1-const,XRAI_2.000000,0.6
2625,25,10,10,0,473,6250,1.0,4,0,Mu1-const,XRAI_2.000000,0.6
2661,25,10,10,1,483,6250,1.0,4,0,Mu1-const,XRAI_2.000000,0.6
2747,25,10,10,2,610,6250,1.0,4,0,Mu1-const,XRAI_2.000000,0.6
11191,50,5,10,11,936,25000,1.0,18,0,Mu1-const,XRAI_2.000000,0.6
2883,25,10,10,3,559,6250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
6883,50,3,10,6,1105,25000,1.0,30,5,Mu1-const,XRAI_2.000000,0.6
3069,25,10,10,4,501,6250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
3305,25,10,10,5,577,6250,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
3591,25,10,10,6,482,6250,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
7537,50,3,10,7,843,25000,1.0,29,5,Mu1-const,XRAI_2.000000,0.6
12347,50,5,10,12,953,25000,1.0,22,0,Mu1-const,XRAI_2.000000,0.6
3927,25,10,10,7,796,6250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
4313,25,10,10,8,716,6250,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
4749,25,10,10,9,597,6250,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
8291,50,3,10,8,1350,25000,1.0,29,9,Mu1-const,XRAI_2.000000,0.6
5235,25,10,10,10,855,6250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
13603,50,5,10,13,1488,25000,1.0,22,1,Mu1-const,XRAI_2.000000,0.6
5771,25,10,10,11,551,6250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
6357,25,10,10,12,722,6250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
6993,25,10,10,13,699,6250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
9145,50,3,10,9,1254,25000,1.0,29,6,Mu1-const,XRAI_2.000000,0.6
7679,25,10,10,14,682,6250,1.0,1,0,Mu1-const,XRAI_2.000000,0.6
14959,50,5,10,14,1378,25000,1.0,24,1,Mu1-const,XRAI_2.000000,0.6
8415,25,10,10,15,1047,6250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
9201,25,10,10,16,546,6250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
10037,25,10,10,17,415,6250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
10923,25,10,10,18,525,6250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
16415,50,5,10,15,837,25000,1.0,22,1,Mu1-const,XRAI_2.000000,0.6
11859,25,10,10,19,867,6250,1.0,5,0,Mu1-const,XRAI_2.000000,0.6
12845,25,10,10,20,758,6250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
17971,50,5,10,16,1064,25000,1.0,25,0,Mu1-const,XRAI_2.000000,0.6
13881,25,10,10,21,963,6250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
14967,25,10,10,22,960,6250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
16103,25,10,10,23,484,6250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
17289,25,10,10,24,811,6250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
19627,50,5,10,17,1360,25000,1.0,22,1,Mu1-const,XRAI_2.000000,0.6
18525,25,10,10,25,407,6250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
19811,25,10,10,26,663,6250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
21147,25,10,10,27,707,6250,1.0,2,0,Mu1-const,XRAI_2.000000,0.6
21383,50,5,10,18,975,25000,1.0,24,0,Mu1-const,XRAI_2.000000,0.6
22533,25,10,10,28,581,6250,1.0,0,0,Mu1-const,XRAI_2.000000,0.6
23969,25,10,10,29,692,6250,1.0,3,0,Mu1-const,XRAI_2.000000,0.6
23239,50,5,10,19,744,25000,1.0,23,0,Mu1-const,XRAI_2.000000,0.6
18219,100,1,10,9,5156,100000,1.0,86,68,Mu1-const,XRAI_2.000000,0.6
25195,50,5,10,20,1148,25000,1.0,24,0,Mu1-const,XRAI_2.000000,0.6
27251,50,5,10,21,694,25000,1.0,23,0,Mu1-const,XRAI_2.000000,0.6
29407,50,5,10,22,1565,25000,1.0,20,0,Mu1-const,XRAI_2.000000,0.6
31663,50,5,10,23,826,25000,1.0,16,0,Mu1-const,XRAI_2.000000,0.6
34019,50,5,10,24,1141,25000,1.0,27,0,Mu1-const,XRAI_2.000000,0.6
20121,100,1,10,10,2902,100000,1.0,86,67,Mu1-const,XRAI_2.000000,0.6
36475,50,5,10,25,1048,25000,1.0,19,0,Mu1-const,XRAI_2.000000,0.6
39031,50,5,10,26,748,25000,1.0,22,2,Mu1-const,XRAI_2.000000,0.6
22223,100,1,10,11,1399,100000,1.0,86,68,Mu1-const,XRAI_2.000000,0.6
41687,50,5,10,27,1071,25000,1.0,23,0,Mu1-const,XRAI_2.000000,0.6
44443,50,5,10,28,1157,25000,1.0,20,0,Mu1-const,XRAI_2.000000,0.6
47299,50,5,10,29,1129,25000,1.0,21,0,Mu1-const,XRAI_2.000000,0.6
24525,100,1,10,12,2216,100000,1.0,86,68,Mu1-const,XRAI_2.000000,0.6
5150,50,10,10,0,1588,25000,1.0,17,0,Mu1-const,XRAI_2.000000,0.6
5211,50,10,10,1,1481,25000,1.0,12,0,Mu1-const,XRAI_2.000000,0.6
27027,100,1,10,13,1812,100000,1.0,85,66,Mu1-const,XRAI_2.000000,0.6
5372,50,10,10,2,1578,25000,1.0,18,0,Mu1-const,XRAI_2.000000,0.6
5633,50,10,10,3,1065,25000,1.0,19,0,Mu1-const,XRAI_2.000000,0.6
15678,25,1,25,1,15625,15625,0.97973,15,7,Mu1-const,XRAI_2.000000,0.6
5994,50,10,10,4,863,25000,1.0,16,0,Mu1-const,XRAI_2.000000,0.6
6455,50,10,10,5,1112,25000,1.0,12,0,Mu1-const,XRAI_2.000000,0.6
29729,100,1,10,14,3081,100000,1.0,87,70,Mu1-const,XRAI_2.000000,0.6
7016,50,10,10,6,1523,25000,1.0,11,0,Mu1-const,XRAI_2.000000,0.6
7677,50,10,10,7,1061,25000,1.0,13,0,Mu1-const,XRAI_2.000000,0.6
8438,50,10,10,8,814,25000,1.0,17,0,Mu1-const,XRAI_2.000000,0.6
9299,50,10,10,9,1250,25000,1.0,18,0,Mu1-const,XRAI_2.000000,0.6
10260,50,10,10,10,771,25000,1.0,10,0,Mu1-const,XRAI_2.000000,0.6
11321,50,10,10,11,807,25000,1.0,17,0,Mu1-const,XRAI_2.000000,0.6
32631,100,1,10,15,3321,100000,1.0,85,69,Mu1-const,XRAI_2.000000,0.6
12482,50,10,10,12,1035,25000,1.0,15,0,Mu1-const,XRAI_2.000000,0.6
35733,100,1,10,16,919,100000,1.0,84,67,Mu1-const,XRAI_2.000000,0.6
13743,50,10,10,13,961,25000,1.0,15,0,Mu1-const,XRAI_2.000000,0.6
15104,50,10,10,14,1411,25000,1.0,16,0,Mu1-const,XRAI_2.000000,0.6
16565,50,10,10,15,1614,25000,1.0,14,0,Mu1-const,XRAI_2.000000,0.6
18126,50,10,10,16,1323,25000,1.0,13,0,Mu1-const,XRAI_2.000000,0.6
39035,100,1,10,17,3548,100000,1.0,86,67,Mu1-const,XRAI_2.000000,0.6
19787,50,10,10,17,1091,25000,1.0,14,0,Mu1-const,XRAI_2.000000,0.6
21548,50,10,10,18,1007,25000,1.0,16,0,Mu1-const,XRAI_2.000000,0.6
23409,50,10,10,19,1213,25000,1.0,16,0,Mu1-const,XRAI_2.000000,0.6
42537,100,1,10,18,1868,100000,1.0,85,67,Mu1-const,XRAI_2.000000,0.6
25370,50,10,10,20,1161,25000,1.0,15,0,Mu1-const,XRAI_2.000000,0.6
27431,50,10,10,21,1138,25000,1.0,14,0,Mu1-const,XRAI_2.000000,0.6
29592,50,10,10,22,1218,25000,1.0,12,0,Mu1-const,XRAI_2.000000,0.6
46239,100,1,10,19,1984,100000,1.0,87,71,Mu1-const,XRAI_2.000000,0.6
31853,50,10,10,23,1137,25000,1.0,13,0,Mu1-const,XRAI_2.000000,0.6
50141,100,1,10,20,1311,100000,1.0,87,69,Mu1-const,XRAI_2.000000,0.6
34214,50,10,10,24,1144,25000,1.0,17,0,Mu1-const,XRAI_2.000000,0.6
36675,50,10,10,25,1063,25000,1.0,14,0,Mu1-const,XRAI_2.000000,0.6
15755,25,1,25,2,15625,15625,0.978618,16,12,Mu1-const,XRAI_2.000000,0.6
39236,50,10,10,26,1707,25000,1.0,11,0,Mu1-const,XRAI_2.000000,0.6
41897,50,10,10,27,1643,25000,1.0,15,0,Mu1-const,XRAI_2.000000,0.6
54243,100,1,10,21,3343,100000,1.0,86,68,Mu1-const,XRAI_2.000000,0.6
44658,50,10,10,28,1179,25000,1.0,14,0,Mu1-const,XRAI_2.000000,0.6
58545,100,1,10,22,1137,100000,1.0,85,70,Mu1-const,XRAI_2.000000,0.6
47519,50,10,10,29,1708,25000,1.0,10,0,Mu1-const,XRAI_2.000000,0.6
63047,100,1,10,23,1686,100000,1.0,84,67,Mu1-const,XRAI_2.000000,0.6
67749,100,1,10,24,2306,100000,1.0,85,68,Mu1-const,XRAI_2.000000,0.6
72651,100,1,10,25,1766,100000,1.0,85,67,Mu1-const,XRAI_2.000000,0.6
77753,100,1,10,26,1802,100000,1.0,85,66,Mu1-const,XRAI_2.000000,0.6
83055,100,1,10,27,1337,100000,1.0,85,69,Mu1-const,XRAI_2.000000,0.6
15882,25,1,25,3,15625,15625,0.980017,16,8,Mu1-const,XRAI_2.000000,0.6
88557,100,1,10,28,3992,100000,1.0,86,71,Mu1-const,XRAI_2.000000,0.6
94259,100,1,10,29,1285,100000,1.0,86,70,Mu1-const,XRAI_2.000000,0.6
10109,100,3,10,0,1872,100000,1.0,75,41,Mu1-const,XRAI_2.000000,0.6
10213,100,3,10,1,1893,100000,1.0,71,33,Mu1-const,XRAI_2.000000,0.6
10517,100,3,10,2,1825,100000,1.0,72,36,Mu1-const,XRAI_2.000000,0.6
11021,100,3,10,3,3394,100000,1.0,71,32,Mu1-const,XRAI_2.000000,0.6
11725,100,3,10,4,1388,100000,1.0,71,35,Mu1-const,XRAI_2.000000,0.6
12629,100,3,10,5,2061,100000,1.0,73,38,Mu1-const,XRAI_2.000000,0.6
16059,25,1,25,4,15625,15625,0.977691,17,9,Mu1-const,XRAI_2.000000,0.6
13733,100,3,10,6,2242,100000,1.0,72,34,Mu1-const,XRAI_2.000000,0.6
15037,100,3,10,7,1572,100000,1.0,70,37,Mu1-const,XRAI_2.000000,0.6
16541,100,3,10,8,1614,100000,1.0,73,41,Mu1-const,XRAI_2.000000,0.6
18245,100,3,10,9,1796,100000,1.0,75,40,Mu1-const,XRAI_2.000000,0.6
72649,100,3,25,10,11952,250000,1.0,72,38,Mu1-const,XRAI_2.000000,0.6
20149,100,3,10,10,2404,100000,1.0,71,31,Mu1-const,XRAI_2.000000,0.6
22253,100,3,10,11,1794,100000,1.0,73,38,Mu1-const,XRAI_2.000000,0.6
24557,100,3,10,12,1262,100000,1.0,72,40,Mu1-const,XRAI_2.000000,0.6
27061,100,3,10,13,1337,100000,1.0,74,40,Mu1-const,XRAI_2.000000,0.6
16286,25,1,25,5,15625,15625,0.979306,15,8,Mu1-const,XRAI_2.000000,0.6
29765,100,3,10,14,2138,100000,1.0,71,35,Mu1-const,XRAI_2.000000,0.6
32669,100,3,10,15,1425,100000,1.0,72,36,Mu1-const,XRAI_2.000000,0.6
35773,100,3,10,16,1566,100000,1.0,72,37,Mu1-const,XRAI_2.000000,0.6
