seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,algorithm,mutation
36887,50,5,2,27,32,5000,1,-20,0,Mu1-unconst,XRAI_0.000000
39643,50,5,2,28,45,5000,1,-20,-3,Mu1-unconst,XRAI_0.000000
42499,50,5,2,29,4,5000,1,-23,-1,Mu1-unconst,XRAI_0.000000
350,50,10,2,0,26,5000,1,-8,0,Mu1-unconst,XRAI_0.000000
411,50,10,2,1,12,5000,1,-16,0,Mu1-unconst,XRAI_0.000000
572,50,10,2,2,24,5000,1,-14,0,Mu1-unconst,XRAI_0.000000
833,50,10,2,3,9,5000,1,-16,0,Mu1-unconst,XRAI_0.000000
1194,50,10,2,4,24,5000,1,-13,0,Mu1-unconst,XRAI_0.000000
1655,50,10,2,5,11,5000,1,-13,0,Mu1-unconst,XRAI_0.000000
2216,50,10,2,6,0,5000,1,-10,0,Mu1-unconst,XRAI_0.000000
2877,50,10,2,7,0,5000,1,-13,0,Mu1-unconst,XRAI_0.000000
3638,50,10,2,8,21,5000,1,-10,0,Mu1-unconst,XRAI_0.000000
4499,50,10,2,9,0,5000,1,-9,0,Mu1-unconst,XRAI_0.000000
5460,50,10,2,10,0,5000,1,-7,0,Mu1-unconst,XRAI_0.000000
6521,50,10,2,11,0,5000,1,-13,0,Mu1-unconst,XRAI_0.000000
7682,50,10,2,12,0,5000,1,-15,0,Mu1-unconst,XRAI_0.000000
8943,50,10,2,13,0,5000,1,-9,0,Mu1-unconst,XRAI_0.000000
10304,50,10,2,14,0,5000,1,-7,0,Mu1-unconst,XRAI_0.000000
11765,50,10,2,15,51,5000,1,-11,0,Mu1-unconst,XRAI_0.000000
13326,50,10,2,16,0,5000,1,-10,0,Mu1-unconst,XRAI_0.000000
14987,50,10,2,17,0,5000,1,-9,0,Mu1-unconst,XRAI_0.000000
16748,50,10,2,18,3,5000,1,-12,0,Mu1-unconst,XRAI_0.000000
18609,50,10,2,19,0,5000,1,-6,0,Mu1-unconst,XRAI_0.000000
20570,50,10,2,20,0,5000,1,-8,0,Mu1-unconst,XRAI_0.000000
22631,50,10,2,21,0,5000,1,-6,0,Mu1-unconst,XRAI_0.000000
24792,50,10,2,22,4,5000,1,-11,0,Mu1-unconst,XRAI_0.000000
27053,50,10,2,23,21,5000,1,-12,0,Mu1-unconst,XRAI_0.000000
29414,50,10,2,24,12,5000,1,-11,0,Mu1-unconst,XRAI_0.000000
31875,50,10,2,25,0,5000,1,-10,0,Mu1-unconst,XRAI_0.000000
34436,50,10,2,26,28,5000,1,-16,0,Mu1-unconst,XRAI_0.000000
37097,50,10,2,27,0,5000,1,-7,0,Mu1-unconst,XRAI_0.000000
39858,50,10,2,28,48,5000,1,-10,0,Mu1-unconst,XRAI_0.000000
42719,50,10,2,29,23,5000,1,-9,0,Mu1-unconst,XRAI_0.000000
5051,50,1,10,0,599,25000,1,-41,-26,Mu1-unconst,XRAI_0.000000
5103,50,1,10,1,698,25000,1,-41,-29,Mu1-unconst,XRAI_0.000000
5255,50,1,10,2,594,25000,1,-43,-28,Mu1-unconst,XRAI_0.000000
5507,50,1,10,3,309,25000,1,-43,-26,Mu1-unconst,XRAI_0.000000
5859,50,1,10,4,500,25000,1,-42,-22,Mu1-unconst,XRAI_0.000000
6311,50,1,10,5,537,25000,1,-43,-24,Mu1-unconst,XRAI_0.000000
6863,50,1,10,6,949,25000,1,-42,-22,Mu1-unconst,XRAI_0.000000
7515,50,1,10,7,512,25000,1,-42,-27,Mu1-unconst,XRAI_0.000000
8267,50,1,10,8,579,25000,1,-43,-27,Mu1-unconst,XRAI_0.000000
9119,50,1,10,9,1111,25000,1,-42,-23,Mu1-unconst,XRAI_0.000000
10071,50,1,10,10,497,25000,1,-42,-25,Mu1-unconst,XRAI_0.000000
11123,50,1,10,11,477,25000,1,-42,-24,Mu1-unconst,XRAI_0.000000
12275,50,1,10,12,531,25000,1,-43,-25,Mu1-unconst,XRAI_0.000000
13527,50,1,10,13,861,25000,1,-41,-23,Mu1-unconst,XRAI_0.000000
14879,50,1,10,14,631,25000,1,-42,-24,Mu1-unconst,XRAI_0.000000
16331,50,1,10,15,476,25000,1,-43,-25,Mu1-unconst,XRAI_0.000000
17883,50,1,10,16,539,25000,1,-43,-26,Mu1-unconst,XRAI_0.000000
19535,50,1,10,17,853,25000,1,-42,-26,Mu1-unconst,XRAI_0.000000
21287,50,1,10,18,556,25000,1,-42,-24,Mu1-unconst,XRAI_0.000000
23139,50,1,10,19,682,25000,1,-43,-24,Mu1-unconst,XRAI_0.000000
25091,50,1,10,20,481,25000,1,-41,-25,Mu1-unconst,XRAI_0.000000
27143,50,1,10,21,608,25000,1,-41,-27,Mu1-unconst,XRAI_0.000000
29295,50,1,10,22,577,25000,1,-41,-20,Mu1-unconst,XRAI_0.000000
31547,50,1,10,23,928,25000,1,-41,-25,Mu1-unconst,XRAI_0.000000
33899,50,1,10,24,682,25000,1,-42,-20,Mu1-unconst,XRAI_0.000000
36351,50,1,10,25,742,25000,1,-43,-28,Mu1-unconst,XRAI_0.000000
38903,50,1,10,26,646,25000,1,-41,-27,Mu1-unconst,XRAI_0.000000
41555,50,1,10,27,835,25000,1,-42,-22,Mu1-unconst,XRAI_0.000000
44307,50,1,10,28,1296,25000,1,-41,-27,Mu1-unconst,XRAI_0.000000
47159,50,1,10,29,943,25000,1,-38,-25,Mu1-unconst,XRAI_0.000000
5059,50,3,10,0,538,25000,1,-29,-9,Mu1-unconst,XRAI_0.000000
5113,50,3,10,1,690,25000,1,-30,-6,Mu1-unconst,XRAI_0.000000
5267,50,3,10,2,551,25000,1,-29,-3,Mu1-unconst,XRAI_0.000000
5521,50,3,10,3,620,25000,1,-31,-9,Mu1-unconst,XRAI_0.000000
5875,50,3,10,4,655,25000,1,-27,-5,Mu1-unconst,XRAI_0.000000
6329,50,3,10,5,466,25000,1,-29,-5,Mu1-unconst,XRAI_0.000000
6883,50,3,10,6,1003,25000,1,-27,-5,Mu1-unconst,XRAI_0.000000
7537,50,3,10,7,699,25000,1,-27,-5,Mu1-unconst,XRAI_0.000000
8291,50,3,10,8,582,25000,1,-30,-9,Mu1-unconst,XRAI_0.000000
9145,50,3,10,9,449,25000,1,-27,-6,Mu1-unconst,XRAI_0.000000
10099,50,3,10,10,880,25000,1,-30,-7,Mu1-unconst,XRAI_0.000000
11153,50,3,10,11,823,25000,1,-30,-3,Mu1-unconst,XRAI_0.000000
12307,50,3,10,12,564,25000,1,-25,-6,Mu1-unconst,XRAI_0.000000
13561,50,3,10,13,538,25000,1,-28,-6,Mu1-unconst,XRAI_0.000000
14915,50,3,10,14,322,25000,1,-28,-7,Mu1-unconst,XRAI_0.000000
16369,50,3,10,15,788,25000,1,-27,-6,Mu1-unconst,XRAI_0.000000
17923,50,3,10,16,546,25000,1,-29,-6,Mu1-unconst,XRAI_0.000000
19577,50,3,10,17,539,25000,1,-25,-2,Mu1-unconst,XRAI_0.000000
21331,50,3,10,18,604,25000,1,-30,-10,Mu1-unconst,XRAI_0.000000
23185,50,3,10,19,703,25000,1,-29,-8,Mu1-unconst,XRAI_0.000000
25139,50,3,10,20,671,25000,1,-30,-12,Mu1-unconst,XRAI_0.000000
27193,50,3,10,21,1114,25000,1,-28,-3,Mu1-unconst,XRAI_0.000000
29347,50,3,10,22,964,25000,1,-28,-9,Mu1-unconst,XRAI_0.000000
31601,50,3,10,23,850,25000,1,-28,-4,Mu1-unconst,XRAI_0.000000
33955,50,3,10,24,1307,25000,1,-30,-8,Mu1-unconst,XRAI_0.000000
36409,50,3,10,25,1098,25000,1,-28,-4,Mu1-unconst,XRAI_0.000000
38963,50,3,10,26,465,25000,1,-29,-7,Mu1-unconst,XRAI_0.000000
41617,50,3,10,27,647,25000,1,-30,-10,Mu1-unconst,XRAI_0.000000
44371,50,3,10,28,832,25000,1,-28,-5,Mu1-unconst,XRAI_0.000000
47225,50,3,10,29,450,25000,1,-27,-4,Mu1-unconst,XRAI_0.000000
5075,50,5,10,0,756,25000,1,-23,0,Mu1-unconst,XRAI_0.000000
5131,50,5,10,1,492,25000,1,-17,0,Mu1-unconst,XRAI_0.000000
5287,50,5,10,2,1107,25000,1,-16,0,Mu1-unconst,XRAI_0.000000
5543,50,5,10,3,567,25000,1,-19,0,Mu1-unconst,XRAI_0.000000
5899,50,5,10,4,1128,25000,1,-19,0,Mu1-unconst,XRAI_0.000000
6355,50,5,10,5,687,25000,1,-22,0,Mu1-unconst,XRAI_0.000000
6911,50,5,10,6,841,25000,1,-21,0,Mu1-unconst,XRAI_0.000000
7567,50,5,10,7,488,25000,1,-19,0,Mu1-unconst,XRAI_0.000000
8323,50,5,10,8,724,25000,1,-21,0,Mu1-unconst,XRAI_0.000000
9179,50,5,10,9,549,25000,1,-20,0,Mu1-unconst,XRAI_0.000000
10135,50,5,10,10,583,25000,1,-20,-1,Mu1-unconst,XRAI_0.000000
11191,50,5,10,11,643,25000,1,-18,0,Mu1-unconst,XRAI_0.000000
12347,50,5,10,12,523,25000,1,-17,0,Mu1-unconst,XRAI_0.000000
13603,50,5,10,13,835,25000,1,-23,-1,Mu1-unconst,XRAI_0.000000
14959,50,5,10,14,441,25000,1,-21,-1,Mu1-unconst,XRAI_0.000000
16415,50,5,10,15,325,25000,1,-22,-1,Mu1-unconst,XRAI_0.000000
17971,50,5,10,16,590,25000,1,-22,0,Mu1-unconst,XRAI_0.000000
19627,50,5,10,17,458,25000,1,-22,-1,Mu1-unconst,XRAI_0.000000
21383,50,5,10,18,629,25000,1,-20,0,Mu1-unconst,XRAI_0.000000
23239,50,5,10,19,511,25000,1,-22,0,Mu1-unconst,XRAI_0.000000
25195,50,5,10,20,325,25000,1,-20,0,Mu1-unconst,XRAI_0.000000
27251,50,5,10,21,759,25000,1,-22,0,Mu1-unconst,XRAI_0.000000
29407,50,5,10,22,709,25000,1,-19,0,Mu1-unconst,XRAI_0.000000
31663,50,5,10,23,649,25000,1,-18,0,Mu1-unconst,XRAI_0.000000
34019,50,5,10,24,539,25000,1,-22,0,Mu1-unconst,XRAI_0.000000
36475,50,5,10,25,556,25000,1,-19,0,Mu1-unconst,XRAI_0.000000
39031,50,5,10,26,846,25000,1,-25,-2,Mu1-unconst,XRAI_0.000000
41687,50,5,10,27,400,25000,1,-21,0,Mu1-unconst,XRAI_0.000000
44443,50,5,10,28,388,25000,1,-20,0,Mu1-unconst,XRAI_0.000000
47299,50,5,10,29,673,25000,1,-20,0,Mu1-unconst,XRAI_0.000000
5150,50,10,10,0,570,25000,1,-11,0,Mu1-unconst,XRAI_0.000000
5211,50,10,10,1,352,25000,1,-8,0,Mu1-unconst,XRAI_0.000000
5372,50,10,10,2,394,25000,1,-12,0,Mu1-unconst,XRAI_0.000000
5633,50,10,10,3,307,25000,1,-11,0,Mu1-unconst,XRAI_0.000000
5994,50,10,10,4,476,25000,1,-9,0,Mu1-unconst,XRAI_0.000000
6455,50,10,10,5,563,25000,1,-8,0,Mu1-unconst,XRAI_0.000000
7016,50,10,10,6,820,25000,1,-12,0,Mu1-unconst,XRAI_0.000000
7677,50,10,10,7,623,25000,1,-14,0,Mu1-unconst,XRAI_0.000000
8438,50,10,10,8,1022,25000,1,-11,0,Mu1-unconst,XRAI_0.000000
9299,50,10,10,9,606,25000,1,-12,0,Mu1-unconst,XRAI_0.000000
10260,50,10,10,10,733,25000,1,-11,0,Mu1-unconst,XRAI_0.000000
11321,50,10,10,11,601,25000,1,-11,0,Mu1-unconst,XRAI_0.000000
12482,50,10,10,12,568,25000,1,-9,0,Mu1-unconst,XRAI_0.000000
13743,50,10,10,13,1067,25000,1,-13,0,Mu1-unconst,XRAI_0.000000
15104,50,10,10,14,959,25000,1,-12,0,Mu1-unconst,XRAI_0.000000
16565,50,10,10,15,561,25000,1,-11,0,Mu1-unconst,XRAI_0.000000
18126,50,10,10,16,545,25000,1,-12,0,Mu1-unconst,XRAI_0.000000
19787,50,10,10,17,450,25000,1,-13,0,Mu1-unconst,XRAI_0.000000
21548,50,10,10,18,634,25000,1,-10,0,Mu1-unconst,XRAI_0.000000
23409,50,10,10,19,542,25000,1,-12,0,Mu1-unconst,XRAI_0.000000
25370,50,10,10,20,309,25000,1,-11,0,Mu1-unconst,XRAI_0.000000
27431,50,10,10,21,1091,25000,1,-9,0,Mu1-unconst,XRAI_0.000000
29592,50,10,10,22,513,25000,1,-9,0,Mu1-unconst,XRAI_0.000000
31853,50,10,10,23,786,25000,1,-12,0,Mu1-unconst,XRAI_0.000000
34214,50,10,10,24,425,25000,1,-10,0,Mu1-unconst,XRAI_0.000000
36675,50,10,10,25,458,25000,1,-11,0,Mu1-unconst,XRAI_0.000000
39236,50,10,10,26,545,25000,1,-14,0,Mu1-unconst,XRAI_0.000000
41897,50,10,10,27,364,25000,1,-8,0,Mu1-unconst,XRAI_0.000000
44658,50,10,10,28,469,25000,1,-10,0,Mu1-unconst,XRAI_0.000000
47519,50,10,10,29,740,25000,1,-9,0,Mu1-unconst,XRAI_0.000000
31301,50,1,25,0,8193,62500,1,-41,-25,Mu1-unconst,XRAI_0.000000
31353,50,1,25,1,7758,62500,1,-40,-22,Mu1-unconst,XRAI_0.000000
31505,50,1,25,2,7516,62500,1,-41,-25,Mu1-unconst,XRAI_0.000000
31757,50,1,25,3,7192,62500,1,-41,-27,Mu1-unconst,XRAI_0.000000
32109,50,1,25,4,8402,62500,1,-42,-25,Mu1-unconst,XRAI_0.000000
32561,50,1,25,5,7835,62500,1,-43,-27,Mu1-unconst,XRAI_0.000000
33113,50,1,25,6,8003,62500,1,-42,-23,Mu1-unconst,XRAI_0.000000
33765,50,1,25,7,6020,62500,1,-40,-27,Mu1-unconst,XRAI_0.000000
34517,50,1,25,8,10424,62500,1,-41,-26,Mu1-unconst,XRAI_0.000000
35369,50,1,25,9,7862,62500,1,-40,-25,Mu1-unconst,XRAI_0.000000
36321,50,1,25,10,7059,62500,1,-41,-24,Mu1-unconst,XRAI_0.000000
37373,50,1,25,11,6809,62500,1,-42,-26,Mu1-unconst,XRAI_0.000000
38525,50,1,25,12,6151,62500,1,-41,-25,Mu1-unconst,XRAI_0.000000
39777,50,1,25,13,5568,62500,1,-41,-27,Mu1-unconst,XRAI_0.000000
41129,50,1,25,14,9391,62500,1,-40,-27,Mu1-unconst,XRAI_0.000000
42581,50,1,25,15,9016,62500,1,-42,-26,Mu1-unconst,XRAI_0.000000
44133,50,1,25,16,8815,62500,1,-41,-26,Mu1-unconst,XRAI_0.000000
45785,50,1,25,17,7463,62500,1,-42,-26,Mu1-unconst,XRAI_0.000000
47537,50,1,25,18,6704,62500,1,-41,-28,Mu1-unconst,XRAI_0.000000
49389,50,1,25,19,9865,62500,1,-42,-25,Mu1-unconst,XRAI_0.000000
51341,50,1,25,20,9123,62500,1,-40,-26,Mu1-unconst,XRAI_0.000000
53393,50,1,25,21,6815,62500,1,-41,-26,Mu1-unconst,XRAI_0.000000
55545,50,1,25,22,8251,62500,1,-42,-29,Mu1-unconst,XRAI_0.000000
57797,50,1,25,23,6663,62500,1,-41,-24,Mu1-unconst,XRAI_0.000000
60149,50,1,25,24,10982,62500,1,-41,-28,Mu1-unconst,XRAI_0.000000
62601,50,1,25,25,10317,62500,1,-41,-27,Mu1-unconst,XRAI_0.000000
65153,50,1,25,26,6866,62500,1,-41,-26,Mu1-unconst,XRAI_0.000000
67805,50,1,25,27,10583,62500,1,-41,-22,Mu1-unconst,XRAI_0.000000
70557,50,1,25,28,6759,62500,1,-42,-28,Mu1-unconst,XRAI_0.000000
73409,50,1,25,29,7257,62500,1,-41,-27,Mu1-unconst,XRAI_0.000000
31309,50,3,25,0,8558,62500,1,-28,-6,Mu1-unconst,XRAI_0.000000
31363,50,3,25,1,5289,62500,1,-27,-4,Mu1-unconst,XRAI_0.000000
31517,50,3,25,2,9395,62500,1,-31,-7,Mu1-unconst,XRAI_0.000000
31771,50,3,25,3,7967,62500,1,-27,-3,Mu1-unconst,XRAI_0.000000
32125,50,3,25,4,6430,62500,1,-27,-4,Mu1-unconst,XRAI_0.000000
32579,50,3,25,5,11548,62500,1,-29,-8,Mu1-unconst,XRAI_0.000000
33133,50,3,25,6,7888,62500,1,-31,-6,Mu1-unconst,XRAI_0.000000
33787,50,3,25,7,8833,62500,1,-28,-6,Mu1-unconst,XRAI_0.000000
34541,50,3,25,8,6755,62500,1,-29,-6,Mu1-unconst,XRAI_0.000000
35395,50,3,25,9,6757,62500,1,-29,-6,Mu1-unconst,XRAI_0.000000
36349,50,3,25,10,8789,62500,1,-28,-7,Mu1-unconst,XRAI_0.000000
37403,50,3,25,11,7795,62500,1,-28,-7,Mu1-unconst,XRAI_0.000000
38557,50,3,25,12,5576,62500,1,-31,-9,Mu1-unconst,XRAI_0.000000
39811,50,3,25,13,5801,62500,1,-28,-6,Mu1-unconst,XRAI_0.000000
41165,50,3,25,14,7042,62500,1,-27,-4,Mu1-unconst,XRAI_0.000000
42619,50,3,25,15,5880,62500,1,-26,-9,Mu1-unconst,XRAI_0.000000
44173,50,3,25,16,5690,62500,1,-28,-6,Mu1-unconst,XRAI_0.000000
45827,50,3,25,17,6760,62500,1,-26,-4,Mu1-unconst,XRAI_0.000000
47581,50,3,25,18,7864,62500,1,-27,-3,Mu1-unconst,XRAI_0.000000
49435,50,3,25,19,4401,62500,1,-28,-11,Mu1-unconst,XRAI_0.000000
51389,50,3,25,20,11131,62500,1,-27,-3,Mu1-unconst,XRAI_0.000000
53443,50,3,25,21,4370,62500,1,-30,-8,Mu1-unconst,XRAI_0.000000
55597,50,3,25,22,9700,62500,1,-28,-10,Mu1-unconst,XRAI_0.000000
57851,50,3,25,23,4958,62500,1,-28,-6,Mu1-unconst,XRAI_0.000000
60205,50,3,25,24,6720,62500,1,-28,-5,Mu1-unconst,XRAI_0.000000
62659,50,3,25,25,7396,62500,1,-29,-10,Mu1-unconst,XRAI_0.000000
65213,50,3,25,26,6204,62500,1,-31,-11,Mu1-unconst,XRAI_0.000000
67867,50,3,25,27,8519,62500,1,-27,-8,Mu1-unconst,XRAI_0.000000
70621,50,3,25,28,5328,62500,1,-28,-8,Mu1-unconst,XRAI_0.000000
73475,50,3,25,29,10920,62500,1,-29,-9,Mu1-unconst,XRAI_0.000000
31325,50,5,25,0,6002,62500,1,-20,0,Mu1-unconst,XRAI_0.000000
31381,50,5,25,1,6700,62500,1,-20,0,Mu1-unconst,XRAI_0.000000
31537,50,5,25,2,4225,62500,1,-19,0,Mu1-unconst,XRAI_0.000000
31793,50,5,25,3,6850,62500,1,-22,0,Mu1-unconst,XRAI_0.000000
32149,50,5,25,4,7001,62500,1,-20,0,Mu1-unconst,XRAI_0.000000
32605,50,5,25,5,9267,62500,1,-21,0,Mu1-unconst,XRAI_0.000000
33161,50,5,25,6,8295,62500,1,-16,0,Mu1-unconst,XRAI_0.000000
33817,50,5,25,7,9008,62500,1,-20,0,Mu1-unconst,XRAI_0.000000
34573,50,5,25,8,5855,62500,1,-18,0,Mu1-unconst,XRAI_0.000000
35429,50,5,25,9,4903,62500,1,-20,0,Mu1-unconst,XRAI_0.000000
36385,50,5,25,10,5728,62500,1,-19,0,Mu1-unconst,XRAI_0.000000
37441,50,5,25,11,9531,62500,1,-19,0,Mu1-unconst,XRAI_0.000000
38597,50,5,25,12,3994,62500,1,-21,0,Mu1-unconst,XRAI_0.000000
39853,50,5,25,13,5794,62500,1,-18,0,Mu1-unconst,XRAI_0.000000
41209,50,5,25,14,5185,62500,1,-19,0,Mu1-unconst,XRAI_0.000000
42665,50,5,25,15,5784,62500,1,-19,0,Mu1-unconst,XRAI_0.000000
44221,50,5,25,16,4130,62500,1,-19,0,Mu1-unconst,XRAI_0.000000
45877,50,5,25,17,5105,62500,1,-16,0,Mu1-unconst,XRAI_0.000000
47633,50,5,25,18,3664,62500,1,-18,0,Mu1-unconst,XRAI_0.000000
49489,50,5,25,19,7305,62500,1,-22,-2,Mu1-unconst,XRAI_0.000000
51445,50,5,25,20,4505,62500,1,-21,0,Mu1-unconst,XRAI_0.000000
53501,50,5,25,21,5971,62500,1,-23,0,Mu1-unconst,XRAI_0.000000
55657,50,5,25,22,7276,62500,1,-15,0,Mu1-unconst,XRAI_0.000000
57913,50,5,25,23,4157,62500,1,-19,0,Mu1-unconst,XRAI_0.000000
60269,50,5,25,24,5356,62500,1,-20,0,Mu1-unconst,XRAI_0.000000
62725,50,5,25,25,5365,62500,1,-19,0,Mu1-unconst,XRAI_0.000000
65281,50,5,25,26,5449,62500,1,-21,0,Mu1-unconst,XRAI_0.000000
67937,50,5,25,27,6788,62500,1,-20,0,Mu1-unconst,XRAI_0.000000
70693,50,5,25,28,5666,62500,1,-21,0,Mu1-unconst,XRAI_0.000000
73549,50,5,25,29,8407,62500,1,-18,-1,Mu1-unconst,XRAI_0.000000
31400,50,10,25,0,4337,62500,1,-8,0,Mu1-unconst,XRAI_0.000000
31461,50,10,25,1,4609,62500,1,-11,0,Mu1-unconst,XRAI_0.000000
31622,50,10,25,2,9579,62500,1,-9,0,Mu1-unconst,XRAI_0.000000
31883,50,10,25,3,5639,62500,1,-7,0,Mu1-unconst,XRAI_0.000000
32244,50,10,25,4,7871,62500,1,-13,0,Mu1-unconst,XRAI_0.000000
32705,50,10,25,5,5238,62500,1,-11,0,Mu1-unconst,XRAI_0.000000
33266,50,10,25,6,3934,62500,1,-11,0,Mu1-unconst,XRAI_0.000000
33927,50,10,25,7,6992,62500,1,-11,0,Mu1-unconst,XRAI_0.000000
34688,50,10,25,8,4433,62500,1,-10,0,Mu1-unconst,XRAI_0.000000
35549,50,10,25,9,6034,62500,1,-9,0,Mu1-unconst,XRAI_0.000000
36510,50,10,25,10,3813,62500,1,-10,0,Mu1-unconst,XRAI_0.000000
37571,50,10,25,11,3223,62500,1,-9,0,Mu1-unconst,XRAI_0.000000
38732,50,10,25,12,3928,62500,1,-11,0,Mu1-unconst,XRAI_0.000000
39993,50,10,25,13,3786,62500,1,-10,0,Mu1-unconst,XRAI_0.000000
41354,50,10,25,14,3574,62500,1,-8,0,Mu1-unconst,XRAI_0.000000
42815,50,10,25,15,6351,62500,1,-13,0,Mu1-unconst,XRAI_0.000000
44376,50,10,25,16,3974,62500,1,-11,0,Mu1-unconst,XRAI_0.000000
46037,50,10,25,17,6051,62500,1,-13,0,Mu1-unconst,XRAI_0.000000
47798,50,10,25,18,4641,62500,1,-10,0,Mu1-unconst,XRAI_0.000000
49659,50,10,25,19,4438,62500,1,-11,0,Mu1-unconst,XRAI_0.000000
51620,50,10,25,20,4171,62500,1,-11,0,Mu1-unconst,XRAI_0.000000
53681,50,10,25,21,5441,62500,1,-9,0,Mu1-unconst,XRAI_0.000000
55842,50,10,25,22,5652,62500,1,-10,0,Mu1-unconst,XRAI_0.000000
58103,50,10,25,23,5834,62500,1,-10,0,Mu1-unconst,XRAI_0.000000
60464,50,10,25,24,3085,62500,1,-9,0,Mu1-unconst,XRAI_0.000000
62925,50,10,25,25,4453,62500,1,-10,0,Mu1-unconst,XRAI_0.000000
65486,50,10,25,26,3361,62500,1,-13,0,Mu1-unconst,XRAI_0.000000
68147,50,10,25,27,5068,62500,1,-5,0,Mu1-unconst,XRAI_0.000000
70908,50,10,25,28,4486,62500,1,-11,0,Mu1-unconst,XRAI_0.000000
73769,50,10,25,29,3068,62500,1,-10,0,Mu1-unconst,XRAI_0.000000
125051,50,1,50,0,125000,125000,0.993802,-41,-26,Mu1-unconst,XRAI_0.000000
125103,50,1,50,1,125000,125000,0.993403,-41,-27,Mu1-unconst,XRAI_0.000000
125255,50,1,50,2,125000,125000,0.993455,-40,-25,Mu1-unconst,XRAI_0.000000
125507,50,1,50,3,125000,125000,0.993533,-39,-24,Mu1-unconst,XRAI_0.000000
125859,50,1,50,4,125000,125000,0.993533,-40,-26,Mu1-unconst,XRAI_0.000000
126311,50,1,50,5,125000,125000,0.993403,-40,-27,Mu1-unconst,XRAI_0.000000
126863,50,1,50,6,125000,125000,0.993507,-41,-26,Mu1-unconst,XRAI_0.000000
127515,50,1,50,7,125000,125000,0.993613,-41,-25,Mu1-unconst,XRAI_0.000000
128267,50,1,50,8,125000,125000,0.993507,-41,-23,Mu1-unconst,XRAI_0.000000
129119,50,1,50,9,125000,125000,0.993613,-43,-29,Mu1-unconst,XRAI_0.000000
130071,50,1,50,10,125000,125000,0.993352,-40,-24,Mu1-unconst,XRAI_0.000000
131123,50,1,50,11,125000,125000,0.993613,-40,-22,Mu1-unconst,XRAI_0.000000
132275,50,1,50,12,125000,125000,0.993481,-40,-24,Mu1-unconst,XRAI_0.000000
133527,50,1,50,13,125000,125000,0.993533,-41,-28,Mu1-unconst,XRAI_0.000000
134879,50,1,50,14,125000,125000,0.993455,-40,-24,Mu1-unconst,XRAI_0.000000
136331,50,1,50,15,125000,125000,0.993429,-39,-24,Mu1-unconst,XRAI_0.000000
137883,50,1,50,16,125000,125000,0.993507,-40,-26,Mu1-unconst,XRAI_0.000000
139535,50,1,50,17,125000,125000,0.993403,-40,-26,Mu1-unconst,XRAI_0.000000
141287,50,1,50,18,125000,125000,0.993613,-39,-27,Mu1-unconst,XRAI_0.000000
143139,50,1,50,19,125000,125000,0.993352,-42,-26,Mu1-unconst,XRAI_0.000000
145091,50,1,50,20,125000,125000,0.993693,-41,-27,Mu1-unconst,XRAI_0.000000
147143,50,1,50,21,125000,125000,0.993802,-40,-25,Mu1-unconst,XRAI_0.000000
149295,50,1,50,22,125000,125000,0.993455,-40,-28,Mu1-unconst,XRAI_0.000000
151547,50,1,50,23,125000,125000,0.993613,-40,-23,Mu1-unconst,XRAI_0.000000
153899,50,1,50,24,125000,125000,0.993507,-41,-26,Mu1-unconst,XRAI_0.000000
156351,50,1,50,25,125000,125000,0.993666,-41,-28,Mu1-unconst,XRAI_0.000000
158903,50,1,50,26,125000,125000,0.993326,-41,-25,Mu1-unconst,XRAI_0.000000
161555,50,1,50,27,125000,125000,0.99372,-39,-23,Mu1-unconst,XRAI_0.000000
164307,50,1,50,28,125000,125000,0.993481,-40,-27,Mu1-unconst,XRAI_0.000000
167159,50,1,50,29,125000,125000,0.993747,-41,-27,Mu1-unconst,XRAI_0.000000
125059,50,3,50,0,125000,125000,0.995087,-25,-6,Mu1-unconst,XRAI_0.000000
125113,50,3,50,1,125000,125000,0.995156,-29,-5,Mu1-unconst,XRAI_0.000000
125267,50,3,50,2,125000,125000,0.995521,-25,-5,Mu1-unconst,XRAI_0.000000
125521,50,3,50,3,125000,125000,0.995227,-29,-9,Mu1-unconst,XRAI_0.000000
125875,50,3,50,4,125000,125000,0.995227,-31,-8,Mu1-unconst,XRAI_0.000000
126329,50,3,50,5,125000,125000,0.995335,-27,-6,Mu1-unconst,XRAI_0.000000
126883,50,3,50,6,125000,125000,0.995676,-29,-8,Mu1-unconst,XRAI_0.000000
127537,50,3,50,7,125000,125000,0.995192,-27,-8,Mu1-unconst,XRAI_0.000000
128291,50,3,50,8,125000,125000,0.994984,-29,-8,Mu1-unconst,XRAI_0.000000
129145,50,3,50,9,125000,125000,0.995299,-26,-6,Mu1-unconst,XRAI_0.000000
130099,50,3,50,10,125000,125000,0.995192,-29,-11,Mu1-unconst,XRAI_0.000000
131153,50,3,50,11,125000,125000,0.995521,-26,-5,Mu1-unconst,XRAI_0.000000
132307,50,3,50,12,125000,125000,0.995087,-28,-8,Mu1-unconst,XRAI_0.000000
133561,50,3,50,13,125000,125000,0.995263,-28,-6,Mu1-unconst,XRAI_0.000000
134915,50,3,50,14,125000,125000,0.995227,-27,-7,Mu1-unconst,XRAI_0.000000
136369,50,3,50,15,125000,125000,0.995192,-30,-9,Mu1-unconst,XRAI_0.000000
137923,50,3,50,16,125000,125000,0.995263,-28,-7,Mu1-unconst,XRAI_0.000000
