seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,algorithm,mutation,alpha,g,r,c
5059,50,3,10,0,910,25000,1,-26,-9,NOAH,XRAI_0.000000,0.2,10,5,5
5113,50,3,10,1,983,25000,1,-26,-6,NOAH,XRAI_0.000000,0.2,10,5,5
5267,50,3,10,2,1335,25000,1,-24,-3,NOAH,XRAI_0.000000,0.2,10,5,5
5521,50,3,10,3,1370,25000,1,-27,-9,NOAH,XRAI_0.000000,0.2,10,5,5
5875,50,3,10,4,800,25000,1,-25,-5,NOAH,XRAI_0.000000,0.2,10,5,5
6329,50,3,10,5,988,25000,1,-25,-5,NOAH,XRAI_0.000000,0.2,10,5,5
6883,50,3,10,6,1047,25000,1,-22,-5,NOAH,XRAI_0.000000,0.2,10,5,5
7537,50,3,10,7,1182,25000,1,-23,-5,NOAH,XRAI_0.000000,0.2,10,5,5
8291,50,3,10,8,919,25000,1,-27,-9,NOAH,XRAI_0.000000,0.2,10,5,5
9145,50,3,10,9,1041,25000,1,-24,-6,NOAH,XRAI_0.000000,0.2,10,5,5
10099,50,3,10,10,1058,25000,1,-26,-7,NOAH,XRAI_0.000000,0.2,10,5,5
11153,50,3,10,11,990,25000,1,-20,-3,NOAH,XRAI_0.000000,0.2,10,5,5
12307,50,3,10,12,1352,25000,1,-22,-6,NOAH,XRAI_0.000000,0.2,10,5,5
13561,50,3,10,13,1275,25000,1,-21,-6,NOAH,XRAI_0.000000,0.2,10,5,5
14915,50,3,10,14,1350,25000,1,-26,-7,NOAH,XRAI_0.000000,0.2,10,5,5
16369,50,3,10,15,1275,25000,1,-23,-6,NOAH,XRAI_0.000000,0.2,10,5,5
17923,50,3,10,16,1265,25000,1,-22,-6,NOAH,XRAI_0.000000,0.2,10,5,5
19577,50,3,10,17,1289,25000,1,-23,-2,NOAH,XRAI_0.000000,0.2,10,5,5
21331,50,3,10,18,1126,25000,1,-26,-10,NOAH,XRAI_0.000000,0.2,10,5,5
23185,50,3,10,19,1503,25000,1,-25,-8,NOAH,XRAI_0.000000,0.2,10,5,5
25139,50,3,10,20,1420,25000,1,-26,-12,NOAH,XRAI_0.000000,0.2,10,5,5
27193,50,3,10,21,836,25000,1,-24,-3,NOAH,XRAI_0.000000,0.2,10,5,5
29347,50,3,10,22,1794,25000,1,-25,-9,NOAH,XRAI_0.000000,0.2,10,5,5
31601,50,3,10,23,997,25000,1,-24,-4,NOAH,XRAI_0.000000,0.2,10,5,5
33955,50,3,10,24,986,25000,1,-25,-8,NOAH,XRAI_0.000000,0.2,10,5,5
36409,50,3,10,25,962,25000,1,-21,-4,NOAH,XRAI_0.000000,0.2,10,5,5
38963,50,3,10,26,1068,25000,1,-24,-7,NOAH,XRAI_0.000000,0.2,10,5,5
41617,50,3,10,27,1291,25000,1,-26,-10,NOAH,XRAI_0.000000,0.2,10,5,5
44371,50,3,10,28,944,25000,1,-24,-5,NOAH,XRAI_0.000000,0.2,10,5,5
47225,50,3,10,29,923,25000,1,-22,-4,NOAH,XRAI_0.000000,0.2,10,5,5
5075,50,5,10,0,973,25000,1,-17,0,NOAH,XRAI_0.000000,0.2,10,5,5
5131,50,5,10,1,1329,25000,1,-14,0,NOAH,XRAI_0.000000,0.2,10,5,5
5287,50,5,10,2,1379,25000,1,-12,0,NOAH,XRAI_0.000000,0.2,10,5,5
5543,50,5,10,3,1244,25000,1,-13,0,NOAH,XRAI_0.000000,0.2,10,5,5
5899,50,5,10,4,1827,25000,1,-15,0,NOAH,XRAI_0.000000,0.2,10,5,5
6355,50,5,10,5,1427,25000,1,-14,0,NOAH,XRAI_0.000000,0.2,10,5,5
6911,50,5,10,6,1203,25000,1,-16,0,NOAH,XRAI_0.000000,0.2,10,5,5
7567,50,5,10,7,1232,25000,1,-17,0,NOAH,XRAI_0.000000,0.2,10,5,5
8323,50,5,10,8,1484,25000,1,-16,0,NOAH,XRAI_0.000000,0.2,10,5,5
9179,50,5,10,9,1231,25000,1,-13,0,NOAH,XRAI_0.000000,0.2,10,5,5
10135,50,5,10,10,1195,25000,1,-15,-1,NOAH,XRAI_0.000000,0.2,10,5,5
11191,50,5,10,11,902,25000,1,-14,0,NOAH,XRAI_0.000000,0.2,10,5,5
12347,50,5,10,12,1084,25000,1,-14,0,NOAH,XRAI_0.000000,0.2,10,5,5
13603,50,5,10,13,924,25000,1,-17,-1,NOAH,XRAI_0.000000,0.2,10,5,5
14959,50,5,10,14,1237,25000,1,-14,-1,NOAH,XRAI_0.000000,0.2,10,5,5
16415,50,5,10,15,1078,25000,1,-15,-1,NOAH,XRAI_0.000000,0.2,10,5,5
17971,50,5,10,16,1222,25000,1,-16,0,NOAH,XRAI_0.000000,0.2,10,5,5
19627,50,5,10,17,1357,25000,1,-17,-1,NOAH,XRAI_0.000000,0.2,10,5,5
21383,50,5,10,18,1072,25000,1,-16,0,NOAH,XRAI_0.000000,0.2,10,5,5
23239,50,5,10,19,1241,25000,1,-17,0,NOAH,XRAI_0.000000,0.2,10,5,5
25195,50,5,10,20,1125,25000,1,-17,0,NOAH,XRAI_0.000000,0.2,10,5,5
27251,50,5,10,21,920,25000,1,-17,0,NOAH,XRAI_0.000000,0.2,10,5,5
29407,50,5,10,22,1023,25000,1,-10,0,NOAH,XRAI_0.000000,0.2,10,5,5
31663,50,5,10,23,817,25000,1,-16,0,NOAH,XRAI_0.000000,0.2,10,5,5
34019,50,5,10,24,1220,25000,1,-17,0,NOAH,XRAI_0.000000,0.2,10,5,5
36475,50,5,10,25,1541,25000,1,-13,0,NOAH,XRAI_0.000000,0.2,10,5,5
39031,50,5,10,26,1273,25000,1,-21,-2,NOAH,XRAI_0.000000,0.2,10,5,5
41687,50,5,10,27,1083,25000,1,-14,0,NOAH,XRAI_0.000000,0.2,10,5,5
44443,50,5,10,28,913,25000,1,-18,0,NOAH,XRAI_0.000000,0.2,10,5,5
47299,50,5,10,29,901,25000,1,-13,0,NOAH,XRAI_0.000000,0.2,10,5,5
5150,50,10,10,0,1494,25000,1,-5,0,NOAH,XRAI_0.000000,0.2,10,5,5
5211,50,10,10,1,879,25000,1,-3,0,NOAH,XRAI_0.000000,0.2,10,5,5
5372,50,10,10,2,1538,25000,1,-3,0,NOAH,XRAI_0.000000,0.2,10,5,5
5633,50,10,10,3,1258,25000,1,-4,0,NOAH,XRAI_0.000000,0.2,10,5,5
5994,50,10,10,4,1316,25000,1,-6,0,NOAH,XRAI_0.000000,0.2,10,5,5
6455,50,10,10,5,1424,25000,1,-5,0,NOAH,XRAI_0.000000,0.2,10,5,5
7016,50,10,10,6,1082,25000,1,-8,0,NOAH,XRAI_0.000000,0.2,10,5,5
7677,50,10,10,7,1642,25000,1,-7,0,NOAH,XRAI_0.000000,0.2,10,5,5
8438,50,10,10,8,1454,25000,1,-3,0,NOAH,XRAI_0.000000,0.2,10,5,5
9299,50,10,10,9,933,25000,1,-8,0,NOAH,XRAI_0.000000,0.2,10,5,5
10260,50,10,10,10,1151,25000,1,-5,0,NOAH,XRAI_0.000000,0.2,10,5,5
11321,50,10,10,11,1279,25000,1,-4,0,NOAH,XRAI_0.000000,0.2,10,5,5
12482,50,10,10,12,1106,25000,1,-2,0,NOAH,XRAI_0.000000,0.2,10,5,5
13743,50,10,10,13,1098,25000,1,-4,0,NOAH,XRAI_0.000000,0.2,10,5,5
15104,50,10,10,14,1293,25000,1,-5,0,NOAH,XRAI_0.000000,0.2,10,5,5
16565,50,10,10,15,1874,25000,1,-2,0,NOAH,XRAI_0.000000,0.2,10,5,5
18126,50,10,10,16,1021,25000,1,-6,0,NOAH,XRAI_0.000000,0.2,10,5,5
19787,50,10,10,17,1071,25000,1,-7,0,NOAH,XRAI_0.000000,0.2,10,5,5
21548,50,10,10,18,1490,25000,1,-2,0,NOAH,XRAI_0.000000,0.2,10,5,5
23409,50,10,10,19,1984,25000,1,-4,0,NOAH,XRAI_0.000000,0.2,10,5,5
25370,50,10,10,20,1519,25000,1,-5,0,NOAH,XRAI_0.000000,0.2,10,5,5
27431,50,10,10,21,1379,25000,1,-2,0,NOAH,XRAI_0.000000,0.2,10,5,5
29592,50,10,10,22,997,25000,1,-5,0,NOAH,XRAI_0.000000,0.2,10,5,5
31853,50,10,10,23,1361,25000,1,-7,0,NOAH,XRAI_0.000000,0.2,10,5,5
34214,50,10,10,24,1509,25000,1,-3,0,NOAH,XRAI_0.000000,0.2,10,5,5
36675,50,10,10,25,1447,25000,1,-3,0,NOAH,XRAI_0.000000,0.2,10,5,5
39236,50,10,10,26,1054,25000,1,-9,0,NOAH,XRAI_0.000000,0.2,10,5,5
41897,50,10,10,27,891,25000,1,-3,0,NOAH,XRAI_0.000000,0.2,10,5,5
44658,50,10,10,28,1176,25000,1,-4,0,NOAH,XRAI_0.000000,0.2,10,5,5
47519,50,10,10,29,1106,25000,1,-2,0,NOAH,XRAI_0.000000,0.2,10,5,5
31301,50,1,25,0,11090,62500,1,-39,-25,NOAH,XRAI_0.000000,0.2,25,12,12
31353,50,1,25,1,20028,62500,1,-36,-22,NOAH,XRAI_0.000000,0.2,25,12,12
31505,50,1,25,2,16811,62500,1,-37,-25,NOAH,XRAI_0.000000,0.2,25,12,12
31757,50,1,25,3,62500,62500,0.998822,-37,-27,NOAH,XRAI_0.000000,0.2,25,12,12
32109,50,1,25,4,23675,62500,1,-37,-25,NOAH,XRAI_0.000000,0.2,25,12,12
32561,50,1,25,5,21091,62500,1,-40,-27,NOAH,XRAI_0.000000,0.2,25,12,12
33113,50,1,25,6,11707,62500,1,-37,-23,NOAH,XRAI_0.000000,0.2,25,12,12
33765,50,1,25,7,11005,62500,1,-37,-27,NOAH,XRAI_0.000000,0.2,25,12,12
34517,50,1,25,8,18338,62500,1,-37,-26,NOAH,XRAI_0.000000,0.2,25,12,12
35369,50,1,25,9,9638,62500,1,-38,-25,NOAH,XRAI_0.000000,0.2,25,12,12
36321,50,1,25,10,25454,62500,1,-35,-24,NOAH,XRAI_0.000000,0.2,25,12,12
37373,50,1,25,11,19456,62500,1,-36,-26,NOAH,XRAI_0.000000,0.2,25,12,12
38525,50,1,25,12,30526,62500,1,-36,-25,NOAH,XRAI_0.000000,0.2,25,12,12
39777,50,1,25,13,9557,62500,1,-38,-27,NOAH,XRAI_0.000000,0.2,25,12,12
41129,50,1,25,14,12771,62500,1,-39,-27,NOAH,XRAI_0.000000,0.2,25,12,12
42581,50,1,25,15,7121,62500,1,-39,-26,NOAH,XRAI_0.000000,0.2,25,12,12
44133,50,1,25,16,19466,62500,1,-36,-26,NOAH,XRAI_0.000000,0.2,25,12,12
45785,50,1,25,17,18017,62500,1,-38,-26,NOAH,XRAI_0.000000,0.2,25,12,12
47537,50,1,25,18,14889,62500,1,-36,-28,NOAH,XRAI_0.000000,0.2,25,12,12
49389,50,1,25,19,11225,62500,1,-37,-25,NOAH,XRAI_0.000000,0.2,25,12,12
51341,50,1,25,20,27698,62500,1,-36,-26,NOAH,XRAI_0.000000,0.2,25,12,12
53393,50,1,25,21,10662,62500,1,-38,-26,NOAH,XRAI_0.000000,0.2,25,12,12
55545,50,1,25,22,24718,62500,1,-37,-29,NOAH,XRAI_0.000000,0.2,25,12,12
57797,50,1,25,23,13662,62500,1,-36,-24,NOAH,XRAI_0.000000,0.2,25,12,12
60149,50,1,25,24,13925,62500,1,-38,-28,NOAH,XRAI_0.000000,0.2,25,12,12
62601,50,1,25,25,40834,62500,1,-36,-27,NOAH,XRAI_0.000000,0.2,25,12,12
65153,50,1,25,26,17198,62500,1,-38,-26,NOAH,XRAI_0.000000,0.2,25,12,12
67805,50,1,25,27,44843,62500,1,-32,-22,NOAH,XRAI_0.000000,0.2,25,12,12
70557,50,1,25,28,11761,62500,1,-39,-28,NOAH,XRAI_0.000000,0.2,25,12,12
73409,50,1,25,29,35694,62500,1,-37,-27,NOAH,XRAI_0.000000,0.2,25,12,12
31309,50,3,25,0,10603,62500,1,-19,-6,NOAH,XRAI_0.000000,0.2,25,12,12
31363,50,3,25,1,8702,62500,1,-21,-4,NOAH,XRAI_0.000000,0.2,25,12,12
31517,50,3,25,2,12548,62500,1,-22,-7,NOAH,XRAI_0.000000,0.2,25,12,12
31771,50,3,25,3,8575,62500,1,-19,-3,NOAH,XRAI_0.000000,0.2,25,12,12
32125,50,3,25,4,8496,62500,1,-19,-4,NOAH,XRAI_0.000000,0.2,25,12,12
32579,50,3,25,5,11494,62500,1,-20,-8,NOAH,XRAI_0.000000,0.2,25,12,12
33133,50,3,25,6,9130,62500,1,-21,-6,NOAH,XRAI_0.000000,0.2,25,12,12
33787,50,3,25,7,9030,62500,1,-21,-6,NOAH,XRAI_0.000000,0.2,25,12,12
34541,50,3,25,8,11206,62500,1,-21,-6,NOAH,XRAI_0.000000,0.2,25,12,12
35395,50,3,25,9,8694,62500,1,-23,-6,NOAH,XRAI_0.000000,0.2,25,12,12
36349,50,3,25,10,7612,62500,1,-21,-7,NOAH,XRAI_0.000000,0.2,25,12,12
37403,50,3,25,11,10591,62500,1,-23,-7,NOAH,XRAI_0.000000,0.2,25,12,12
38557,50,3,25,12,10266,62500,1,-21,-9,NOAH,XRAI_0.000000,0.2,25,12,12
39811,50,3,25,13,15785,62500,1,-19,-6,NOAH,XRAI_0.000000,0.2,25,12,12
41165,50,3,25,14,9480,62500,1,-16,-4,NOAH,XRAI_0.000000,0.2,25,12,12
42619,50,3,25,15,12928,62500,1,-17,-9,NOAH,XRAI_0.000000,0.2,25,12,12
44173,50,3,25,16,16326,62500,1,-18,-6,NOAH,XRAI_0.000000,0.2,25,12,12
45827,50,3,25,17,15507,62500,1,-17,-4,NOAH,XRAI_0.000000,0.2,25,12,12
47581,50,3,25,18,14392,62500,1,-18,-3,NOAH,XRAI_0.000000,0.2,25,12,12
49435,50,3,25,19,16858,62500,1,-21,-11,NOAH,XRAI_0.000000,0.2,25,12,12
51389,50,3,25,20,8550,62500,1,-18,-3,NOAH,XRAI_0.000000,0.2,25,12,12
53443,50,3,25,21,13208,62500,1,-21,-8,NOAH,XRAI_0.000000,0.2,25,12,12
55597,50,3,25,22,11559,62500,1,-20,-10,NOAH,XRAI_0.000000,0.2,25,12,12
57851,50,3,25,23,10160,62500,1,-20,-6,NOAH,XRAI_0.000000,0.2,25,12,12
60205,50,3,25,24,8934,62500,1,-21,-5,NOAH,XRAI_0.000000,0.2,25,12,12
62659,50,3,25,25,11102,62500,1,-21,-10,NOAH,XRAI_0.000000,0.2,25,12,12
65213,50,3,25,26,12007,62500,1,-24,-11,NOAH,XRAI_0.000000,0.2,25,12,12
67867,50,3,25,27,10782,62500,1,-22,-8,NOAH,XRAI_0.000000,0.2,25,12,12
70621,50,3,25,28,9151,62500,1,-21,-8,NOAH,XRAI_0.000000,0.2,25,12,12
73475,50,3,25,29,18066,62500,1,-20,-9,NOAH,XRAI_0.000000,0.2,25,12,12
31325,50,5,25,0,9650,62500,1,-9,0,NOAH,XRAI_0.000000,0.2,25,12,12
31381,50,5,25,1,6866,62500,1,-10,0,NOAH,XRAI_0.000000,0.2,25,12,12
31537,50,5,25,2,12061,62500,1,-10,0,NOAH,XRAI_0.000000,0.2,25,12,12
31793,50,5,25,3,14090,62500,1,-13,0,NOAH,XRAI_0.000000,0.2,25,12,12
32149,50,5,25,4,6965,62500,1,-12,0,NOAH,XRAI_0.000000,0.2,25,12,12
32605,50,5,25,5,7248,62500,1,-11,0,NOAH,XRAI_0.000000,0.2,25,12,12
33161,50,5,25,6,10174,62500,1,-12,0,NOAH,XRAI_0.000000,0.2,25,12,12
33817,50,5,25,7,11693,62500,1,-6,0,NOAH,XRAI_0.000000,0.2,25,12,12
34573,50,5,25,8,8271,62500,1,-10,0,NOAH,XRAI_0.000000,0.2,25,12,12
35429,50,5,25,9,8745,62500,1,-13,0,NOAH,XRAI_0.000000,0.2,25,12,12
36385,50,5,25,10,11063,62500,1,-8,0,NOAH,XRAI_0.000000,0.2,25,12,12
37441,50,5,25,11,7461,62500,1,-9,0,NOAH,XRAI_0.000000,0.2,25,12,12
38597,50,5,25,12,8616,62500,1,-11,0,NOAH,XRAI_0.000000,0.2,25,12,12
39853,50,5,25,13,9831,62500,1,-8,0,NOAH,XRAI_0.000000,0.2,25,12,12
41209,50,5,25,14,13206,62500,1,-10,0,NOAH,XRAI_0.000000,0.2,25,12,12
42665,50,5,25,15,9609,62500,1,-10,0,NOAH,XRAI_0.000000,0.2,25,12,12
44221,50,5,25,16,8917,62500,1,-11,0,NOAH,XRAI_0.000000,0.2,25,12,12
45877,50,5,25,17,7988,62500,1,-8,0,NOAH,XRAI_0.000000,0.2,25,12,12
47633,50,5,25,18,16971,62500,1,-7,0,NOAH,XRAI_0.000000,0.2,25,12,12
49489,50,5,25,19,6907,62500,1,-15,-2,NOAH,XRAI_0.000000,0.2,25,12,12
51445,50,5,25,20,12122,62500,1,-10,0,NOAH,XRAI_0.000000,0.2,25,12,12
53501,50,5,25,21,9181,62500,1,-11,0,NOAH,XRAI_0.000000,0.2,25,12,12
55657,50,5,25,22,7819,62500,1,-8,0,NOAH,XRAI_0.000000,0.2,25,12,12
57913,50,5,25,23,7615,62500,1,-12,0,NOAH,XRAI_0.000000,0.2,25,12,12
60269,50,5,25,24,9572,62500,1,-10,0,NOAH,XRAI_0.000000,0.2,25,12,12
62725,50,5,25,25,6659,62500,1,-10,0,NOAH,XRAI_0.000000,0.2,25,12,12
65281,50,5,25,26,9090,62500,1,-9,0,NOAH,XRAI_0.000000,0.2,25,12,12
67937,50,5,25,27,8188,62500,1,-14,0,NOAH,XRAI_0.000000,0.2,25,12,12
70693,50,5,25,28,9042,62500,1,-13,0,NOAH,XRAI_0.000000,0.2,25,12,12
73549,50,5,25,29,11916,62500,1,-11,-1,NOAH,XRAI_0.000000,0.2,25,12,12
31400,50,10,25,0,6733,62500,1,-1,0,NOAH,XRAI_0.000000,0.2,25,12,12
31461,50,10,25,1,8426,62500,1,-1,0,NOAH,XRAI_0.000000,0.2,25,12,12
31622,50,10,25,2,9793,62500,1,-2,0,NOAH,XRAI_0.000000,0.2,25,12,12
31883,50,10,25,3,8041,62500,1,-2,0,NOAH,XRAI_0.000000,0.2,25,12,12
32244,50,10,25,4,6947,62500,1,-4,0,NOAH,XRAI_0.000000,0.2,25,12,12
32705,50,10,25,5,7309,62500,1,0,0,NOAH,XRAI_0.000000,0.2,25,12,12
33266,50,10,25,6,6105,62500,1,-1,0,NOAH,XRAI_0.000000,0.2,25,12,12
33927,50,10,25,7,6113,62500,1,0,0,NOAH,XRAI_0.000000,0.2,25,12,12
34688,50,10,25,8,8843,62500,1,-2,0,NOAH,XRAI_0.000000,0.2,25,12,12
35549,50,10,25,9,8684,62500,1,-1,0,NOAH,XRAI_0.000000,0.2,25,12,12
36510,50,10,25,10,10297,62500,1,0,0,NOAH,XRAI_0.000000,0.2,25,12,12
37571,50,10,25,11,10864,62500,1,-1,0,NOAH,XRAI_0.000000,0.2,25,12,12
38732,50,10,25,12,6184,62500,1,-3,0,NOAH,XRAI_0.000000,0.2,25,12,12
39993,50,10,25,13,7180,62500,1,-2,0,NOAH,XRAI_0.000000,0.2,25,12,12
41354,50,10,25,14,9272,62500,1,-1,0,NOAH,XRAI_0.000000,0.2,25,12,12
42815,50,10,25,15,6883,62500,1,-2,0,NOAH,XRAI_0.000000,0.2,25,12,12
44376,50,10,25,16,9229,62500,1,-1,0,NOAH,XRAI_0.000000,0.2,25,12,12
46037,50,10,25,17,6387,62500,1,-5,0,NOAH,XRAI_0.000000,0.2,25,12,12
47798,50,10,25,18,7065,62500,1,-2,0,NOAH,XRAI_0.000000,0.2,25,12,12
49659,50,10,25,19,6191,62500,1,-1,0,NOAH,XRAI_0.000000,0.2,25,12,12
51620,50,10,25,20,8839,62500,1,-2,0,NOAH,XRAI_0.000000,0.2,25,12,12
53681,50,10,25,21,6296,62500,1,-2,0,NOAH,XRAI_0.000000,0.2,25,12,12
55842,50,10,25,22,11535,62500,1,-1,0,NOAH,XRAI_0.000000,0.2,25,12,12
58103,50,10,25,23,8330,62500,1,0,0,NOAH,XRAI_0.000000,0.2,25,12,12
60464,50,10,25,24,7733,62500,1,-2,0,NOAH,XRAI_0.000000,0.2,25,12,12
62925,50,10,25,25,8499,62500,1,0,0,NOAH,XRAI_0.000000,0.2,25,12,12
65486,50,10,25,26,5570,62500,1,-3,0,NOAH,XRAI_0.000000,0.2,25,12,12
68147,50,10,25,27,8330,62500,1,0,0,NOAH,XRAI_0.000000,0.2,25,12,12
70908,50,10,25,28,8802,62500,1,0,0,NOAH,XRAI_0.000000,0.2,25,12,12
73769,50,10,25,29,8155,62500,1,-1,0,NOAH,XRAI_0.000000,0.2,25,12,12
125051,50,1,50,0,125000,125000,0.989296,-34,-26,NOAH,XRAI_0.000000,0.2,50,25,25
125103,50,1,50,1,125000,125000,0.987185,-35,-27,NOAH,XRAI_0.000000,0.2,50,25,25
125255,50,1,50,2,125000,125000,0.983272,-34,-25,NOAH,XRAI_0.000000,0.2,50,25,25
125507,50,1,50,3,125000,125000,0.987853,-33,-24,NOAH,XRAI_0.000000,0.2,50,25,25
125859,50,1,50,4,125000,125000,0.989537,-35,-26,NOAH,XRAI_0.000000,0.2,50,25,25
126311,50,1,50,5,125000,125000,0.984021,-33,-27,NOAH,XRAI_0.000000,0.2,50,25,25
126863,50,1,50,6,125000,125000,0.981784,-32,-26,NOAH,XRAI_0.000000,0.2,50,25,25
127515,50,1,50,7,125000,125000,0.988663,-35,-25,NOAH,XRAI_0.000000,0.2,50,25,25
128267,50,1,50,8,125000,125000,0.992353,-34,-23,NOAH,XRAI_0.000000,0.2,50,25,25
129119,50,1,50,9,125000,125000,0.99157,-37,-29,NOAH,XRAI_0.000000,0.2,50,25,25
130071,50,1,50,10,125000,125000,0.990762,-34,-24,NOAH,XRAI_0.000000,0.2,50,25,25
131123,50,1,50,11,125000,125000,0.989635,-33,-22,NOAH,XRAI_0.000000,0.2,50,25,25
132275,50,1,50,12,125000,125000,0.990929,-34,-24,NOAH,XRAI_0.000000,0.2,50,25,25
133527,50,1,50,13,125000,125000,0.989233,-35,-28,NOAH,XRAI_0.000000,0.2,50,25,25
134879,50,1,50,14,125000,125000,0.989901,-33,-24,NOAH,XRAI_0.000000,0.2,50,25,25
136331,50,1,50,15,125000,125000,0.987292,-32,-24,NOAH,XRAI_0.000000,0.2,50,25,25
137883,50,1,50,16,125000,125000,0.99049,-34,-26,NOAH,XRAI_0.000000,0.2,50,25,25
139535,50,1,50,17,125000,125000,0.982028,-33,-26,NOAH,XRAI_0.000000,0.2,50,25,25
141287,50,1,50,18,125000,125000,0.980521,-34,-27,NOAH,XRAI_0.000000,0.2,50,25,25
143139,50,1,50,19,125000,125000,0.989488,-36,-26,NOAH,XRAI_0.000000,0.2,50,25,25
145091,50,1,50,20,125000,125000,0.987265,-35,-27,NOAH,XRAI_0.000000,0.2,50,25,25
147143,50,1,50,21,125000,125000,0.992353,-35,-25,NOAH,XRAI_0.000000,0.2,50,25,25
149295,50,1,50,22,125000,125000,0.9898,-34,-28,NOAH,XRAI_0.000000,0.2,50,25,25
151547,50,1,50,23,125000,125000,0.990105,-33,-23,NOAH,XRAI_0.000000,0.2,50,25,25
153899,50,1,50,24,125000,125000,0.990911,-35,-26,NOAH,XRAI_0.000000,0.2,50,25,25
156351,50,1,50,25,125000,125000,0.982247,-35,-28,NOAH,XRAI_0.000000,0.2,50,25,25
158903,50,1,50,26,125000,125000,0.992199,-36,-25,NOAH,XRAI_0.000000,0.2,50,25,25
161555,50,1,50,27,125000,125000,0.992556,-34,-23,NOAH,XRAI_0.000000,0.2,50,25,25
164307,50,1,50,28,125000,125000,0.977237,-33,-27,NOAH,XRAI_0.000000,0.2,50,25,25
167159,50,1,50,29,125000,125000,0.991858,-37,-27,NOAH,XRAI_0.000000,0.2,50,25,25
125059,50,3,50,0,125000,125000,0.990508,-15,-6,NOAH,XRAI_0.000000,0.2,50,25,25
125113,50,3,50,1,125000,125000,0.99356,-18,-5,NOAH,XRAI_0.000000,0.2,50,25,25
125267,50,3,50,2,125000,125000,0.992717,-14,-5,NOAH,XRAI_0.000000,0.2,50,25,25
125521,50,3,50,3,125000,125000,0.99356,-20,-9,NOAH,XRAI_0.000000,0.2,50,25,25
125875,50,3,50,4,125000,125000,0.992353,-17,-8,NOAH,XRAI_0.000000,0.2,50,25,25
126329,50,3,50,5,125000,125000,0.993352,-17,-6,NOAH,XRAI_0.000000,0.2,50,25,25
126883,50,3,50,6,125000,125000,0.9898,-16,-8,NOAH,XRAI_0.000000,0.2,50,25,25
127537,50,3,50,7,125000,125000,0.990472,-15,-8,NOAH,XRAI_0.000000,0.2,50,25,25
128291,50,3,50,8,125000,125000,0.99155,-17,-8,NOAH,XRAI_0.000000,0.2,50,25,25
129145,50,3,50,9,125000,125000,0.992155,-16,-6,NOAH,XRAI_0.000000,0.2,50,25,25
130099,50,3,50,10,125000,125000,0.991119,-18,-11,NOAH,XRAI_0.000000,0.2,50,25,25
131153,50,3,50,11,125000,125000,0.992465,-15,-5,NOAH,XRAI_0.000000,0.2,50,25,25
132307,50,3,50,12,125000,125000,0.992717,-18,-8,NOAH,XRAI_0.000000,0.2,50,25,25
133561,50,3,50,13,125000,125000,0.991631,-15,-6,NOAH,XRAI_0.000000,0.2,50,25,25
134915,50,3,50,14,125000,125000,0.991119,-16,-7,NOAH,XRAI_0.000000,0.2,50,25,25
136369,50,3,50,15,125000,125000,0.992199,-18,-9,NOAH,XRAI_0.000000,0.2,50,25,25
137923,50,3,50,16,125000,125000,0.990967,-15,-7,NOAH,XRAI_0.000000,0.2,50,25,25
139577,50,3,50,17,125000,125000,0.99145,-17,-7,NOAH,XRAI_0.000000,0.2,50,25,25
141331,50,3,50,18,125000,125000,0.993639,-20,-9,NOAH,XRAI_0.000000,0.2,50,25,25
143185,50,3,50,19,125000,125000,0.99155,-17,-11,NOAH,XRAI_0.000000,0.2,50,25,25
145139,50,3,50,20,125000,125000,0.991411,-12,-3,NOAH,XRAI_0.000000,0.2,50,25,25
147193,50,3,50,21,125000,125000,0.991631,-17,-6,NOAH,XRAI_0.000000,0.2,50,25,25
149347,50,3,50,22,125000,125000,0.993275,-20,-9,NOAH,XRAI_0.000000,0.2,50,25,25
151601,50,3,50,23,125000,125000,0.993403,-21,-9,NOAH,XRAI_0.000000,0.2,50,25,25
153955,50,3,50,24,125000,125000,0.993052,-20,-12,NOAH,XRAI_0.000000,0.2,50,25,25
156409,50,3,50,25,125000,125000,0.993052,-15,-4,NOAH,XRAI_0.000000,0.2,50,25,25
158963,50,3,50,26,125000,125000,0.99192,-16,-4,NOAH,XRAI_0.000000,0.2,50,25,25
501,100,1,2,0,126,20000,1,-92,-67,NOAH,XRAI_0.250000,1,2,1,1
603,100,1,2,1,126,20000,1,-91,-66,NOAH,XRAI_0.250000,1,2,1,1
905,100,1,2,2,147,20000,1,-94,-69,NOAH,XRAI_0.250000,1,2,1,1
1407,100,1,2,3,207,20000,1,-92,-70,NOAH,XRAI_0.250000,1,2,1,1
2109,100,1,2,4,121,20000,1,-91,-67,NOAH,XRAI_0.250000,1,2,1,1
3011,100,1,2,5,132,20000,1,-91,-66,NOAH,XRAI_0.250000,1,2,1,1
4113,100,1,2,6,0,20000,1,-94,-67,NOAH,XRAI_0.250000,1,2,1,1
5415,100,1,2,7,110,20000,1,-92,-69,NOAH,XRAI_0.250000,1,2,1,1
6917,100,1,2,8,209,20000,1,-93,-68,NOAH,XRAI_0.250000,1,2,1,1
8619,100,1,2,9,147,20000,1,-90,-64,NOAH,XRAI_0.250000,1,2,1,1
10521,100,1,2,10,153,20000,1,-93,-69,NOAH,XRAI_0.250000,1,2,1,1
12623,100,1,2,11,0,20000,1,-91,-68,NOAH,XRAI_0.250000,1,2,1,1
