seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,alpha,algorithm,mutation
22223,100,1,10,11,1209,100000,1,-93,-68,1,Mu1-const,XRAI_0.250000
24525,100,1,10,12,1390,100000,1,-90,-68,1,Mu1-const,XRAI_0.250000
27027,100,1,10,13,1864,100000,1,-91,-66,1,Mu1-const,XRAI_0.250000
29729,100,1,10,14,1678,100000,1,-88,-70,1,Mu1-const,XRAI_0.250000
32631,100,1,10,15,1304,100000,1,-91,-69,1,Mu1-const,XRAI_0.250000
35733,100,1,10,16,1369,100000,1,-90,-67,1,Mu1-const,XRAI_0.250000
39035,100,1,10,17,1932,100000,1,-91,-67,1,Mu1-const,XRAI_0.250000
42537,100,1,10,18,1636,100000,1,-92,-67,1,Mu1-const,XRAI_0.250000
46239,100,1,10,19,2107,100000,1,-93,-71,1,Mu1-const,XRAI_0.250000
50141,100,1,10,20,1395,100000,1,-90,-69,1,Mu1-const,XRAI_0.250000
54243,100,1,10,21,1759,100000,1,-91,-68,1,Mu1-const,XRAI_0.250000
58545,100,1,10,22,1853,100000,1,-90,-70,1,Mu1-const,XRAI_0.250000
63047,100,1,10,23,1678,100000,1,-89,-67,1,Mu1-const,XRAI_0.250000
67749,100,1,10,24,1636,100000,1,-91,-68,1,Mu1-const,XRAI_0.250000
72651,100,1,10,25,1452,100000,1,-86,-67,1,Mu1-const,XRAI_0.250000
77753,100,1,10,26,1752,100000,1,-90,-66,1,Mu1-const,XRAI_0.250000
83055,100,1,10,27,1297,100000,1,-90,-69,1,Mu1-const,XRAI_0.250000
88557,100,1,10,28,1934,100000,1,-91,-71,1,Mu1-const,XRAI_0.250000
94259,100,1,10,29,1741,100000,1,-87,-70,1,Mu1-const,XRAI_0.250000
10109,100,3,10,0,2725,100000,1,-78,-41,1,Mu1-const,XRAI_0.250000
10213,100,3,10,1,4292,100000,1,-64,-33,1,Mu1-const,XRAI_0.250000
10517,100,3,10,2,4371,100000,1,-71,-36,1,Mu1-const,XRAI_0.250000
11021,100,3,10,3,6186,100000,1,-63,-32,1,Mu1-const,XRAI_0.250000
11725,100,3,10,4,4555,100000,1,-69,-35,1,Mu1-const,XRAI_0.250000
12629,100,3,10,5,2196,100000,1,-70,-38,1,Mu1-const,XRAI_0.250000
13733,100,3,10,6,4392,100000,1,-66,-34,1,Mu1-const,XRAI_0.250000
15037,100,3,10,7,2861,100000,1,-70,-37,1,Mu1-const,XRAI_0.250000
16541,100,3,10,8,2255,100000,1,-79,-41,1,Mu1-const,XRAI_0.250000
18245,100,3,10,9,2301,100000,1,-77,-40,1,Mu1-const,XRAI_0.250000
20149,100,3,10,10,6327,100000,1,-62,-31,1,Mu1-const,XRAI_0.250000
22253,100,3,10,11,1753,100000,1,-72,-38,1,Mu1-const,XRAI_0.250000
24557,100,3,10,12,1996,100000,1,-76,-40,1,Mu1-const,XRAI_0.250000
27061,100,3,10,13,2008,100000,1,-76,-40,1,Mu1-const,XRAI_0.250000
29765,100,3,10,14,3082,100000,1,-68,-35,1,Mu1-const,XRAI_0.250000
32669,100,3,10,15,3476,100000,1,-70,-36,1,Mu1-const,XRAI_0.250000
35773,100,3,10,16,1976,100000,1,-72,-37,1,Mu1-const,XRAI_0.250000
39077,100,3,10,17,1697,100000,1,-78,-42,1,Mu1-const,XRAI_0.250000
42581,100,3,10,18,1971,100000,1,-77,-41,1,Mu1-const,XRAI_0.250000
46285,100,3,10,19,1910,100000,1,-72,-40,1,Mu1-const,XRAI_0.250000
50189,100,3,10,20,2547,100000,1,-75,-38,1,Mu1-const,XRAI_0.250000
54293,100,3,10,21,2454,100000,1,-71,-37,1,Mu1-const,XRAI_0.250000
58597,100,3,10,22,2711,100000,1,-68,-36,1,Mu1-const,XRAI_0.250000
63101,100,3,10,23,2370,100000,1,-74,-39,1,Mu1-const,XRAI_0.250000
67805,100,3,10,24,2447,100000,1,-71,-37,1,Mu1-const,XRAI_0.250000
72709,100,3,10,25,3021,100000,1,-66,-34,1,Mu1-const,XRAI_0.250000
77813,100,3,10,26,3460,100000,1,-66,-35,1,Mu1-const,XRAI_0.250000
83117,100,3,10,27,5755,100000,1,-64,-32,1,Mu1-const,XRAI_0.250000
88621,100,3,10,28,1740,100000,1,-75,-38,1,Mu1-const,XRAI_0.250000
94325,100,3,10,29,7932,100000,1,-65,-33,1,Mu1-const,XRAI_0.250000
10125,100,5,10,0,19592,100000,1,-42,-21,1,Mu1-const,XRAI_0.250000
10231,100,5,10,1,19351,100000,1,-36,-18,1,Mu1-const,XRAI_0.250000
10537,100,5,10,2,27569,100000,1,-38,-19,1,Mu1-const,XRAI_0.250000
11043,100,5,10,3,54307,100000,1,-30,-15,1,Mu1-const,XRAI_0.250000
11749,100,5,10,4,22453,100000,1,-48,-24,1,Mu1-const,XRAI_0.250000
12655,100,5,10,5,18232,100000,1,-41,-21,1,Mu1-const,XRAI_0.250000
13761,100,5,10,6,23501,100000,1,-42,-21,1,Mu1-const,XRAI_0.250000
15067,100,5,10,7,45871,100000,1,-32,-16,1,Mu1-const,XRAI_0.250000
16573,100,5,10,8,13528,100000,1,-42,-21,1,Mu1-const,XRAI_0.250000
18279,100,5,10,9,18987,100000,1,-44,-22,1,Mu1-const,XRAI_0.250000
20185,100,5,10,10,18273,100000,1,-36,-18,1,Mu1-const,XRAI_0.250000
22291,100,5,10,11,24923,100000,1,-44,-22,1,Mu1-const,XRAI_0.250000
24597,100,5,10,12,24019,100000,1,-42,-21,1,Mu1-const,XRAI_0.250000
27103,100,5,10,13,29409,100000,1,-34,-17,1,Mu1-const,XRAI_0.250000
29809,100,5,10,14,24627,100000,1,-40,-20,1,Mu1-const,XRAI_0.250000
32715,100,5,10,15,9123,100000,1,-41,-21,1,Mu1-const,XRAI_0.250000
35821,100,5,10,16,16866,100000,1,-39,-20,1,Mu1-const,XRAI_0.250000
39127,100,5,10,17,19361,100000,1,-38,-19,1,Mu1-const,XRAI_0.250000
42633,100,5,10,18,54608,100000,1,-30,-15,1,Mu1-const,XRAI_0.250000
46339,100,5,10,19,29872,100000,1,-37,-19,1,Mu1-const,XRAI_0.250000
50245,100,5,10,20,19349,100000,1,-35,-18,1,Mu1-const,XRAI_0.250000
54351,100,5,10,21,58970,100000,1,-26,-13,1,Mu1-const,XRAI_0.250000
58657,100,5,10,22,22498,100000,1,-36,-18,1,Mu1-const,XRAI_0.250000
63163,100,5,10,23,100000,100000,0.997392,-16,-8,1,Mu1-const,XRAI_0.250000
67869,100,5,10,24,37755,100000,1,-32,-16,1,Mu1-const,XRAI_0.250000
72775,100,5,10,25,19777,100000,1,-39,-20,1,Mu1-const,XRAI_0.250000
77881,100,5,10,26,12263,100000,1,-44,-22,1,Mu1-const,XRAI_0.250000
83187,100,5,10,27,23347,100000,1,-37,-19,1,Mu1-const,XRAI_0.250000
88693,100,5,10,28,17169,100000,1,-42,-21,1,Mu1-const,XRAI_0.250000
94399,100,5,10,29,9146,100000,1,-46,-23,1,Mu1-const,XRAI_0.250000
10200,100,10,10,0,100000,100000,0.996988,0,0,1,Mu1-const,XRAI_0.250000
10311,100,10,10,1,100000,100000,0.997392,0,0,1,Mu1-const,XRAI_0.250000
10622,100,10,10,2,58075,100000,1,0,0,1,Mu1-const,XRAI_0.250000
11133,100,10,10,3,80255,100000,1,0,0,1,Mu1-const,XRAI_0.250000
11844,100,10,10,4,53253,100000,1,0,0,1,Mu1-const,XRAI_0.250000
12755,100,10,10,5,91873,100000,1,0,0,1,Mu1-const,XRAI_0.250000
13866,100,10,10,6,57887,100000,1,0,0,1,Mu1-const,XRAI_0.250000
15177,100,10,10,7,100000,100000,0.990358,0,0,1,Mu1-const,XRAI_0.250000
16688,100,10,10,8,58422,100000,1,0,0,1,Mu1-const,XRAI_0.250000
18399,100,10,10,9,100000,100000,0.996988,-6,-3,1,Mu1-const,XRAI_0.250000
20310,100,10,10,10,100000,100000,0.998494,0,0,1,Mu1-const,XRAI_0.250000
22421,100,10,10,11,35248,100000,1,0,0,1,Mu1-const,XRAI_0.250000
24732,100,10,10,12,48597,100000,1,0,0,1,Mu1-const,XRAI_0.250000
27243,100,10,10,13,100000,100000,0.982505,0,0,1,Mu1-const,XRAI_0.250000
29954,100,10,10,14,100000,100000,0.982505,0,0,1,Mu1-const,XRAI_0.250000
32865,100,10,10,15,28834,100000,1,0,0,1,Mu1-const,XRAI_0.250000
35976,100,10,10,16,50815,100000,1,-6,-3,1,Mu1-const,XRAI_0.250000
39287,100,10,10,17,57490,100000,1,0,0,1,Mu1-const,XRAI_0.250000
42798,100,10,10,18,100000,100000,0.998494,0,0,1,Mu1-const,XRAI_0.250000
46509,100,10,10,19,100000,100000,0.990841,0,0,1,Mu1-const,XRAI_0.250000
50420,100,10,10,20,100000,100000,0.977015,0,0,1,Mu1-const,XRAI_0.250000
54531,100,10,10,21,100000,100000,0.994168,0,0,1,Mu1-const,XRAI_0.250000
58842,100,10,10,22,36282,100000,1,0,0,1,Mu1-const,XRAI_0.250000
63353,100,10,10,23,47423,100000,1,0,0,1,Mu1-const,XRAI_0.250000
68064,100,10,10,24,100000,100000,0.998494,0,0,1,Mu1-const,XRAI_0.250000
72975,100,10,10,25,100000,100000,0.993266,0,0,1,Mu1-const,XRAI_0.250000
78086,100,10,10,26,29311,100000,1,0,0,1,Mu1-const,XRAI_0.250000
83397,100,10,10,27,73593,100000,1,0,0,1,Mu1-const,XRAI_0.250000
88908,100,10,10,28,43261,100000,1,0,0,1,Mu1-const,XRAI_0.250000
94619,100,10,10,29,38438,100000,1,0,0,1,Mu1-const,XRAI_0.250000
62601,100,1,25,0,6114,250000,1,-91,-71,1,Mu1-const,XRAI_0.250000
62703,100,1,25,1,12932,250000,1,-91,-69,1,Mu1-const,XRAI_0.250000
63005,100,1,25,2,7701,250000,1,-92,-70,1,Mu1-const,XRAI_0.250000
63507,100,1,25,3,7059,250000,1,-91,-69,1,Mu1-const,XRAI_0.250000
64209,100,1,25,4,8684,250000,1,-92,-68,1,Mu1-const,XRAI_0.250000
65111,100,1,25,5,6358,250000,1,-91,-68,1,Mu1-const,XRAI_0.250000
66213,100,1,25,6,7905,250000,1,-91,-71,1,Mu1-const,XRAI_0.250000
67515,100,1,25,7,7686,250000,1,-90,-67,1,Mu1-const,XRAI_0.250000
69017,100,1,25,8,7921,250000,1,-91,-67,1,Mu1-const,XRAI_0.250000
70719,100,1,25,9,8447,250000,1,-91,-66,1,Mu1-const,XRAI_0.250000
72621,100,1,25,10,8349,250000,1,-90,-69,1,Mu1-const,XRAI_0.250000
74723,100,1,25,11,6749,250000,1,-91,-69,1,Mu1-const,XRAI_0.250000
77025,100,1,25,12,7238,250000,1,-91,-67,1,Mu1-const,XRAI_0.250000
79527,100,1,25,13,8064,250000,1,-91,-66,1,Mu1-const,XRAI_0.250000
82229,100,1,25,14,8739,250000,1,-91,-67,1,Mu1-const,XRAI_0.250000
85131,100,1,25,15,8123,250000,1,-91,-70,1,Mu1-const,XRAI_0.250000
88233,100,1,25,16,9274,250000,1,-89,-68,1,Mu1-const,XRAI_0.250000
91535,100,1,25,17,7020,250000,1,-92,-66,1,Mu1-const,XRAI_0.250000
95037,100,1,25,18,9445,250000,1,-90,-65,1,Mu1-const,XRAI_0.250000
98739,100,1,25,19,6182,250000,1,-91,-71,1,Mu1-const,XRAI_0.250000
102641,100,1,25,20,9194,250000,1,-88,-70,1,Mu1-const,XRAI_0.250000
106743,100,1,25,21,7688,250000,1,-92,-72,1,Mu1-const,XRAI_0.250000
111045,100,1,25,22,8465,250000,1,-92,-69,1,Mu1-const,XRAI_0.250000
115547,100,1,25,23,7104,250000,1,-90,-66,1,Mu1-const,XRAI_0.250000
120249,100,1,25,24,7825,250000,1,-90,-66,1,Mu1-const,XRAI_0.250000
125151,100,1,25,25,8836,250000,1,-90,-67,1,Mu1-const,XRAI_0.250000
130253,100,1,25,26,8088,250000,1,-91,-66,1,Mu1-const,XRAI_0.250000
135555,100,1,25,27,8922,250000,1,-92,-73,1,Mu1-const,XRAI_0.250000
141057,100,1,25,28,7604,250000,1,-91,-65,1,Mu1-const,XRAI_0.250000
146759,100,1,25,29,10714,250000,1,-90,-67,1,Mu1-const,XRAI_0.250000
62609,100,3,25,0,10196,250000,1,-73,-38,1,Mu1-const,XRAI_0.250000
62713,100,3,25,1,9783,250000,1,-72,-38,1,Mu1-const,XRAI_0.250000
63017,100,3,25,2,24275,250000,1,-70,-36,1,Mu1-const,XRAI_0.250000
63521,100,3,25,3,48449,250000,1,-61,-31,1,Mu1-const,XRAI_0.250000
64225,100,3,25,4,35881,250000,1,-61,-32,1,Mu1-const,XRAI_0.250000
65129,100,3,25,5,12717,250000,1,-68,-35,1,Mu1-const,XRAI_0.250000
66233,100,3,25,6,18810,250000,1,-67,-35,1,Mu1-const,XRAI_0.250000
67537,100,3,25,7,12986,250000,1,-70,-36,1,Mu1-const,XRAI_0.250000
69041,100,3,25,8,22595,250000,1,-68,-35,1,Mu1-const,XRAI_0.250000
70745,100,3,25,9,13646,250000,1,-70,-36,1,Mu1-const,XRAI_0.250000
72649,100,3,25,10,8445,250000,1,-71,-38,1,Mu1-const,XRAI_0.250000
74753,100,3,25,11,32148,250000,1,-65,-33,1,Mu1-const,XRAI_0.250000
77057,100,3,25,12,12535,250000,1,-71,-37,1,Mu1-const,XRAI_0.250000
79561,100,3,25,13,17414,250000,1,-68,-35,1,Mu1-const,XRAI_0.250000
82265,100,3,25,14,16596,250000,1,-70,-36,1,Mu1-const,XRAI_0.250000
85169,100,3,25,15,18705,250000,1,-66,-34,1,Mu1-const,XRAI_0.250000
88273,100,3,25,16,9608,250000,1,-71,-38,1,Mu1-const,XRAI_0.250000
91577,100,3,25,17,9905,250000,1,-72,-38,1,Mu1-const,XRAI_0.250000
95081,100,3,25,18,10376,250000,1,-77,-40,1,Mu1-const,XRAI_0.250000
98785,100,3,25,19,16467,250000,1,-67,-35,1,Mu1-const,XRAI_0.250000
102689,100,3,25,20,53042,250000,1,-59,-30,1,Mu1-const,XRAI_0.250000
106793,100,3,25,21,17056,250000,1,-71,-37,1,Mu1-const,XRAI_0.250000
111097,100,3,25,22,7203,250000,1,-79,-43,1,Mu1-const,XRAI_0.250000
115601,100,3,25,23,8353,250000,1,-77,-40,1,Mu1-const,XRAI_0.250000
120305,100,3,25,24,15761,250000,1,-66,-34,1,Mu1-const,XRAI_0.250000
125209,100,3,25,25,16341,250000,1,-68,-35,1,Mu1-const,XRAI_0.250000
130313,100,3,25,26,8094,250000,1,-73,-39,1,Mu1-const,XRAI_0.250000
135617,100,3,25,27,18447,250000,1,-68,-35,1,Mu1-const,XRAI_0.250000
141121,100,3,25,28,10557,250000,1,-77,-41,1,Mu1-const,XRAI_0.250000
146825,100,3,25,29,53897,250000,1,-60,-31,1,Mu1-const,XRAI_0.250000
62625,100,5,25,0,250000,250000,0.998156,-30,-15,1,Mu1-const,XRAI_0.250000
62731,100,5,25,1,148303,250000,1,-38,-19,1,Mu1-const,XRAI_0.250000
63037,100,5,25,2,250000,250000,0.999417,-35,-18,1,Mu1-const,XRAI_0.250000
63543,100,5,25,3,250000,250000,0.999417,-34,-17,1,Mu1-const,XRAI_0.250000
64249,100,5,25,4,76708,250000,1,-41,-21,1,Mu1-const,XRAI_0.250000
65155,100,5,25,5,250000,250000,0.997595,-26,-13,1,Mu1-const,XRAI_0.250000
66261,100,5,25,6,132587,250000,1,-40,-21,1,Mu1-const,XRAI_0.250000
67567,100,5,25,7,250000,250000,0.995636,-24,-12,1,Mu1-const,XRAI_0.250000
69073,100,5,25,8,250000,250000,0.999175,-36,-18,1,Mu1-const,XRAI_0.250000
70779,100,5,25,9,250000,250000,0.992554,-26,-13,1,Mu1-const,XRAI_0.250000
72685,100,5,25,10,114419,250000,1,-41,-21,1,Mu1-const,XRAI_0.250000
74791,100,5,25,11,250000,250000,0.999417,-33,-17,1,Mu1-const,XRAI_0.250000
77097,100,5,25,12,250000,250000,0.996088,-27,-14,1,Mu1-const,XRAI_0.250000
79603,100,5,25,13,122271,250000,1,-37,-19,1,Mu1-const,XRAI_0.250000
82309,100,5,25,14,98787,250000,1,-41,-21,1,Mu1-const,XRAI_0.250000
85215,100,5,25,15,250000,250000,0.998572,-28,-14,1,Mu1-const,XRAI_0.250000
88321,100,5,25,16,250000,250000,0.998572,-29,-15,1,Mu1-const,XRAI_0.250000
91627,100,5,25,17,130100,250000,1,-39,-20,1,Mu1-const,XRAI_0.250000
95133,100,5,25,18,154863,250000,1,-39,-20,1,Mu1-const,XRAI_0.250000
98839,100,5,25,19,250000,250000,0.998834,-30,-15,1,Mu1-const,XRAI_0.250000
102745,100,5,25,20,250000,250000,0.99899,-30,-15,1,Mu1-const,XRAI_0.250000
106851,100,5,25,21,250000,250000,0.999417,-36,-18,1,Mu1-const,XRAI_0.250000
111157,100,5,25,22,250000,250000,0.998351,-27,-14,1,Mu1-const,XRAI_0.250000
115663,100,5,25,23,250000,250000,0.998066,-30,-15,1,Mu1-const,XRAI_0.250000
120369,100,5,25,24,117536,250000,1,-40,-20,1,Mu1-const,XRAI_0.250000
125275,100,5,25,25,250000,250000,0.99899,-32,-16,1,Mu1-const,XRAI_0.250000
130381,100,5,25,26,217254,250000,1,-36,-18,1,Mu1-const,XRAI_0.250000
135687,100,5,25,27,136687,250000,1,-41,-21,1,Mu1-const,XRAI_0.250000
141193,100,5,25,28,115998,250000,1,-41,-21,1,Mu1-const,XRAI_0.250000
146899,100,5,25,29,157785,250000,1,-41,-21,1,Mu1-const,XRAI_0.250000
62700,100,10,25,0,250000,250000,0.99899,0,0,1,Mu1-const,XRAI_0.250000
62811,100,10,25,1,250000,250000,0.998834,0,0,1,Mu1-const,XRAI_0.250000
63122,100,10,25,2,250000,250000,0.982769,0,0,1,Mu1-const,XRAI_0.250000
63633,100,10,25,3,250000,250000,0.996501,0,0,1,Mu1-const,XRAI_0.250000
64344,100,10,25,4,250000,250000,0.977219,0,0,1,Mu1-const,XRAI_0.250000
65255,100,10,25,5,250000,250000,0.994817,0,0,1,Mu1-const,XRAI_0.250000
66366,100,10,25,6,250000,250000,0.988722,0,0,1,Mu1-const,XRAI_0.250000
67677,100,10,25,7,250000,250000,0.999417,0,0,1,Mu1-const,XRAI_0.250000
69188,100,10,25,8,250000,250000,0.995052,0,0,1,Mu1-const,XRAI_0.250000
70899,100,10,25,9,250000,250000,0.991022,0,0,1,Mu1-const,XRAI_0.250000
72810,100,10,25,10,250000,250000,0.977496,0,0,1,Mu1-const,XRAI_0.250000
74921,100,10,25,11,250000,250000,0.99348,0,0,1,Mu1-const,XRAI_0.250000
77232,100,10,25,12,250000,250000,0.986778,0,0,1,Mu1-const,XRAI_0.250000
79743,100,10,25,13,228385,250000,1,-6,-3,1,Mu1-const,XRAI_0.250000
82454,100,10,25,14,250000,250000,0.997526,0,0,1,Mu1-const,XRAI_0.250000
85365,100,10,25,15,250000,250000,0.999175,0,0,1,Mu1-const,XRAI_0.250000
88476,100,10,25,16,250000,250000,0.983454,0,0,1,Mu1-const,XRAI_0.250000
91787,100,10,25,17,114484,250000,1,-15,-8,1,Mu1-const,XRAI_0.250000
95298,100,10,25,18,250000,250000,0.998066,0,0,1,Mu1-const,XRAI_0.250000
99009,100,10,25,19,250000,250000,0.979127,0,0,1,Mu1-const,XRAI_0.250000
102920,100,10,25,20,250000,250000,0.998066,0,0,1,Mu1-const,XRAI_0.250000
107031,100,10,25,21,250000,250000,0.993428,0,0,1,Mu1-const,XRAI_0.250000
111342,100,10,25,22,250000,250000,0.998351,0,0,1,Mu1-const,XRAI_0.250000
115853,100,10,25,23,250000,250000,0.999175,0,0,1,Mu1-const,XRAI_0.250000
120564,100,10,25,24,250000,250000,0.995156,0,0,1,Mu1-const,XRAI_0.250000
125475,100,10,25,25,250000,250000,0.994406,-2,-1,1,Mu1-const,XRAI_0.250000
130586,100,10,25,26,250000,250000,0.991252,0,0,1,Mu1-const,XRAI_0.250000
135897,100,10,25,27,250000,250000,0.996859,0,0,1,Mu1-const,XRAI_0.250000
141408,100,10,25,28,250000,250000,0.996806,0,0,1,Mu1-const,XRAI_0.250000
147119,100,10,25,29,250000,250000,0.988997,0,0,1,Mu1-const,XRAI_0.250000
250101,100,1,50,0,60024,500000,1,-90,-71,1,Mu1-const,XRAI_0.250000
250203,100,1,50,1,71760,500000,1,-90,-69,1,Mu1-const,XRAI_0.250000
250505,100,1,50,2,47622,500000,1,-90,-68,1,Mu1-const,XRAI_0.250000
251007,100,1,50,3,47057,500000,1,-89,-67,1,Mu1-const,XRAI_0.250000
251709,100,1,50,4,48145,500000,1,-89,-71,1,Mu1-const,XRAI_0.250000
252611,100,1,50,5,52035,500000,1,-91,-65,1,Mu1-const,XRAI_0.250000
253713,100,1,50,6,51274,500000,1,-90,-67,1,Mu1-const,XRAI_0.250000
255015,100,1,50,7,50594,500000,1,-91,-65,1,Mu1-const,XRAI_0.250000
256517,100,1,50,8,58214,500000,1,-91,-71,1,Mu1-const,XRAI_0.250000
258219,100,1,50,9,50465,500000,1,-90,-67,1,Mu1-const,XRAI_0.250000
260121,100,1,50,10,57527,500000,1,-90,-68,1,Mu1-const,XRAI_0.250000
262223,100,1,50,11,63275,500000,1,-89,-70,1,Mu1-const,XRAI_0.250000
264525,100,1,50,12,45138,500000,1,-90,-69,1,Mu1-const,XRAI_0.250000
267027,100,1,50,13,49589,500000,1,-89,-69,1,Mu1-const,XRAI_0.250000
269729,100,1,50,14,50713,500000,1,-89,-66,1,Mu1-const,XRAI_0.250000
272631,100,1,50,15,53830,500000,1,-89,-69,1,Mu1-const,XRAI_0.250000
275733,100,1,50,16,62829,500000,1,-91,-63,1,Mu1-const,XRAI_0.250000
279035,100,1,50,17,46851,500000,1,-90,-70,1,Mu1-const,XRAI_0.250000
282537,100,1,50,18,50016,500000,1,-90,-70,1,Mu1-const,XRAI_0.250000
286239,100,1,50,19,69879,500000,1,-89,-67,1,Mu1-const,XRAI_0.250000
290141,100,1,50,20,47695,500000,1,-90,-69,1,Mu1-const,XRAI_0.250000
294243,100,1,50,21,50400,500000,1,-90,-68,1,Mu1-const,XRAI_0.250000
298545,100,1,50,22,53890,500000,1,-91,-68,1,Mu1-const,XRAI_0.250000
303047,100,1,50,23,52376,500000,1,-92,-70,1,Mu1-const,XRAI_0.250000
307749,100,1,50,24,49089,500000,1,-90,-72,1,Mu1-const,XRAI_0.250000
312651,100,1,50,25,56442,500000,1,-90,-68,1,Mu1-const,XRAI_0.250000
317753,100,1,50,26,56619,500000,1,-89,-68,1,Mu1-const,XRAI_0.250000
323055,100,1,50,27,56253,500000,1,-88,-69,1,Mu1-const,XRAI_0.250000
328557,100,1,50,28,45057,500000,1,-91,-72,1,Mu1-const,XRAI_0.250000
334259,100,1,50,29,57555,500000,1,-88,-64,1,Mu1-const,XRAI_0.250000
250109,100,3,50,0,98465,500000,1,-69,-36,1,Mu1-const,XRAI_0.250000
250213,100,3,50,1,107917,500000,1,-71,-37,1,Mu1-const,XRAI_0.250000
250517,100,3,50,2,102473,500000,1,-65,-34,1,Mu1-const,XRAI_0.250000
251021,100,3,50,3,179496,500000,1,-62,-32,1,Mu1-const,XRAI_0.250000
251725,100,3,50,4,72017,500000,1,-71,-37,1,Mu1-const,XRAI_0.250000
252629,100,3,50,5,135833,500000,1,-64,-33,1,Mu1-const,XRAI_0.250000
253733,100,3,50,6,67502,500000,1,-70,-36,1,Mu1-const,XRAI_0.250000
255037,100,3,50,7,66102,500000,1,-76,-41,1,Mu1-const,XRAI_0.250000
256541,100,3,50,8,126879,500000,1,-68,-35,1,Mu1-const,XRAI_0.250000
258245,100,3,50,9,166893,500000,1,-65,-33,1,Mu1-const,XRAI_0.250000
260149,100,3,50,10,139681,500000,1,-64,-33,1,Mu1-const,XRAI_0.250000
262253,100,3,50,11,68953,500000,1,-68,-36,1,Mu1-const,XRAI_0.250000
264557,100,3,50,12,78072,500000,1,-70,-37,1,Mu1-const,XRAI_0.250000
267061,100,3,50,13,90520,500000,1,-69,-36,1,Mu1-const,XRAI_0.250000
269765,100,3,50,14,49691,500000,1,-75,-40,1,Mu1-const,XRAI_0.250000
272669,100,3,50,15,120362,500000,1,-68,-35,1,Mu1-const,XRAI_0.250000
275773,100,3,50,16,45480,500000,1,-77,-43,1,Mu1-const,XRAI_0.250000
279077,100,3,50,17,62991,500000,1,-73,-37,1,Mu1-const,XRAI_0.250000
282581,100,3,50,18,53695,500000,1,-80,-43,1,Mu1-const,XRAI_0.250000
286285,100,3,50,19,114798,500000,1,-65,-33,1,Mu1-const,XRAI_0.250000
290189,100,3,50,20,66755,500000,1,-71,-37,1,Mu1-const,XRAI_0.250000
294293,100,3,50,21,62894,500000,1,-69,-36,1,Mu1-const,XRAI_0.250000
298597,100,3,50,22,56812,500000,1,-76,-40,1,Mu1-const,XRAI_0.250000
303101,100,3,50,23,52799,500000,1,-75,-41,1,Mu1-const,XRAI_0.250000
307805,100,3,50,24,138799,500000,1,-67,-34,1,Mu1-const,XRAI_0.250000
312709,100,3,50,25,169874,500000,1,-67,-34,1,Mu1-const,XRAI_0.250000
317813,100,3,50,26,126194,500000,1,-64,-33,1,Mu1-const,XRAI_0.250000
323117,100,3,50,27,211125,500000,1,-62,-32,1,Mu1-const,XRAI_0.250000
328621,100,3,50,28,259474,500000,1,-63,-32,1,Mu1-const,XRAI_0.250000
334325,100,3,50,29,142069,500000,1,-67,-34,1,Mu1-const,XRAI_0.250000
250125,100,5,50,0,500000,500000,0.997551,-33,-17,1,Mu1-const,XRAI_0.250000
250231,100,5,50,1,334477,500000,1,-47,-24,1,Mu1-const,XRAI_0.250000
250537,100,5,50,2,500000,500000,0.998342,-37,-19,1,Mu1-const,XRAI_0.250000
251043,100,5,50,3,500000,500000,0.999355,-43,-22,1,Mu1-const,XRAI_0.250000
251749,100,5,50,4,500000,500000,0.999711,-45,-23,1,Mu1-const,XRAI_0.250000
252655,100,5,50,5,500000,500000,0.996315,-32,-16,1,Mu1-const,XRAI_0.250000
253761,100,5,50,6,500000,500000,0.997371,-34,-17,1,Mu1-const,XRAI_0.250000
255067,100,5,50,7,417491,500000,1,-45,-23,1,Mu1-const,XRAI_0.250000
256573,100,5,50,8,500000,500000,0.993438,-26,-13,1,Mu1-const,XRAI_0.250000
258279,100,5,50,9,500000,500000,0.997339,-33,-17,1,Mu1-const,XRAI_0.250000
260185,100,5,50,10,500000,500000,0.9985,-39,-20,1,Mu1-const,XRAI_0.250000
262291,100,5,50,11,500000,500000,0.997015,-34,-17,1,Mu1-const,XRAI_0.250000
264597,100,5,50,12,397821,500000,1,-45,-23,1,Mu1-const,XRAI_0.250000
267103,100,5,50,13,500000,500000,0.997783,-38,-19,1,Mu1-const,XRAI_0.250000
269809,100,5,50,14,500000,500000,0.99786,-36,-18,1,Mu1-const,XRAI_0.250000
272715,100,5,50,15,500000,500000,0.999293,-41,-21,1,Mu1-const,XRAI_0.250000
275821,100,5,50,16,500000,500000,0.999134,-40,-20,1,Mu1-const,XRAI_0.250000
279127,100,5,50,17,500000,500000,0.993489,-26,-13,1,Mu1-const,XRAI_0.250000
282633,100,5,50,18,500000,500000,0.99881,-39,-20,1,Mu1-const,XRAI_0.250000
286339,100,5,50,19,500000,500000,0.98753,-20,-10,1,Mu1-const,XRAI_0.250000
290245,100,5,50,20,258668,500000,1,-46,-24,1,Mu1-const,XRAI_0.250000
294351,100,5,50,21,500000,500000,0.9971,-34,-17,1,Mu1-const,XRAI_0.250000
298657,100,5,50,22,451211,500000,1,-45,-23,1,Mu1-const,XRAI_0.250000
303163,100,5,50,23,500000,500000,0.99627,-34,-17,1,Mu1-const,XRAI_0.250000
307869,100,5,50,24,500000,500000,0.999,-40,-20,1,Mu1-const,XRAI_0.250000
