seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,alpha,algorithm,mutation
31537,50,5,25,2,62500,62500,0.986059,0,0,1,Mu1-const,XRAI_0.000000
31793,50,5,25,3,62500,62500,0.985959,0,0,1,Mu1-const,XRAI_0.000000
32149,50,5,25,4,62500,62500,0.985331,0,0,1,Mu1-const,XRAI_0.000000
32605,50,5,25,5,62500,62500,0.981595,0,0,1,Mu1-const,XRAI_0.000000
33161,50,5,25,6,62500,62500,0.978306,0,0,1,Mu1-const,XRAI_0.000000
33817,50,5,25,7,62500,62500,0.987812,0,0,1,Mu1-const,XRAI_0.000000
34573,50,5,25,8,62500,62500,0.987255,0,0,1,Mu1-const,XRAI_0.000000
35429,50,5,25,9,62500,62500,0.987201,0,0,1,Mu1-const,XRAI_0.000000
36385,50,5,25,10,62500,62500,0.975117,0,0,1,Mu1-const,XRAI_0.000000
37441,50,5,25,11,62500,62500,0.985331,0,0,1,Mu1-const,XRAI_0.000000
38597,50,5,25,12,62500,62500,0.962075,0,0,1,Mu1-const,XRAI_0.000000
39853,50,5,25,13,62500,62500,0.984148,0,0,1,Mu1-const,XRAI_0.000000
41209,50,5,25,14,62500,62500,0.981633,0,0,1,Mu1-const,XRAI_0.000000
42665,50,5,25,15,62500,62500,0.96957,0,0,1,Mu1-const,XRAI_0.000000
44221,50,5,25,16,62500,62500,0.964948,0,0,1,Mu1-const,XRAI_0.000000
45877,50,5,25,17,62500,62500,0.99344,0,0,1,Mu1-const,XRAI_0.000000
47633,50,5,25,18,62500,62500,0.989728,0,0,1,Mu1-const,XRAI_0.000000
49489,50,5,25,19,62500,62500,0.961893,-4,-2,1,Mu1-const,XRAI_0.000000
51445,50,5,25,20,62500,62500,0.985143,0,0,1,Mu1-const,XRAI_0.000000
53501,50,5,25,21,62500,62500,0.972367,0,0,1,Mu1-const,XRAI_0.000000
55657,50,5,25,22,62500,62500,0.988159,0,0,1,Mu1-const,XRAI_0.000000
57913,50,5,25,23,62500,62500,0.981784,0,0,1,Mu1-const,XRAI_0.000000
60269,50,5,25,24,62500,62500,0.981938,0,0,1,Mu1-const,XRAI_0.000000
62725,50,5,25,25,62500,62500,0.981001,0,0,1,Mu1-const,XRAI_0.000000
65281,50,5,25,26,62500,62500,0.981595,0,0,1,Mu1-const,XRAI_0.000000
67937,50,5,25,27,62500,62500,0.951922,0,0,1,Mu1-const,XRAI_0.000000
70693,50,5,25,28,62500,62500,0.964359,0,0,1,Mu1-const,XRAI_0.000000
73549,50,5,25,29,62500,62500,0.991752,-2,-1,1,Mu1-const,XRAI_0.000000
31400,50,10,25,0,39710,62500,1,0,0,1,Mu1-const,XRAI_0.000000
31461,50,10,25,1,33512,62500,1,0,0,1,Mu1-const,XRAI_0.000000
31622,50,10,25,2,45802,62500,1,0,0,1,Mu1-const,XRAI_0.000000
31883,50,10,25,3,29128,62500,1,0,0,1,Mu1-const,XRAI_0.000000
32244,50,10,25,4,45559,62500,1,0,0,1,Mu1-const,XRAI_0.000000
32705,50,10,25,5,36939,62500,1,0,0,1,Mu1-const,XRAI_0.000000
33266,50,10,25,6,41071,62500,1,0,0,1,Mu1-const,XRAI_0.000000
33927,50,10,25,7,26056,62500,1,0,0,1,Mu1-const,XRAI_0.000000
34688,50,10,25,8,38623,62500,1,0,0,1,Mu1-const,XRAI_0.000000
35549,50,10,25,9,46256,62500,1,0,0,1,Mu1-const,XRAI_0.000000
36510,50,10,25,10,33921,62500,1,0,0,1,Mu1-const,XRAI_0.000000
37571,50,10,25,11,59690,62500,1,0,0,1,Mu1-const,XRAI_0.000000
38732,50,10,25,12,33187,62500,1,0,0,1,Mu1-const,XRAI_0.000000
39993,50,10,25,13,39224,62500,1,0,0,1,Mu1-const,XRAI_0.000000
41354,50,10,25,14,27073,62500,1,0,0,1,Mu1-const,XRAI_0.000000
42815,50,10,25,15,54263,62500,1,0,0,1,Mu1-const,XRAI_0.000000
44376,50,10,25,16,41503,62500,1,0,0,1,Mu1-const,XRAI_0.000000
46037,50,10,25,17,49119,62500,1,0,0,1,Mu1-const,XRAI_0.000000
47798,50,10,25,18,55900,62500,1,0,0,1,Mu1-const,XRAI_0.000000
49659,50,10,25,19,35177,62500,1,0,0,1,Mu1-const,XRAI_0.000000
51620,50,10,25,20,38230,62500,1,0,0,1,Mu1-const,XRAI_0.000000
53681,50,10,25,21,58938,62500,1,0,0,1,Mu1-const,XRAI_0.000000
55842,50,10,25,22,55115,62500,1,0,0,1,Mu1-const,XRAI_0.000000
58103,50,10,25,23,37653,62500,1,0,0,1,Mu1-const,XRAI_0.000000
60464,50,10,25,24,58921,62500,1,0,0,1,Mu1-const,XRAI_0.000000
62925,50,10,25,25,33070,62500,1,0,0,1,Mu1-const,XRAI_0.000000
65486,50,10,25,26,42655,62500,1,0,0,1,Mu1-const,XRAI_0.000000
68147,50,10,25,27,33234,62500,1,0,0,1,Mu1-const,XRAI_0.000000
70908,50,10,25,28,32877,62500,1,0,0,1,Mu1-const,XRAI_0.000000
73769,50,10,25,29,42790,62500,1,0,0,1,Mu1-const,XRAI_0.000000
125051,50,1,50,0,125000,125000,0.993666,-41,-26,1,Mu1-const,XRAI_0.000000
125103,50,1,50,1,125000,125000,0.993747,-40,-27,1,Mu1-const,XRAI_0.000000
125255,50,1,50,2,125000,125000,0.993326,-40,-25,1,Mu1-const,XRAI_0.000000
125507,50,1,50,3,125000,125000,0.993052,-40,-24,1,Mu1-const,XRAI_0.000000
125859,50,1,50,4,125000,125000,0.993301,-42,-26,1,Mu1-const,XRAI_0.000000
126311,50,1,50,5,125000,125000,0.993455,-39,-27,1,Mu1-const,XRAI_0.000000
126863,50,1,50,6,125000,125000,0.993693,-39,-26,1,Mu1-const,XRAI_0.000000
127515,50,1,50,7,125000,125000,0.993533,-40,-25,1,Mu1-const,XRAI_0.000000
128267,50,1,50,8,125000,125000,0.993403,-41,-23,1,Mu1-const,XRAI_0.000000
129119,50,1,50,9,125000,125000,0.993507,-40,-29,1,Mu1-const,XRAI_0.000000
130071,50,1,50,10,125000,125000,0.993403,-39,-24,1,Mu1-const,XRAI_0.000000
131123,50,1,50,11,125000,125000,0.993481,-39,-22,1,Mu1-const,XRAI_0.000000
132275,50,1,50,12,125000,125000,0.993455,-38,-24,1,Mu1-const,XRAI_0.000000
133527,50,1,50,13,125000,125000,0.993613,-41,-28,1,Mu1-const,XRAI_0.000000
134879,50,1,50,14,125000,125000,0.99356,-41,-24,1,Mu1-const,XRAI_0.000000
136331,50,1,50,15,125000,125000,0.993507,-41,-24,1,Mu1-const,XRAI_0.000000
137883,50,1,50,16,125000,125000,0.993533,-40,-26,1,Mu1-const,XRAI_0.000000
139535,50,1,50,17,125000,125000,0.993403,-41,-26,1,Mu1-const,XRAI_0.000000
141287,50,1,50,18,125000,125000,0.993693,-38,-27,1,Mu1-const,XRAI_0.000000
143139,50,1,50,19,125000,125000,0.993586,-42,-26,1,Mu1-const,XRAI_0.000000
145091,50,1,50,20,125000,125000,0.99356,-41,-27,1,Mu1-const,XRAI_0.000000
147143,50,1,50,21,125000,125000,0.993693,-40,-25,1,Mu1-const,XRAI_0.000000
149295,50,1,50,22,125000,125000,0.993455,-40,-28,1,Mu1-const,XRAI_0.000000
151547,50,1,50,23,125000,125000,0.993403,-39,-23,1,Mu1-const,XRAI_0.000000
153899,50,1,50,24,125000,125000,0.993613,-39,-26,1,Mu1-const,XRAI_0.000000
156351,50,1,50,25,125000,125000,0.993125,-42,-28,1,Mu1-const,XRAI_0.000000
158903,50,1,50,26,125000,125000,0.993301,-40,-25,1,Mu1-const,XRAI_0.000000
161555,50,1,50,27,125000,125000,0.993481,-40,-23,1,Mu1-const,XRAI_0.000000
164307,50,1,50,28,125000,125000,0.993455,-41,-27,1,Mu1-const,XRAI_0.000000
167159,50,1,50,29,125000,125000,0.993377,-40,-27,1,Mu1-const,XRAI_0.000000
125059,50,3,50,0,125000,125000,0.980356,-12,-6,1,Mu1-const,XRAI_0.000000
125113,50,3,50,1,125000,125000,0.977259,-10,-5,1,Mu1-const,XRAI_0.000000
125267,50,3,50,2,125000,125000,0.981423,-10,-5,1,Mu1-const,XRAI_0.000000
125521,50,3,50,3,125000,125000,0.987453,-18,-9,1,Mu1-const,XRAI_0.000000
125875,50,3,50,4,125000,125000,0.985982,-16,-8,1,Mu1-const,XRAI_0.000000
126329,50,3,50,5,125000,125000,0.978434,-12,-6,1,Mu1-const,XRAI_0.000000
126883,50,3,50,6,125000,125000,0.986226,-16,-8,1,Mu1-const,XRAI_0.000000
127537,50,3,50,7,125000,125000,0.988426,-16,-8,1,Mu1-const,XRAI_0.000000
128291,50,3,50,8,125000,125000,0.986691,-16,-8,1,Mu1-const,XRAI_0.000000
129145,50,3,50,9,125000,125000,0.98074,-12,-6,1,Mu1-const,XRAI_0.000000
130099,50,3,50,10,125000,125000,0.992134,-21,-11,1,Mu1-const,XRAI_0.000000
131153,50,3,50,11,125000,125000,0.975234,-10,-5,1,Mu1-const,XRAI_0.000000
132307,50,3,50,12,125000,125000,0.987769,-16,-8,1,Mu1-const,XRAI_0.000000
133561,50,3,50,13,125000,125000,0.980882,-12,-6,1,Mu1-const,XRAI_0.000000
134915,50,3,50,14,125000,125000,0.984595,-14,-7,1,Mu1-const,XRAI_0.000000
136369,50,3,50,15,125000,125000,0.988441,-18,-9,1,Mu1-const,XRAI_0.000000
137923,50,3,50,16,125000,125000,0.986729,-14,-7,1,Mu1-const,XRAI_0.000000
139577,50,3,50,17,125000,125000,0.982295,-14,-7,1,Mu1-const,XRAI_0.000000
141331,50,3,50,18,125000,125000,0.988397,-18,-9,1,Mu1-const,XRAI_0.000000
143185,50,3,50,19,125000,125000,0.992286,-21,-11,1,Mu1-const,XRAI_0.000000
145139,50,3,50,20,125000,125000,0.948026,-6,-3,1,Mu1-const,XRAI_0.000000
147193,50,3,50,21,125000,125000,0.977349,-12,-6,1,Mu1-const,XRAI_0.000000
149347,50,3,50,22,125000,125000,0.988921,-18,-9,1,Mu1-const,XRAI_0.000000
151601,50,3,50,23,125000,125000,0.985897,-18,-9,1,Mu1-const,XRAI_0.000000
153955,50,3,50,24,125000,125000,0.993003,-23,-12,1,Mu1-const,XRAI_0.000000
156409,50,3,50,25,125000,125000,0.956121,-8,-4,1,Mu1-const,XRAI_0.000000
158963,50,3,50,26,125000,125000,0.956338,-8,-4,1,Mu1-const,XRAI_0.000000
161617,50,3,50,27,125000,125000,0.984278,-16,-8,1,Mu1-const,XRAI_0.000000
164371,50,3,50,28,125000,125000,0.985945,-14,-7,1,Mu1-const,XRAI_0.000000
167225,50,3,50,29,125000,125000,0.989344,-16,-8,1,Mu1-const,XRAI_0.000000
125075,50,5,50,0,125000,125000,0.9831,0,0,1,Mu1-const,XRAI_0.000000
125131,50,5,50,1,125000,125000,0.973722,0,0,1,Mu1-const,XRAI_0.000000
125287,50,5,50,2,125000,125000,0.957799,0,0,1,Mu1-const,XRAI_0.000000
125543,50,5,50,3,125000,125000,0.982732,0,0,1,Mu1-const,XRAI_0.000000
125899,50,5,50,4,125000,125000,0.979025,0,0,1,Mu1-const,XRAI_0.000000
126355,50,5,50,5,125000,125000,0.961467,0,0,1,Mu1-const,XRAI_0.000000
126911,50,5,50,6,125000,125000,0.97986,0,0,1,Mu1-const,XRAI_0.000000
127567,50,5,50,7,125000,125000,0.970217,0,0,1,Mu1-const,XRAI_0.000000
128323,50,5,50,8,125000,125000,0.90865,-2,-1,1,Mu1-const,XRAI_0.000000
129179,50,5,50,9,125000,125000,0.968486,0,0,1,Mu1-const,XRAI_0.000000
130135,50,5,50,10,125000,125000,0.963943,0,0,1,Mu1-const,XRAI_0.000000
131191,50,5,50,11,125000,125000,0.981774,-2,-1,1,Mu1-const,XRAI_0.000000
132347,50,5,50,12,125000,125000,0.930294,0,0,1,Mu1-const,XRAI_0.000000
133603,50,5,50,13,125000,125000,0.968026,0,0,1,Mu1-const,XRAI_0.000000
134959,50,5,50,14,125000,125000,0.975434,0,0,1,Mu1-const,XRAI_0.000000
136415,50,5,50,15,125000,125000,0.978082,0,0,1,Mu1-const,XRAI_0.000000
137971,50,5,50,16,125000,125000,0.981709,0,0,1,Mu1-const,XRAI_0.000000
139627,50,5,50,17,125000,125000,0.977728,0,0,1,Mu1-const,XRAI_0.000000
141383,50,5,50,18,125000,125000,0.952824,0,0,1,Mu1-const,XRAI_0.000000
143239,50,5,50,19,125000,125000,0.983405,0,0,1,Mu1-const,XRAI_0.000000
145195,50,5,50,20,125000,125000,0.976072,0,0,1,Mu1-const,XRAI_0.000000
147251,50,5,50,21,125000,125000,0.96802,0,0,1,Mu1-const,XRAI_0.000000
149407,50,5,50,22,125000,125000,0.983621,0,0,1,Mu1-const,XRAI_0.000000
151663,50,5,50,23,125000,125000,0.973858,0,0,1,Mu1-const,XRAI_0.000000
154019,50,5,50,24,125000,125000,0.931411,0,0,1,Mu1-const,XRAI_0.000000
156475,50,5,50,25,125000,125000,0.981821,0,0,1,Mu1-const,XRAI_0.000000
159031,50,5,50,26,125000,125000,0.975994,0,0,1,Mu1-const,XRAI_0.000000
161687,50,5,50,27,125000,125000,0.97488,0,0,1,Mu1-const,XRAI_0.000000
164443,50,5,50,28,125000,125000,0.981007,0,0,1,Mu1-const,XRAI_0.000000
167299,50,5,50,29,125000,125000,0.913165,0,0,1,Mu1-const,XRAI_0.000000
125150,50,10,50,0,125000,125000,0.993003,0,0,1,Mu1-const,XRAI_0.000000
125211,50,10,50,1,125000,125000,0.993101,0,0,1,Mu1-const,XRAI_0.000000
125372,50,10,50,2,125000,125000,0.993175,0,0,1,Mu1-const,XRAI_0.000000
125633,50,10,50,3,125000,125000,0.995018,0,0,1,Mu1-const,XRAI_0.000000
125994,50,10,50,4,125000,125000,0.994438,0,0,1,Mu1-const,XRAI_0.000000
126455,50,10,50,5,125000,125000,0.994817,0,0,1,Mu1-const,XRAI_0.000000
127016,50,10,50,6,125000,125000,0.994984,0,0,1,Mu1-const,XRAI_0.000000
127677,50,10,50,7,125000,125000,0.99596,0,0,1,Mu1-const,XRAI_0.000000
128438,50,10,50,8,125000,125000,0.995018,0,0,1,Mu1-const,XRAI_0.000000
129299,50,10,50,9,125000,125000,0.993301,0,0,1,Mu1-const,XRAI_0.000000
130260,50,10,50,10,125000,125000,0.992835,0,0,1,Mu1-const,XRAI_0.000000
131321,50,10,50,11,125000,125000,0.994407,0,0,1,Mu1-const,XRAI_0.000000
132482,50,10,50,12,125000,125000,0.994656,0,0,1,Mu1-const,XRAI_0.000000
133743,50,10,50,13,125000,125000,0.995836,0,0,1,Mu1-const,XRAI_0.000000
135104,50,10,50,14,125000,125000,0.993802,0,0,1,Mu1-const,XRAI_0.000000
136565,50,10,50,15,125000,125000,0.995483,0,0,1,Mu1-const,XRAI_0.000000
138126,50,10,50,16,125000,125000,0.994624,0,0,1,Mu1-const,XRAI_0.000000
139787,50,10,50,17,125000,125000,0.995018,0,0,1,Mu1-const,XRAI_0.000000
141548,50,10,50,18,125000,125000,0.993027,0,0,1,Mu1-const,XRAI_0.000000
143409,50,10,50,19,125000,125000,0.99485,0,0,1,Mu1-const,XRAI_0.000000
145370,50,10,50,20,125000,125000,0.99394,0,0,1,Mu1-const,XRAI_0.000000
147431,50,10,50,21,125000,125000,0.994377,0,0,1,Mu1-const,XRAI_0.000000
149592,50,10,50,22,125000,125000,0.994377,0,0,1,Mu1-const,XRAI_0.000000
151853,50,10,50,23,125000,125000,0.996089,0,0,1,Mu1-const,XRAI_0.000000
154214,50,10,50,24,125000,125000,0.993429,0,0,1,Mu1-const,XRAI_0.000000
156675,50,10,50,25,125000,125000,0.99495,0,0,1,Mu1-const,XRAI_0.000000
159236,50,10,50,26,125000,125000,0.994407,0,0,1,Mu1-const,XRAI_0.000000
161897,50,10,50,27,125000,125000,0.994111,0,0,1,Mu1-const,XRAI_0.000000
164658,50,10,50,28,125000,125000,0.994984,0,0,1,Mu1-const,XRAI_0.000000
167519,50,10,50,29,125000,125000,0.994287,0,0,1,Mu1-const,XRAI_0.000000
251,50,1,2,0,263,5000,1,-28,-24,0.2,Mu1-const,XRAI_0.250000
303,50,1,2,1,271,5000,1,-34,-29,0.2,Mu1-const,XRAI_0.250000
455,50,1,2,2,994,5000,1,-31,-26,0.2,Mu1-const,XRAI_0.250000
707,50,1,2,3,90,5000,1,-36,-30,0.2,Mu1-const,XRAI_0.250000
1059,50,1,2,4,78,5000,1,-32,-28,0.2,Mu1-const,XRAI_0.250000
1511,50,1,2,5,252,5000,1,-32,-27,0.2,Mu1-const,XRAI_0.250000
2063,50,1,2,6,1145,5000,1,-27,-23,0.2,Mu1-const,XRAI_0.250000
2715,50,1,2,7,435,5000,1,-30,-26,0.2,Mu1-const,XRAI_0.250000
3467,50,1,2,8,161,5000,1,-32,-27,0.2,Mu1-const,XRAI_0.250000
4319,50,1,2,9,502,5000,1,-27,-23,0.2,Mu1-const,XRAI_0.250000
5271,50,1,2,10,589,5000,1,-28,-24,0.2,Mu1-const,XRAI_0.250000
6323,50,1,2,11,157,5000,1,-31,-27,0.2,Mu1-const,XRAI_0.250000
7475,50,1,2,12,769,5000,1,-28,-24,0.2,Mu1-const,XRAI_0.250000
8727,50,1,2,13,616,5000,1,-28,-24,0.2,Mu1-const,XRAI_0.250000
10079,50,1,2,14,630,5000,1,-32,-27,0.2,Mu1-const,XRAI_0.250000
11531,50,1,2,15,166,5000,1,-31,-26,0.2,Mu1-const,XRAI_0.250000
13083,50,1,2,16,432,5000,1,-30,-25,0.2,Mu1-const,XRAI_0.250000
14735,50,1,2,17,1135,5000,1,-32,-27,0.2,Mu1-const,XRAI_0.250000
16487,50,1,2,18,266,5000,1,-31,-26,0.2,Mu1-const,XRAI_0.250000
18339,50,1,2,19,733,5000,1,-30,-25,0.2,Mu1-const,XRAI_0.250000
20291,50,1,2,20,124,5000,1,-31,-26,0.2,Mu1-const,XRAI_0.250000
22343,50,1,2,21,151,5000,1,-34,-29,0.2,Mu1-const,XRAI_0.250000
24495,50,1,2,22,318,5000,1,-30,-25,0.2,Mu1-const,XRAI_0.250000
26747,50,1,2,23,982,5000,1,-31,-26,0.2,Mu1-const,XRAI_0.250000
29099,50,1,2,24,240,5000,1,-32,-27,0.2,Mu1-const,XRAI_0.250000
31551,50,1,2,25,913,5000,1,-30,-25,0.2,Mu1-const,XRAI_0.250000
34103,50,1,2,26,626,5000,1,-30,-25,0.2,Mu1-const,XRAI_0.250000
36755,50,1,2,27,352,5000,1,-32,-27,0.2,Mu1-const,XRAI_0.250000
39507,50,1,2,28,256,5000,1,-33,-28,0.2,Mu1-const,XRAI_0.250000
42359,50,1,2,29,541,5000,1,-27,-23,0.2,Mu1-const,XRAI_0.250000
259,50,3,2,0,5000,5000,0.938776,-8,-7,0.2,Mu1-const,XRAI_0.250000
313,50,3,2,1,5000,5000,0.959184,-6,-5,0.2,Mu1-const,XRAI_0.250000
467,50,3,2,2,5000,5000,0.979592,-2,-2,0.2,Mu1-const,XRAI_0.250000
721,50,3,2,3,4952,5000,1,-8,-7,0.2,Mu1-const,XRAI_0.250000
1075,50,3,2,4,2085,5000,1,-6,-5,0.2,Mu1-const,XRAI_0.250000
1529,50,3,2,5,5000,5000,0.857143,-4,-4,0.2,Mu1-const,XRAI_0.250000
2083,50,3,2,6,470,5000,1,-12,-10,0.2,Mu1-const,XRAI_0.250000
2737,50,3,2,7,5000,5000,0.979592,-8,-7,0.2,Mu1-const,XRAI_0.250000
3491,50,3,2,8,2871,5000,1,-7,-6,0.2,Mu1-const,XRAI_0.250000
4345,50,3,2,9,536,5000,1,-14,-12,0.2,Mu1-const,XRAI_0.250000
5299,50,3,2,10,5000,5000,0.959184,-4,-4,0.2,Mu1-const,XRAI_0.250000
6353,50,3,2,11,5000,5000,0.979592,-9,-8,0.2,Mu1-const,XRAI_0.250000
7507,50,3,2,12,5000,5000,0.836735,-3,-3,0.2,Mu1-const,XRAI_0.250000
8761,50,3,2,13,1994,5000,1,-10,-9,0.2,Mu1-const,XRAI_0.250000
10115,50,3,2,14,5000,5000,0.979592,-7,-6,0.2,Mu1-const,XRAI_0.250000
11569,50,3,2,15,1262,5000,1,-4,-4,0.2,Mu1-const,XRAI_0.250000
13123,50,3,2,16,2955,5000,1,-8,-7,0.2,Mu1-const,XRAI_0.250000
14777,50,3,2,17,5000,5000,0.857143,-8,-7,0.2,Mu1-const,XRAI_0.250000
16531,50,3,2,18,3939,5000,1,-12,-10,0.2,Mu1-const,XRAI_0.250000
18385,50,3,2,19,2793,5000,1,-9,-8,0.2,Mu1-const,XRAI_0.250000
20339,50,3,2,20,5000,5000,0.959184,-4,-4,0.2,Mu1-const,XRAI_0.250000
22393,50,3,2,21,2726,5000,1,-9,-8,0.2,Mu1-const,XRAI_0.250000
24547,50,3,2,22,1164,5000,1,-8,-7,0.2,Mu1-const,XRAI_0.250000
26801,50,3,2,23,5000,5000,0.979592,-9,-8,0.2,Mu1-const,XRAI_0.250000
29155,50,3,2,24,1848,5000,1,-10,-9,0.2,Mu1-const,XRAI_0.250000
31609,50,3,2,25,4281,5000,1,-7,-6,0.2,Mu1-const,XRAI_0.250000
34163,50,3,2,26,2056,5000,1,-9,-8,0.2,Mu1-const,XRAI_0.250000
36817,50,3,2,27,5000,5000,0.918367,-10,-9,0.2,Mu1-const,XRAI_0.250000
39571,50,3,2,28,3374,5000,1,-9,-8,0.2,Mu1-const,XRAI_0.250000
42425,50,3,2,29,2024,5000,1,-9,-8,0.2,Mu1-const,XRAI_0.250000
275,50,5,2,0,1007,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
331,50,5,2,1,1470,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
487,50,5,2,2,773,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
743,50,5,2,3,678,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
1099,50,5,2,4,4387,5000,1,-2,-2,0.2,Mu1-const,XRAI_0.250000
1555,50,5,2,5,2275,5000,1,-1,-1,0.2,Mu1-const,XRAI_0.250000
2111,50,5,2,6,1263,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
2767,50,5,2,7,1765,5000,1,-1,-1,0.2,Mu1-const,XRAI_0.250000
3523,50,5,2,8,5000,5000,0.979592,-1,-1,0.2,Mu1-const,XRAI_0.250000
4379,50,5,2,9,486,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
5335,50,5,2,10,1340,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
6391,50,5,2,11,1041,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
7547,50,5,2,12,2916,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
8803,50,5,2,13,294,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
10159,50,5,2,14,1113,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
11615,50,5,2,15,2573,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
13171,50,5,2,16,1022,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
14827,50,5,2,17,571,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
16583,50,5,2,18,389,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
18439,50,5,2,19,544,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
20395,50,5,2,20,5000,5000,0.959184,-2,-2,0.2,Mu1-const,XRAI_0.250000
22451,50,5,2,21,987,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
24607,50,5,2,22,1683,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
26863,50,5,2,23,1400,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
29219,50,5,2,24,1119,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
31675,50,5,2,25,834,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
34231,50,5,2,26,1814,5000,1,-2,-2,0.2,Mu1-const,XRAI_0.250000
36887,50,5,2,27,383,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
39643,50,5,2,28,1052,5000,1,-2,-3,0.2,Mu1-const,XRAI_0.250000
42499,50,5,2,29,1619,5000,1,-1,-1,0.2,Mu1-const,XRAI_0.250000
350,50,10,2,0,706,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
411,50,10,2,1,576,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
572,50,10,2,2,1195,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
833,50,10,2,3,373,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
1194,50,10,2,4,350,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
1655,50,10,2,5,687,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
2216,50,10,2,6,311,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
2877,50,10,2,7,430,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
3638,50,10,2,8,591,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
4499,50,10,2,9,1475,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
5460,50,10,2,10,371,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
6521,50,10,2,11,840,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
7682,50,10,2,12,597,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
8943,50,10,2,13,814,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
10304,50,10,2,14,389,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
11765,50,10,2,15,507,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
13326,50,10,2,16,1096,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
14987,50,10,2,17,787,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
16748,50,10,2,18,328,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
18609,50,10,2,19,659,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
20570,50,10,2,20,582,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
22631,50,10,2,21,1341,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
24792,50,10,2,22,548,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
27053,50,10,2,23,546,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
29414,50,10,2,24,893,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
31875,50,10,2,25,869,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
34436,50,10,2,26,685,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
37097,50,10,2,27,639,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
39858,50,10,2,28,621,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
42719,50,10,2,29,916,5000,1,0,0,0.2,Mu1-const,XRAI_0.250000
5051,50,1,10,0,25000,25000,0.993915,-31,-26,0.2,Mu1-const,XRAI_0.250000
5103,50,1,10,1,25000,25000,0.994731,-34,-29,0.2,Mu1-const,XRAI_0.250000
5255,50,1,10,2,25000,25000,0.993915,-33,-28,0.2,Mu1-const,XRAI_0.250000
5507,50,1,10,3,25000,25000,0.993197,-30,-26,0.2,Mu1-const,XRAI_0.250000
5859,50,1,10,4,25000,25000,0.986739,-26,-22,0.2,Mu1-const,XRAI_0.250000
6311,50,1,10,5,25000,25000,0.988617,-28,-24,0.2,Mu1-const,XRAI_0.250000
6863,50,1,10,6,25000,25000,0.973653,-26,-22,0.2,Mu1-const,XRAI_0.250000
7515,50,1,10,7,25000,25000,0.991395,-32,-27,0.2,Mu1-const,XRAI_0.250000
8267,50,1,10,8,25000,25000,0.993197,-32,-27,0.2,Mu1-const,XRAI_0.250000
9119,50,1,10,9,25000,25000,0.984192,-27,-23,0.2,Mu1-const,XRAI_0.250000
