seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,algorithm,mutation
514,5,3,10,0,250,250,0.947295,0.0,0,Mu1-unconst,1RAI
523,5,3,10,1,91,250,1.0,0.0,0,Mu1-unconst,1RAI
1011,10,1,10,0,1000,1000,0.953151,3.0,0,Mu1-unconst,1RAI
5099,10,3,10,20,1000,1000,0.983437,0.0,0,Mu1-unconst,1RAI
12566,25,1,10,20,467,6250,1.0,16.0,8,Mu1-unconst,1RAI
542,5,3,10,2,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
1023,10,1,10,1,1000,1000,0.962963,0.0,0,Mu1-unconst,1RAI
5110,25,5,10,10,529,6250,1.0,2.0,0,Mu1-unconst,1RAI
571,5,3,10,3,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
5513,10,3,10,21,730,1000,1.0,0.0,0,Mu1-unconst,1RAI
13593,25,1,10,21,413,6250,1.0,13.0,4,Mu1-unconst,1RAI
610,5,3,10,4,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
1055,10,1,10,2,1000,1000,0.956177,3.0,0,Mu1-unconst,1RAI
5947,10,3,10,22,395,1000,1.0,0.0,0,Mu1-unconst,1RAI
10099,50,3,10,10,503,25000,1.0,28.0,7,Mu1-unconst,1RAI
659,5,3,10,5,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
5641,25,5,10,11,543,6250,1.0,3.0,0,Mu1-unconst,1RAI
1107,10,1,10,3,1000,1000,0.959428,2.0,0,Mu1-unconst,1RAI
718,5,3,10,6,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
14670,25,1,10,22,618,6250,1.0,17.0,9,Mu1-unconst,1RAI
5150,50,10,10,0,446,25000,1.0,9.0,0,Mu1-unconst,1RAI
6401,10,3,10,23,825,1000,1.0,0.0,0,Mu1-unconst,1RAI
787,5,3,10,7,250,250,0.947295,0.0,0,Mu1-unconst,1RAI
6222,25,5,10,12,329,6250,1.0,4.0,0,Mu1-unconst,1RAI
1179,10,1,10,4,1000,1000,0.956177,2.0,1,Mu1-unconst,1RAI
866,5,3,10,8,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
15797,25,1,10,23,313,6250,1.0,18.0,9,Mu1-unconst,1RAI
955,5,3,10,9,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
6875,10,3,10,24,905,1000,1.0,0.0,0,Mu1-unconst,1RAI
1271,10,1,10,5,1000,1000,0.956177,1.0,0,Mu1-unconst,1RAI
1054,5,3,10,10,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
1163,5,3,10,11,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
6853,25,5,10,13,441,6250,1.0,3.0,0,Mu1-unconst,1RAI
16974,25,1,10,24,500,6250,1.0,17.0,8,Mu1-unconst,1RAI
7369,10,3,10,25,1000,1000,0.983437,0.0,0,Mu1-unconst,1RAI
11153,50,3,10,11,439,25000,1.0,24.0,3,Mu1-unconst,1RAI
1383,10,1,10,6,1000,1000,0.959428,1.0,0,Mu1-unconst,1RAI
1282,5,3,10,12,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
1411,5,3,10,13,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
5051,50,1,10,0,538,25000,1.0,41.0,26,Mu1-unconst,1RAI
1515,10,1,10,7,1000,1000,0.956177,3.0,1,Mu1-unconst,1RAI
7883,10,3,10,26,895,1000,1.0,0.0,0,Mu1-unconst,1RAI
1550,5,3,10,14,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
7534,25,5,10,14,399,6250,1.0,2.0,0,Mu1-unconst,1RAI
1699,5,3,10,15,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
1667,10,1,10,8,1000,1000,0.959428,2.0,0,Mu1-unconst,1RAI
8417,10,3,10,27,690,1000,1.0,0.0,0,Mu1-unconst,1RAI
18201,25,1,10,25,820,6250,1.0,13.0,4,Mu1-unconst,1RAI
1858,5,3,10,16,250,250,0.947295,0.0,0,Mu1-unconst,1RAI
2027,5,3,10,17,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
2206,5,3,10,18,76,250,1.0,0.0,0,Mu1-unconst,1RAI
1839,10,1,10,9,1000,1000,0.956177,1.0,0,Mu1-unconst,1RAI
8971,10,3,10,28,1000,1000,0.976576,0.0,0,Mu1-unconst,1RAI
2395,5,3,10,19,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
8265,25,5,10,15,621,6250,1.0,5.0,0,Mu1-unconst,1RAI
19478,25,1,10,26,556,6250,1.0,17.0,6,Mu1-unconst,1RAI
12307,50,3,10,12,479,25000,1.0,25.0,6,Mu1-unconst,1RAI
2594,5,3,10,20,250,250,0.947295,0.0,0,Mu1-unconst,1RAI
2031,10,1,10,10,1000,1000,0.959428,3.0,1,Mu1-unconst,1RAI
9545,10,3,10,29,727,1000,1.0,0.0,0,Mu1-unconst,1RAI
2803,5,3,10,21,225,250,1.0,0.0,0,Mu1-unconst,1RAI
5211,50,10,10,1,576,25000,1.0,6.0,0,Mu1-unconst,1RAI
1035,10,5,10,0,139,1000,1.0,0.0,0,Mu1-unconst,1RAI
3022,5,3,10,22,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
2243,10,1,10,11,1000,1000,0.962963,3.0,1,Mu1-unconst,1RAI
1051,10,5,10,1,164,1000,1.0,0.0,0,Mu1-unconst,1RAI
3251,5,3,10,23,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
2526,25,1,10,0,584,6250,1.0,17.0,8,Mu1-unconst,1RAI
1087,10,5,10,2,242,1000,1.0,0.0,0,Mu1-unconst,1RAI
3490,5,3,10,24,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
9046,25,5,10,16,596,6250,1.0,1.0,0,Mu1-unconst,1RAI
2475,10,1,10,12,1000,1000,0.953151,1.0,0,Mu1-unconst,1RAI
1143,10,5,10,3,214,1000,1.0,0.0,0,Mu1-unconst,1RAI
3739,5,3,10,25,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
5103,50,1,10,1,917,25000,1.0,40.0,29,Mu1-unconst,1RAI
20805,25,1,10,27,1125,6250,1.0,17.0,10,Mu1-unconst,1RAI
3998,5,3,10,26,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
1219,10,5,10,4,205,1000,1.0,0.0,0,Mu1-unconst,1RAI
2553,25,1,10,1,503,6250,1.0,17.0,7,Mu1-unconst,1RAI
2727,10,1,10,13,1000,1000,0.95031,1.0,0,Mu1-unconst,1RAI
4267,5,3,10,27,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
9877,25,5,10,17,298,6250,1.0,3.0,0,Mu1-unconst,1RAI
1315,10,5,10,5,319,1000,1.0,0.0,0,Mu1-unconst,1RAI
4546,5,3,10,28,250,250,0.962732,0.0,0,Mu1-unconst,1RAI
5372,50,10,10,2,262,25000,1.0,7.0,0,Mu1-unconst,1RAI
4835,5,3,10,29,150,250,1.0,0.0,0,Mu1-unconst,1RAI
2999,10,1,10,14,1000,1000,0.95031,4.0,0,Mu1-unconst,1RAI
1431,10,5,10,6,550,1000,1.0,0.0,0,Mu1-unconst,1RAI
2630,25,1,10,2,519,6250,1.0,16.0,8,Mu1-unconst,1RAI
22182,25,1,10,28,856,6250,1.0,16.0,7,Mu1-unconst,1RAI
3291,10,1,10,15,1000,1000,0.962963,2.0,0,Mu1-unconst,1RAI
20121,100,1,10,10,961,100000,1.0,91.0,67,Mu1-unconst,1RAI
5255,50,1,10,2,464,25000,1.0,41.0,28,Mu1-unconst,1RAI
1567,10,5,10,7,444,1000,1.0,0.0,0,Mu1-unconst,1RAI
13561,50,3,10,13,786,25000,1.0,26.0,6,Mu1-unconst,1RAI
3603,10,1,10,16,1000,1000,0.953151,2.0,0,Mu1-unconst,1RAI
2757,25,1,10,3,404,6250,1.0,17.0,8,Mu1-unconst,1RAI
1723,10,5,10,8,240,1000,1.0,0.0,0,Mu1-unconst,1RAI
10758,25,5,10,18,785,6250,1.0,2.0,0,Mu1-unconst,1RAI
1899,10,5,10,9,154,1000,1.0,0.0,0,Mu1-unconst,1RAI
23609,25,1,10,29,580,6250,1.0,16.0,9,Mu1-unconst,1RAI
2095,10,5,10,10,193,1000,1.0,0.0,0,Mu1-unconst,1RAI
3935,10,1,10,17,1000,1000,0.953151,2.0,0,Mu1-unconst,1RAI
2311,10,5,10,11,247,1000,1.0,0.0,0,Mu1-unconst,1RAI
10125,100,5,10,0,913,100000,1.0,64.0,21,Mu1-unconst,1RAI
2547,10,5,10,12,227,1000,1.0,0.0,0,Mu1-unconst,1RAI
11689,25,5,10,19,420,6250,1.0,6.0,0,Mu1-unconst,1RAI
4287,10,1,10,18,1000,1000,0.959428,3.0,2,Mu1-unconst,1RAI
2934,25,1,10,4,781,6250,1.0,17.0,10,Mu1-unconst,1RAI
2803,10,5,10,13,490,1000,1.0,0.0,0,Mu1-unconst,1RAI
2534,25,3,10,0,435,6250,1.0,5.0,0,Mu1-unconst,1RAI
3079,10,5,10,14,147,1000,1.0,0.0,0,Mu1-unconst,1RAI
4659,10,1,10,19,1000,1000,0.959428,0.0,0,Mu1-unconst,1RAI
3375,10,5,10,15,190,1000,1.0,0.0,0,Mu1-unconst,1RAI
5633,50,10,10,3,424,25000,1.0,6.0,0,Mu1-unconst,1RAI
3691,10,5,10,16,323,1000,1.0,0.0,0,Mu1-unconst,1RAI
3161,25,1,10,5,503,6250,1.0,14.0,4,Mu1-unconst,1RAI
5051,10,1,10,20,1000,1000,0.956177,2.0,0,Mu1-unconst,1RAI
12670,25,5,10,20,514,6250,1.0,2.0,0,Mu1-unconst,1RAI
5507,50,1,10,3,735,25000,1.0,42.0,26,Mu1-unconst,1RAI
4027,10,5,10,17,593,1000,1.0,0.0,0,Mu1-unconst,1RAI
2563,25,3,10,1,545,6250,1.0,6.0,0,Mu1-unconst,1RAI
4383,10,5,10,18,156,1000,1.0,0.0,0,Mu1-unconst,1RAI
5463,10,1,10,21,1000,1000,0.959428,3.0,1,Mu1-unconst,1RAI
3438,25,1,10,6,351,6250,1.0,17.0,8,Mu1-unconst,1RAI
4759,10,5,10,19,252,1000,1.0,0.0,0,Mu1-unconst,1RAI
5155,10,5,10,20,79,1000,1.0,0.0,0,Mu1-unconst,1RAI
5895,10,1,10,22,1000,1000,0.947622,3.0,0,Mu1-unconst,1RAI
5571,10,5,10,21,489,1000,1.0,0.0,0,Mu1-unconst,1RAI
2642,25,3,10,2,408,6250,1.0,6.0,0,Mu1-unconst,1RAI
6007,10,5,10,22,167,1000,1.0,0.0,0,Mu1-unconst,1RAI
13701,25,5,10,21,539,6250,1.0,5.0,0,Mu1-unconst,1RAI
6347,10,1,10,23,1000,1000,0.959428,2.0,0,Mu1-unconst,1RAI
3765,25,1,10,7,646,6250,1.0,18.0,9,Mu1-unconst,1RAI
50420,100,10,10,20,916,100000,1.0,40.0,0,Mu1-unconst,1RAI
6463,10,5,10,23,410,1000,1.0,0.0,0,Mu1-unconst,1RAI
6939,10,5,10,24,301,1000,1.0,0.0,0,Mu1-unconst,1RAI
6819,10,1,10,24,1000,1000,0.959428,2.0,0,Mu1-unconst,1RAI
7435,10,5,10,25,173,1000,1.0,0.0,0,Mu1-unconst,1RAI
2771,25,3,10,3,457,6250,1.0,7.0,0,Mu1-unconst,1RAI
4142,25,1,10,8,481,6250,1.0,15.0,8,Mu1-unconst,1RAI
14782,25,5,10,22,419,6250,1.0,3.0,0,Mu1-unconst,1RAI
7951,10,5,10,26,554,1000,1.0,0.0,0,Mu1-unconst,1RAI
7311,10,1,10,25,1000,1000,0.959428,2.0,0,Mu1-unconst,1RAI
8487,10,5,10,27,289,1000,1.0,0.0,0,Mu1-unconst,1RAI
2950,25,3,10,4,375,6250,1.0,7.0,0,Mu1-unconst,1RAI
9043,10,5,10,28,169,1000,1.0,0.0,0,Mu1-unconst,1RAI
4569,25,1,10,9,457,6250,1.0,14.0,6,Mu1-unconst,1RAI
7823,10,1,10,26,1000,1000,0.959428,3.0,0,Mu1-unconst,1RAI
14915,50,3,10,14,1040,25000,1.0,27.0,7,Mu1-unconst,1RAI
5994,50,10,10,4,426,25000,1.0,8.0,0,Mu1-unconst,1RAI
9619,10,5,10,29,316,1000,1.0,0.0,0,Mu1-unconst,1RAI
8355,10,1,10,27,1000,1000,0.956177,2.0,0,Mu1-unconst,1RAI
5859,50,1,10,4,916,25000,1.0,41.0,22,Mu1-unconst,1RAI
3179,25,3,10,5,469,6250,1.0,4.0,0,Mu1-unconst,1RAI
8907,10,1,10,28,1000,1000,0.95031,4.0,0,Mu1-unconst,1RAI
5046,25,1,10,10,673,6250,1.0,16.0,8,Mu1-unconst,1RAI
15913,25,5,10,23,950,6250,1.0,3.0,0,Mu1-unconst,1RAI
9479,10,1,10,29,1000,1000,0.956177,2.0,1,Mu1-unconst,1RAI
3458,25,3,10,6,549,6250,1.0,5.0,0,Mu1-unconst,1RAI
1019,10,3,10,0,626,1000,1.0,0.0,0,Mu1-unconst,1RAI
5573,25,1,10,11,622,6250,1.0,16.0,7,Mu1-unconst,1RAI
1033,10,3,10,1,817,1000,1.0,0.0,0,Mu1-unconst,1RAI
17094,25,5,10,24,434,6250,1.0,3.0,0,Mu1-unconst,1RAI
6150,25,1,10,12,577,6250,1.0,14.0,3,Mu1-unconst,1RAI
6311,50,1,10,5,592,25000,1.0,42.0,24,Mu1-unconst,1RAI
3787,25,3,10,7,560,6250,1.0,5.0,0,Mu1-unconst,1RAI
1067,10,3,10,2,598,1000,1.0,0.0,0,Mu1-unconst,1RAI
16369,50,3,10,15,613,25000,1.0,27.0,6,Mu1-unconst,1RAI
6777,25,1,10,13,299,6250,1.0,17.0,8,Mu1-unconst,1RAI
4166,25,3,10,8,341,6250,1.0,7.0,0,Mu1-unconst,1RAI
1121,10,3,10,3,1000,1000,0.983437,1.0,0,Mu1-unconst,1RAI
18325,25,5,10,25,552,6250,1.0,2.0,0,Mu1-unconst,1RAI
7454,25,1,10,14,368,6250,1.0,16.0,6,Mu1-unconst,1RAI
10101,100,1,10,0,941,100000,1.0,92.0,66,Mu1-unconst,1RAI
4595,25,3,10,9,341,6250,1.0,6.0,0,Mu1-unconst,1RAI
1195,10,3,10,4,1000,1000,0.983437,1.0,0,Mu1-unconst,1RAI
8181,25,1,10,15,360,6250,1.0,16.0,8,Mu1-unconst,1RAI
1289,10,3,10,5,792,1000,1.0,0.0,0,Mu1-unconst,1RAI
19606,25,5,10,26,553,6250,1.0,4.0,0,Mu1-unconst,1RAI
8958,25,1,10,16,377,6250,1.0,17.0,6,Mu1-unconst,1RAI
1403,10,3,10,6,695,1000,1.0,0.0,0,Mu1-unconst,1RAI
6863,50,1,10,6,820,25000,1.0,39.0,22,Mu1-unconst,1RAI
1537,10,3,10,7,1000,1000,0.983437,0.0,0,Mu1-unconst,1RAI
17923,50,3,10,16,581,25000,1.0,23.0,6,Mu1-unconst,1RAI
20937,25,5,10,27,400,6250,1.0,2.0,0,Mu1-unconst,1RAI
9785,25,1,10,17,674,6250,1.0,16.0,9,Mu1-unconst,1RAI
1691,10,3,10,8,323,1000,1.0,0.0,0,Mu1-unconst,1RAI
5074,25,3,10,10,1078,6250,1.0,6.0,0,Mu1-unconst,1RAI
1865,10,3,10,9,777,1000,1.0,0.0,0,Mu1-unconst,1RAI
6455,50,10,10,5,891,25000,1.0,7.0,0,Mu1-unconst,1RAI
5603,25,3,10,11,320,6250,1.0,5.0,0,Mu1-unconst,1RAI
22318,25,5,10,28,514,6250,1.0,2.0,0,Mu1-unconst,1RAI
10662,25,1,10,18,701,6250,1.0,15.0,8,Mu1-unconst,1RAI
2059,10,3,10,10,1000,1000,0.983437,0.0,0,Mu1-unconst,1RAI
23749,25,5,10,29,205,6250,1.0,4.0,0,Mu1-unconst,1RAI
7515,50,1,10,7,519,25000,1.0,40.0,27,Mu1-unconst,1RAI
10231,100,5,10,1,860,100000,1.0,66.0,18,Mu1-unconst,1RAI
2273,10,3,10,11,1000,1000,0.983437,0.0,0,Mu1-unconst,1RAI
2625,25,10,10,0,207,6250,1.0,0.0,0,Mu1-unconst,1RAI
11589,25,1,10,19,685,6250,1.0,17.0,10,Mu1-unconst,1RAI
6182,25,3,10,12,803,6250,1.0,6.0,0,Mu1-unconst,1RAI
2507,10,3,10,12,1000,1000,0.983437,0.0,0,Mu1-unconst,1RAI
54531,100,10,10,21,619,100000,1.0,40.0,0,Mu1-unconst,1RAI
2761,10,3,10,13,729,1000,1.0,0.0,0,Mu1-unconst,1RAI
2661,25,10,10,1,450,6250,1.0,0.0,0,Mu1-unconst,1RAI
3035,10,3,10,14,728,1000,1.0,0.0,0,Mu1-unconst,1RAI
7016,50,10,10,6,410,25000,1.0,11.0,0,Mu1-unconst,1RAI
2747,25,10,10,2,197,6250,1.0,2.0,0,Mu1-unconst,1RAI
3329,10,3,10,15,595,1000,1.0,0.0,0,Mu1-unconst,1RAI
6811,25,3,10,13,778,6250,1.0,6.0,0,Mu1-unconst,1RAI
3643,10,3,10,16,538,1000,1.0,1.0,0,Mu1-unconst,1RAI
19577,50,3,10,17,935,25000,1.0,26.0,2,Mu1-unconst,1RAI
2883,25,10,10,3,249,6250,1.0,0.0,0,Mu1-unconst,1RAI
7490,25,3,10,14,410,6250,1.0,6.0,0,Mu1-unconst,1RAI
3977,10,3,10,17,794,1000,1.0,0.0,0,Mu1-unconst,1RAI
4331,10,3,10,18,406,1000,1.0,0.0,0,Mu1-unconst,1RAI
8267,50,1,10,8,974,25000,1.0,41.0,27,Mu1-unconst,1RAI
4705,10,3,10,19,379,1000,1.0,1.0,0,Mu1-unconst,1RAI
8219,25,3,10,15,524,6250,1.0,9.0,0,Mu1-unconst,1RAI
3069,25,10,10,4,523,6250,1.0,0.0,0,Mu1-unconst,1RAI
8998,25,3,10,16,397,6250,1.0,8.0,0,Mu1-unconst,1RAI
3305,25,10,10,5,479,6250,1.0,1.0,0,Mu1-unconst,1RAI
9119,50,1,10,9,592,25000,1.0,41.0,23,Mu1-unconst,1RAI
7677,50,10,10,7,468,25000,1.0,9.0,0,Mu1-unconst,1RAI
9827,25,3,10,17,828,6250,1.0,6.0,0,Mu1-unconst,1RAI
3591,25,10,10,6,432,6250,1.0,0.0,0,Mu1-unconst,1RAI
21331,50,3,10,18,844,25000,1.0,28.0,10,Mu1-unconst,1RAI
10071,50,1,10,10,437,25000,1.0,41.0,25,Mu1-unconst,1RAI
3927,25,10,10,7,288,6250,1.0,0.0,0,Mu1-unconst,1RAI
10203,100,1,10,1,1034,100000,1.0,90.0,71,Mu1-unconst,1RAI
10706,25,3,10,18,537,6250,1.0,4.0,0,Mu1-unconst,1RAI
4313,25,10,10,8,347,6250,1.0,1.0,0,Mu1-unconst,1RAI
4749,25,10,10,9,201,6250,1.0,0.0,0,Mu1-unconst,1RAI
11635,25,3,10,19,688,6250,1.0,5.0,0,Mu1-unconst,1RAI
22223,100,1,10,11,1967,100000,1.0,90.0,68,Mu1-unconst,1RAI
11123,50,1,10,11,583,25000,1.0,41.0,24,Mu1-unconst,1RAI
23185,50,3,10,19,546,25000,1.0,30.0,8,Mu1-unconst,1RAI
8438,50,10,10,8,530,25000,1.0,5.0,0,Mu1-unconst,1RAI
12614,25,3,10,20,416,6250,1.0,7.0,0,Mu1-unconst,1RAI
5235,25,10,10,10,431,6250,1.0,1.0,0,Mu1-unconst,1RAI
13643,25,3,10,21,271,6250,1.0,5.0,0,Mu1-unconst,1RAI
5771,25,10,10,11,164,6250,1.0,2.0,0,Mu1-unconst,1RAI
6357,25,10,10,12,218,6250,1.0,1.0,0,Mu1-unconst,1RAI
12275,50,1,10,12,560,25000,1.0,40.0,25,Mu1-unconst,1RAI
14722,25,3,10,22,545,6250,1.0,7.0,0,Mu1-unconst,1RAI
15851,25,3,10,23,436,6250,1.0,8.0,0,Mu1-unconst,1RAI
9299,50,10,10,9,366,25000,1.0,11.0,0,Mu1-unconst,1RAI
6993,25,10,10,13,528,6250,1.0,0.0,0,Mu1-unconst,1RAI
7679,25,10,10,14,217,6250,1.0,0.0,0,Mu1-unconst,1RAI
17030,25,3,10,24,384,6250,1.0,8.0,0,Mu1-unconst,1RAI
8415,25,10,10,15,125,6250,1.0,1.0,0,Mu1-unconst,1RAI
13527,50,1,10,13,647,25000,1.0,40.0,23,Mu1-unconst,1RAI
18259,25,3,10,25,347,6250,1.0,8.0,0,Mu1-unconst,1RAI
10505,100,1,10,2,579,100000,1.0,90.0,68,Mu1-unconst,1RAI
19538,25,3,10,26,379,6250,1.0,7.0,0,Mu1-unconst,1RAI
9201,25,10,10,16,468,6250,1.0,0.0,0,Mu1-unconst,1RAI
20867,25,3,10,27,285,6250,1.0,8.0,0,Mu1-unconst,1RAI
10037,25,10,10,17,301,6250,1.0,2.0,0,Mu1-unconst,1RAI
25139,50,3,10,20,1285,25000,1.0,30.0,12,Mu1-unconst,1RAI
10537,100,5,10,2,1134,100000,1.0,62.0,19,Mu1-unconst,1RAI
22246,25,3,10,28,331,6250,1.0,6.0,0,Mu1-unconst,1RAI
10260,50,10,10,10,455,25000,1.0,8.0,0,Mu1-unconst,1RAI
14879,50,1,10,14,706,25000,1.0,41.0,24,Mu1-unconst,1RAI
10923,25,10,10,18,183,6250,1.0,0.0,0,Mu1-unconst,1RAI
23675,25,3,10,29,481,6250,1.0,6.0,0,Mu1-unconst,1RAI
11859,25,10,10,19,282,6250,1.0,0.0,0,Mu1-unconst,1RAI
2550,25,5,10,0,405,6250,1.0,4.0,0,Mu1-unconst,1RAI
16331,50,1,10,15,512,25000,1.0,41.0,25,Mu1-unconst,1RAI
12845,25,10,10,20,404,6250,1.0,0.0,0,Mu1-unconst,1RAI
24525,100,1,10,12,812,100000,1.0,89.0,68,Mu1-unconst,1RAI
2581,25,5,10,1,418,6250,1.0,2.0,0,Mu1-unconst,1RAI
13881,25,10,10,21,599,6250,1.0,0.0,0,Mu1-unconst,1RAI
11321,50,10,10,11,472,25000,1.0,6.0,0,Mu1-unconst,1RAI
2662,25,5,10,2,372,6250,1.0,5.0,0,Mu1-unconst,1RAI
17883,50,1,10,16,554,25000,1.0,41.0,26,Mu1-unconst,1RAI
14967,25,10,10,22,232,6250,1.0,1.0,0,Mu1-unconst,1RAI
27193,50,3,10,21,961,25000,1.0,26.0,3,Mu1-unconst,1RAI
16103,25,10,10,23,258,6250,1.0,1.0,0,Mu1-unconst,1RAI
11007,100,1,10,3,652,100000,1.0,91.0,68,Mu1-unconst,1RAI
19535,50,1,10,17,398,25000,1.0,42.0,26,Mu1-unconst,1RAI
2793,25,5,10,3,1032,6250,1.0,5.0,0,Mu1-unconst,1RAI
2974,25,5,10,4,342,6250,1.0,3.0,0,Mu1-unconst,1RAI
29347,50,3,10,22,549,25000,1.0,29.0,9,Mu1-unconst,1RAI
17289,25,10,10,24,923,6250,1.0,2.0,0,Mu1-unconst,1RAI
3205,25,5,10,5,199,6250,1.0,2.0,0,Mu1-unconst,1RAI
3486,25,5,10,6,478,6250,1.0,3.0,0,Mu1-unconst,1RAI
12482,50,10,10,12,670,25000,1.0,5.0,0,Mu1-unconst,1RAI
58842,100,10,10,22,1351,100000,1.0,32.0,0,Mu1-unconst,1RAI
18525,25,10,10,25,649,6250,1.0,0.0,0,Mu1-unconst,1RAI
21287,50,1,10,18,1134,25000,1.0,41.0,24,Mu1-unconst,1RAI
3817,25,5,10,7,571,6250,1.0,3.0,0,Mu1-unconst,1RAI
31601,50,3,10,23,630,25000,1.0,28.0,4,Mu1-unconst,1RAI
19811,25,10,10,26,503,6250,1.0,1.0,0,Mu1-unconst,1RAI
4198,25,5,10,8,569,6250,1.0,2.0,0,Mu1-unconst,1RAI
21147,25,10,10,27,405,6250,1.0,0.0,0,Mu1-unconst,1RAI
13743,50,10,10,13,390,25000,1.0,8.0,0,Mu1-unconst,1RAI
23139,50,1,10,19,723,25000,1.0,40.0,24,Mu1-unconst,1RAI
22533,25,10,10,28,242,6250,1.0,0.0,0,Mu1-unconst,1RAI
4629,25,5,10,9,588,6250,1.0,5.0,0,Mu1-unconst,1RAI
23969,25,10,10,29,205,6250,1.0,2.0,0,Mu1-unconst,1RAI
27027,100,1,10,13,904,100000,1.0,92.0,66,Mu1-unconst,1RAI
25091,50,1,10,20,593,25000,1.0,38.0,25,Mu1-unconst,1RAI
11043,100,5,10,3,1050,100000,1.0,61.0,15,Mu1-unconst,1RAI
15104,50,10,10,14,366,25000,1.0,7.0,0,Mu1-unconst,1RAI
33955,50,3,10,24,1183,25000,1.0,28.0,8,Mu1-unconst,1RAI
27143,50,1,10,21,614,25000,1.0,39.0,27,Mu1-unconst,1RAI
11709,100,1,10,4,1134,100000,1.0,91.0,71,Mu1-unconst,1RAI
36409,50,3,10,25,469,25000,1.0,24.0,4,Mu1-unconst,1RAI
16565,50,10,10,15,502,25000,1.0,7.0,0,Mu1-unconst,1RAI
29295,50,1,10,22,740,25000,1.0,41.0,20,Mu1-unconst,1RAI
31547,50,1,10,23,458,25000,1.0,42.0,25,Mu1-unconst,1RAI
38963,50,3,10,26,783,25000,1.0,27.0,7,Mu1-unconst,1RAI
18126,50,10,10,16,513,25000,1.0,8.0,0,Mu1-unconst,1RAI
33899,50,1,10,24,560,25000,1.0,39.0,20,Mu1-unconst,1RAI
29729,100,1,10,14,989,100000,1.0,90.0,70,Mu1-unconst,1RAI
36351,50,1,10,25,563,25000,1.0,41.0,28,Mu1-unconst,1RAI
41617,50,3,10,27,663,25000,1.0,28.0,10,Mu1-unconst,1RAI
19787,50,10,10,17,540,25000,1.0,11.0,0,Mu1-unconst,1RAI
12611,100,1,10,5,871,100000,1.0,91.0,71,Mu1-unconst,1RAI
38903,50,1,10,26,833,25000,1.0,41.0,27,Mu1-unconst,1RAI
44371,50,3,10,28,770,25000,1.0,23.0,5,Mu1-unconst,1RAI
11749,100,5,10,4,1121,100000,1.0,65.0,24,Mu1-unconst,1RAI
18360,25,10,25,10,3826,15625,1.0,0.0,0,Mu1-unconst,1RAI
41555,50,1,10,27,617,25000,1.0,40.0,22,Mu1-unconst,1RAI
44307,50,1,10,28,429,25000,1.0,42.0,27,Mu1-unconst,1RAI
47225,50,3,10,29,567,25000,1.0,26.0,4,Mu1-unconst,1RAI
21548,50,10,10,18,870,25000,1.0,5.0,0,Mu1-unconst,1RAI
47159,50,1,10,29,487,25000,1.0,40.0,25,Mu1-unconst,1RAI
32631,100,1,10,15,836,100000,1.0,92.0,69,Mu1-unconst,1RAI
5075,50,5,10,0,630,25000,1.0,20.0,0,Mu1-unconst,1RAI
23409,50,10,10,19,595,25000,1.0,8.0,0,Mu1-unconst,1RAI
5131,50,5,10,1,340,25000,1.0,17.0,0,Mu1-unconst,1RAI
5059,50,3,10,0,760,25000,1.0,29.0,9,Mu1-unconst,1RAI
13713,100,1,10,6,915,100000,1.0,89.0,68,Mu1-unconst,1RAI
63353,100,10,10,23,1739,100000,1.0,39.0,0,Mu1-unconst,1RAI
5113,50,3,10,1,575,25000,1.0,29.0,6,Mu1-unconst,1RAI
25370,50,10,10,20,532,25000,1.0,9.0,0,Mu1-unconst,1RAI
5287,50,5,10,2,829,25000,1.0,14.0,0,Mu1-unconst,1RAI
35733,100,1,10,16,801,100000,1.0,92.0,67,Mu1-unconst,1RAI
5267,50,3,10,2,682,25000,1.0,26.0,3,Mu1-unconst,1RAI
5543,50,5,10,3,389,25000,1.0,15.0,0,Mu1-unconst,1RAI
5521,50,3,10,3,596,25000,1.0,30.0,9,Mu1-unconst,1RAI
27431,50,10,10,21,793,25000,1.0,5.0,0,Mu1-unconst,1RAI
5875,50,3,10,4,481,25000,1.0,26.0,5,Mu1-unconst,1RAI
68064,100,10,10,24,653,100000,1.0,41.0,0,Mu1-unconst,1RAI
