seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,algorithm,mutation
250537,100,5,50,2,34117,500000,1.0,62.0,19,Mu1-unconst,1RAI
149407,50,5,50,22,125000,125000,0.997265,14.0,0,Mu1-unconst,1RAI
132307,50,3,50,12,125000,125000,0.995263,26.0,8,Mu1-unconst,1RAI
294531,100,10,50,21,39245,500000,1.0,39.0,0,Mu1-unconst,1RAI
251043,100,5,50,3,42867,500000,1.0,61.0,22,Mu1-unconst,1RAI
133561,50,3,50,13,125000,125000,0.995521,24.0,6,Mu1-unconst,1RAI
151663,50,5,50,23,125000,125000,0.997143,15.0,0,Mu1-unconst,1RAI
298842,100,10,50,22,39558,500000,1.0,39.0,0,Mu1-unconst,1RAI
251749,100,5,50,4,39399,500000,1.0,63.0,23,Mu1-unconst,1RAI
303353,100,10,50,23,29642,500000,1.0,41.0,6,Mu1-unconst,1RAI
134915,50,3,50,14,125000,125000,0.995335,24.0,7,Mu1-unconst,1RAI
154019,50,5,50,24,125000,125000,0.997458,18.0,0,Mu1-unconst,1RAI
252655,100,5,50,5,40417,500000,1.0,61.0,16,Mu1-unconst,1RAI
308064,100,10,50,24,34953,500000,1.0,36.0,0,Mu1-unconst,1RAI
253761,100,5,50,6,31109,500000,1.0,55.0,17,Mu1-unconst,1RAI
136369,50,3,50,15,125000,125000,0.995087,28.0,9,Mu1-unconst,1RAI
156475,50,5,50,25,125000,125000,0.997392,15.0,0,Mu1-unconst,1RAI
312975,100,10,50,25,31717,500000,1.0,36.0,0,Mu1-unconst,1RAI
255067,100,5,50,7,37263,500000,1.0,61.0,23,Mu1-unconst,1RAI
137923,50,3,50,16,125000,125000,0.995299,25.0,7,Mu1-unconst,1RAI
159031,50,5,50,26,125000,125000,0.997143,15.0,0,Mu1-unconst,1RAI
318086,100,10,50,26,36962,500000,1.0,36.0,0,Mu1-unconst,1RAI
256573,100,5,50,8,40509,500000,1.0,56.0,13,Mu1-unconst,1RAI
139577,50,3,50,17,125000,125000,0.99495,26.0,7,Mu1-unconst,1RAI
258279,100,5,50,9,33466,500000,1.0,60.0,17,Mu1-unconst,1RAI
161687,50,5,50,27,125000,125000,0.997085,16.0,0,Mu1-unconst,1RAI
323397,100,10,50,27,34327,500000,1.0,37.0,0,Mu1-unconst,1RAI
141331,50,3,50,18,125000,125000,0.995559,28.0,9,Mu1-unconst,1RAI
164443,50,5,50,28,125000,125000,0.997204,13.0,0,Mu1-unconst,1RAI
328908,100,10,50,28,45342,500000,1.0,35.0,0,Mu1-unconst,1RAI
143185,50,3,50,19,125000,125000,0.995483,27.0,11,Mu1-unconst,1RAI
334619,100,10,50,29,26332,500000,1.0,35.0,0,Mu1-unconst,1RAI
167299,50,5,50,29,125000,125000,0.996915,16.0,0,Mu1-unconst,1RAI
125150,50,10,50,0,88967,125000,1.0,8.0,0,Mu1-unconst,1RAI
125211,50,10,50,1,107174,125000,1.0,9.0,0,Mu1-unconst,1RAI
125372,50,10,50,2,73282,125000,1.0,9.0,0,Mu1-unconst,1RAI
125633,50,10,50,3,125000,125000,0.999417,7.0,0,Mu1-unconst,1RAI
125994,50,10,50,4,69950,125000,1.0,7.0,0,Mu1-unconst,1RAI
126455,50,10,50,5,125000,125000,0.999417,4.0,0,Mu1-unconst,1RAI
127016,50,10,50,6,66003,125000,1.0,5.0,0,Mu1-unconst,1RAI
127677,50,10,50,7,61391,125000,1.0,6.0,0,Mu1-unconst,1RAI
128438,50,10,50,8,88632,125000,1.0,6.0,0,Mu1-unconst,1RAI
129299,50,10,50,9,67680,125000,1.0,7.0,0,Mu1-unconst,1RAI
514,5,3,10,0,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
5110,25,5,10,10,173,6250,1.0,2.0,0,Mu1-unconst,XRAI_2.000000
1011,10,1,10,0,1000,1000,0.945065,3.0,0,Mu1-unconst,XRAI_2.000000
5099,10,3,10,20,1000,1000,0.983437,0.0,0,Mu1-unconst,XRAI_2.000000
523,5,3,10,1,120,250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
12566,25,1,10,20,949,6250,1.0,17.0,8,Mu1-unconst,XRAI_2.000000
1023,10,1,10,1,1000,1000,0.953151,1.0,0,Mu1-unconst,XRAI_2.000000
542,5,3,10,2,148,250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
10099,50,3,10,10,370,25000,1.0,27.0,7,Mu1-unconst,XRAI_2.000000
5513,10,3,10,21,1000,1000,0.983437,0.0,0,Mu1-unconst,XRAI_2.000000
5641,25,5,10,11,551,6250,1.0,3.0,0,Mu1-unconst,XRAI_2.000000
1055,10,1,10,2,1000,1000,0.947622,2.0,0,Mu1-unconst,XRAI_2.000000
571,5,3,10,3,158,250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
5150,50,10,10,0,418,25000,1.0,8.0,0,Mu1-unconst,XRAI_2.000000
13593,25,1,10,21,806,6250,1.0,14.0,4,Mu1-unconst,XRAI_2.000000
610,5,3,10,4,126,250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
5947,10,3,10,22,789,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
1107,10,1,10,3,1000,1000,0.959428,2.0,0,Mu1-unconst,XRAI_2.000000
6222,25,5,10,12,232,6250,1.0,4.0,0,Mu1-unconst,XRAI_2.000000
659,5,3,10,5,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
718,5,3,10,6,134,250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
6401,10,3,10,23,798,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
1179,10,1,10,4,1000,1000,0.959428,1.0,1,Mu1-unconst,XRAI_2.000000
6853,25,5,10,13,268,6250,1.0,3.0,0,Mu1-unconst,XRAI_2.000000
20121,100,1,10,10,477,100000,1.0,92.0,67,Mu1-unconst,XRAI_2.000000
787,5,3,10,7,224,250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
11153,50,3,10,11,562,25000,1.0,25.0,3,Mu1-unconst,XRAI_2.000000
14670,25,1,10,22,1259,6250,1.0,17.0,9,Mu1-unconst,XRAI_2.000000
866,5,3,10,8,179,250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
1271,10,1,10,5,1000,1000,0.953151,1.0,0,Mu1-unconst,XRAI_2.000000
6875,10,3,10,24,1000,1000,0.983437,0.0,0,Mu1-unconst,XRAI_2.000000
955,5,3,10,9,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
5211,50,10,10,1,357,25000,1.0,7.0,0,Mu1-unconst,XRAI_2.000000
7534,25,5,10,14,381,6250,1.0,2.0,0,Mu1-unconst,XRAI_2.000000
1054,5,3,10,10,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
1383,10,1,10,6,1000,1000,0.947622,2.0,0,Mu1-unconst,XRAI_2.000000
15797,25,1,10,23,485,6250,1.0,18.0,9,Mu1-unconst,XRAI_2.000000
7369,10,3,10,25,1000,1000,0.976576,0.0,0,Mu1-unconst,XRAI_2.000000
1163,5,3,10,11,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
1282,5,3,10,12,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
1515,10,1,10,7,1000,1000,0.95031,3.0,1,Mu1-unconst,XRAI_2.000000
1411,5,3,10,13,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
7883,10,3,10,26,1000,1000,0.976576,0.0,0,Mu1-unconst,XRAI_2.000000
8265,25,5,10,15,558,6250,1.0,6.0,0,Mu1-unconst,XRAI_2.000000
1550,5,3,10,14,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
1667,10,1,10,8,1000,1000,0.953151,2.0,0,Mu1-unconst,XRAI_2.000000
5051,50,1,10,0,605,25000,1.0,40.0,26,Mu1-unconst,XRAI_2.000000
16974,25,1,10,24,884,6250,1.0,16.0,8,Mu1-unconst,XRAI_2.000000
1699,5,3,10,15,202,250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
8417,10,3,10,27,1000,1000,0.976576,0.0,0,Mu1-unconst,XRAI_2.000000
1858,5,3,10,16,178,250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
9046,25,5,10,16,269,6250,1.0,3.0,0,Mu1-unconst,XRAI_2.000000
1839,10,1,10,9,1000,1000,0.95031,1.0,0,Mu1-unconst,XRAI_2.000000
12307,50,3,10,12,636,25000,1.0,26.0,6,Mu1-unconst,XRAI_2.000000
2027,5,3,10,17,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
2206,5,3,10,18,188,250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
8971,10,3,10,28,1000,1000,0.983437,0.0,0,Mu1-unconst,XRAI_2.000000
2031,10,1,10,10,1000,1000,0.953151,3.0,1,Mu1-unconst,XRAI_2.000000
2395,5,3,10,19,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
9877,25,5,10,17,425,6250,1.0,2.0,0,Mu1-unconst,XRAI_2.000000
2594,5,3,10,20,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
5372,50,10,10,2,481,25000,1.0,8.0,0,Mu1-unconst,XRAI_2.000000
10125,100,5,10,0,734,100000,1.0,63.0,21,Mu1-unconst,XRAI_2.000000
5103,50,1,10,1,460,25000,1.0,42.0,29,Mu1-unconst,XRAI_2.000000
18201,25,1,10,25,1140,6250,1.0,13.0,4,Mu1-unconst,XRAI_2.000000
2243,10,1,10,11,1000,1000,0.95031,2.0,1,Mu1-unconst,XRAI_2.000000
2803,5,3,10,21,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
9545,10,3,10,29,1000,1000,0.976576,0.0,0,Mu1-unconst,XRAI_2.000000
3022,5,3,10,22,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
1035,10,5,10,0,196,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
10758,25,5,10,18,349,6250,1.0,2.0,0,Mu1-unconst,XRAI_2.000000
3251,5,3,10,23,122,250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
2475,10,1,10,12,1000,1000,0.947622,2.0,0,Mu1-unconst,XRAI_2.000000
22223,100,1,10,11,496,100000,1.0,90.0,68,Mu1-unconst,XRAI_2.000000
1051,10,5,10,1,162,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
3490,5,3,10,24,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
3739,5,3,10,25,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
2526,25,1,10,0,572,6250,1.0,17.0,8,Mu1-unconst,XRAI_2.000000
1087,10,5,10,2,357,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
11689,25,5,10,19,311,6250,1.0,7.0,0,Mu1-unconst,XRAI_2.000000
2727,10,1,10,13,1000,1000,0.95031,2.0,0,Mu1-unconst,XRAI_2.000000
3998,5,3,10,26,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
19478,25,1,10,26,905,6250,1.0,15.0,6,Mu1-unconst,XRAI_2.000000
50420,100,10,10,20,734,100000,1.0,39.0,0,Mu1-unconst,XRAI_2.000000
1143,10,5,10,3,208,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
5633,50,10,10,3,254,25000,1.0,6.0,0,Mu1-unconst,XRAI_2.000000
4267,5,3,10,27,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
13561,50,3,10,13,650,25000,1.0,26.0,6,Mu1-unconst,XRAI_2.000000
5255,50,1,10,2,496,25000,1.0,43.0,28,Mu1-unconst,XRAI_2.000000
1219,10,5,10,4,18,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
2999,10,1,10,14,1000,1000,0.95031,4.0,0,Mu1-unconst,XRAI_2.000000
4546,5,3,10,28,250,250,0.947295,0.0,0,Mu1-unconst,XRAI_2.000000
1315,10,5,10,5,210,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
12670,25,5,10,20,373,6250,1.0,3.0,0,Mu1-unconst,XRAI_2.000000
4835,5,3,10,29,250,250,0.962732,0.0,0,Mu1-unconst,XRAI_2.000000
2553,25,1,10,1,936,6250,1.0,15.0,7,Mu1-unconst,XRAI_2.000000
3291,10,1,10,15,1000,1000,0.947622,2.0,0,Mu1-unconst,XRAI_2.000000
1431,10,5,10,6,504,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
20805,25,1,10,27,895,6250,1.0,18.0,10,Mu1-unconst,XRAI_2.000000
1567,10,5,10,7,498,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
3603,10,1,10,16,1000,1000,0.953151,1.0,0,Mu1-unconst,XRAI_2.000000
1723,10,5,10,8,394,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
1899,10,5,10,9,187,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
3935,10,1,10,17,1000,1000,0.947622,2.0,0,Mu1-unconst,XRAI_2.000000
14915,50,3,10,14,425,25000,1.0,26.0,7,Mu1-unconst,XRAI_2.000000
2095,10,5,10,10,91,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
13701,25,5,10,21,749,6250,1.0,4.0,0,Mu1-unconst,XRAI_2.000000
2311,10,5,10,11,196,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
4287,10,1,10,18,1000,1000,0.95031,3.0,2,Mu1-unconst,XRAI_2.000000
2547,10,5,10,12,421,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
5507,50,1,10,3,705,25000,1.0,42.0,26,Mu1-unconst,XRAI_2.000000
14782,25,5,10,22,378,6250,1.0,5.0,0,Mu1-unconst,XRAI_2.000000
22182,25,1,10,28,1166,6250,1.0,16.0,7,Mu1-unconst,XRAI_2.000000
2630,25,1,10,2,1553,6250,1.0,16.0,8,Mu1-unconst,XRAI_2.000000
5994,50,10,10,4,444,25000,1.0,9.0,0,Mu1-unconst,XRAI_2.000000
4659,10,1,10,19,1000,1000,0.953151,1.0,0,Mu1-unconst,XRAI_2.000000
2803,10,5,10,13,829,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
3079,10,5,10,14,239,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
5051,10,1,10,20,1000,1000,0.95031,2.0,0,Mu1-unconst,XRAI_2.000000
3375,10,5,10,15,172,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
10231,100,5,10,1,431,100000,1.0,66.0,18,Mu1-unconst,XRAI_2.000000
3691,10,5,10,16,226,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
15913,25,5,10,23,462,6250,1.0,1.0,0,Mu1-unconst,XRAI_2.000000
16369,50,3,10,15,413,25000,1.0,27.0,6,Mu1-unconst,XRAI_2.000000
5463,10,1,10,21,1000,1000,0.95031,3.0,1,Mu1-unconst,XRAI_2.000000
4027,10,5,10,17,344,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
4383,10,5,10,18,158,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
4759,10,5,10,19,276,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
2757,25,1,10,3,1120,6250,1.0,17.0,8,Mu1-unconst,XRAI_2.000000
5895,10,1,10,22,1000,1000,0.95031,3.0,0,Mu1-unconst,XRAI_2.000000
17094,25,5,10,24,304,6250,1.0,3.0,0,Mu1-unconst,XRAI_2.000000
5155,10,5,10,20,146,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
5571,10,5,10,21,423,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
6347,10,1,10,23,1000,1000,0.953151,2.0,0,Mu1-unconst,XRAI_2.000000
6007,10,5,10,22,316,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
18325,25,5,10,25,328,6250,1.0,3.0,0,Mu1-unconst,XRAI_2.000000
23609,25,1,10,29,1559,6250,1.0,17.0,9,Mu1-unconst,XRAI_2.000000
2934,25,1,10,4,624,6250,1.0,17.0,10,Mu1-unconst,XRAI_2.000000
5859,50,1,10,4,726,25000,1.0,41.0,22,Mu1-unconst,XRAI_2.000000
6463,10,5,10,23,268,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
6819,10,1,10,24,1000,1000,0.956177,2.0,0,Mu1-unconst,XRAI_2.000000
24525,100,1,10,12,635,100000,1.0,89.0,68,Mu1-unconst,XRAI_2.000000
6455,50,10,10,5,379,25000,1.0,7.0,0,Mu1-unconst,XRAI_2.000000
54531,100,10,10,21,360,100000,1.0,43.0,0,Mu1-unconst,XRAI_2.000000
6939,10,5,10,24,215,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
17923,50,3,10,16,379,25000,1.0,23.0,6,Mu1-unconst,XRAI_2.000000
19606,25,5,10,26,293,6250,1.0,3.0,0,Mu1-unconst,XRAI_2.000000
7435,10,5,10,25,414,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
7311,10,1,10,25,1000,1000,0.95031,3.0,0,Mu1-unconst,XRAI_2.000000
7951,10,5,10,26,211,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
2534,25,3,10,0,458,6250,1.0,7.0,0,Mu1-unconst,XRAI_2.000000
8487,10,5,10,27,384,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
7823,10,1,10,26,1000,1000,0.947622,3.0,0,Mu1-unconst,XRAI_2.000000
20937,25,5,10,27,339,6250,1.0,1.0,0,Mu1-unconst,XRAI_2.000000
9043,10,5,10,28,264,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
9619,10,5,10,29,131,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
8355,10,1,10,27,1000,1000,0.95031,2.0,0,Mu1-unconst,XRAI_2.000000
10101,100,1,10,0,570,100000,1.0,91.0,66,Mu1-unconst,XRAI_2.000000
8907,10,1,10,28,1000,1000,0.966873,3.0,0,Mu1-unconst,XRAI_2.000000
7016,50,10,10,6,311,25000,1.0,11.0,0,Mu1-unconst,XRAI_2.000000
2563,25,3,10,1,919,6250,1.0,6.0,0,Mu1-unconst,XRAI_2.000000
9479,10,1,10,29,1000,1000,0.953151,3.0,1,Mu1-unconst,XRAI_2.000000
6311,50,1,10,5,725,25000,1.0,41.0,24,Mu1-unconst,XRAI_2.000000
22318,25,5,10,28,761,6250,1.0,2.0,0,Mu1-unconst,XRAI_2.000000
1019,10,3,10,0,470,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
1033,10,3,10,1,373,1000,1.0,1.0,0,Mu1-unconst,XRAI_2.000000
19577,50,3,10,17,633,25000,1.0,25.0,2,Mu1-unconst,XRAI_2.000000
23749,25,5,10,29,264,6250,1.0,4.0,0,Mu1-unconst,XRAI_2.000000
3161,25,1,10,5,2514,6250,1.0,14.0,4,Mu1-unconst,XRAI_2.000000
2642,25,3,10,2,562,6250,1.0,5.0,0,Mu1-unconst,XRAI_2.000000
2625,25,10,10,0,172,6250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
1067,10,3,10,2,1000,1000,0.983437,0.0,0,Mu1-unconst,XRAI_2.000000
2661,25,10,10,1,110,6250,1.0,1.0,0,Mu1-unconst,XRAI_2.000000
7677,50,10,10,7,265,25000,1.0,11.0,0,Mu1-unconst,XRAI_2.000000
2771,25,3,10,3,413,6250,1.0,8.0,0,Mu1-unconst,XRAI_2.000000
1121,10,3,10,3,1000,1000,0.983437,1.0,0,Mu1-unconst,XRAI_2.000000
3438,25,1,10,6,1005,6250,1.0,16.0,8,Mu1-unconst,XRAI_2.000000
2747,25,10,10,2,310,6250,1.0,2.0,0,Mu1-unconst,XRAI_2.000000
21331,50,3,10,18,370,25000,1.0,29.0,10,Mu1-unconst,XRAI_2.000000
1195,10,3,10,4,1000,1000,0.983437,0.0,0,Mu1-unconst,XRAI_2.000000
6863,50,1,10,6,741,25000,1.0,38.0,22,Mu1-unconst,XRAI_2.000000
2950,25,3,10,4,611,6250,1.0,6.0,0,Mu1-unconst,XRAI_2.000000
1289,10,3,10,5,1000,1000,0.976576,0.0,0,Mu1-unconst,XRAI_2.000000
2883,25,10,10,3,422,6250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
8438,50,10,10,8,291,25000,1.0,8.0,0,Mu1-unconst,XRAI_2.000000
1403,10,3,10,6,708,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
3179,25,3,10,5,386,6250,1.0,6.0,0,Mu1-unconst,XRAI_2.000000
3765,25,1,10,7,1146,6250,1.0,18.0,9,Mu1-unconst,XRAI_2.000000
23185,50,3,10,19,309,25000,1.0,28.0,8,Mu1-unconst,XRAI_2.000000
3069,25,10,10,4,141,6250,1.0,1.0,0,Mu1-unconst,XRAI_2.000000
3305,25,10,10,5,194,6250,1.0,2.0,0,Mu1-unconst,XRAI_2.000000
1537,10,3,10,7,1000,1000,0.976576,0.0,0,Mu1-unconst,XRAI_2.000000
27027,100,1,10,13,667,100000,1.0,90.0,66,Mu1-unconst,XRAI_2.000000
10537,100,5,10,2,690,100000,1.0,62.0,19,Mu1-unconst,XRAI_2.000000
3458,25,3,10,6,522,6250,1.0,5.0,0,Mu1-unconst,XRAI_2.000000
1691,10,3,10,8,684,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
9299,50,10,10,9,178,25000,1.0,9.0,0,Mu1-unconst,XRAI_2.000000
3591,25,10,10,6,206,6250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
7515,50,1,10,7,623,25000,1.0,40.0,27,Mu1-unconst,XRAI_2.000000
4142,25,1,10,8,968,6250,1.0,16.0,8,Mu1-unconst,XRAI_2.000000
3927,25,10,10,7,158,6250,1.0,1.0,0,Mu1-unconst,XRAI_2.000000
10203,100,1,10,1,583,100000,1.0,90.0,71,Mu1-unconst,XRAI_2.000000
1865,10,3,10,9,1000,1000,0.983437,0.0,0,Mu1-unconst,XRAI_2.000000
3787,25,3,10,7,453,6250,1.0,5.0,0,Mu1-unconst,XRAI_2.000000
2059,10,3,10,10,915,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
4313,25,10,10,8,305,6250,1.0,1.0,0,Mu1-unconst,XRAI_2.000000
4569,25,1,10,9,817,6250,1.0,14.0,6,Mu1-unconst,XRAI_2.000000
58842,100,10,10,22,559,100000,1.0,32.0,0,Mu1-unconst,XRAI_2.000000
2273,10,3,10,11,787,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
4749,25,10,10,9,217,6250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
4166,25,3,10,8,676,6250,1.0,6.0,0,Mu1-unconst,XRAI_2.000000
25139,50,3,10,20,679,25000,1.0,30.0,12,Mu1-unconst,XRAI_2.000000
5235,25,10,10,10,117,6250,1.0,2.0,0,Mu1-unconst,XRAI_2.000000
8267,50,1,10,8,609,25000,1.0,42.0,27,Mu1-unconst,XRAI_2.000000
2507,10,3,10,12,888,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
5771,25,10,10,11,107,6250,1.0,2.0,0,Mu1-unconst,XRAI_2.000000
2761,10,3,10,13,450,1000,1.0,1.0,0,Mu1-unconst,XRAI_2.000000
10260,50,10,10,10,405,25000,1.0,10.0,0,Mu1-unconst,XRAI_2.000000
6357,25,10,10,12,196,6250,1.0,1.0,0,Mu1-unconst,XRAI_2.000000
3035,10,3,10,14,1000,1000,0.983437,0.0,0,Mu1-unconst,XRAI_2.000000
6993,25,10,10,13,165,6250,1.0,2.0,0,Mu1-unconst,XRAI_2.000000
4595,25,3,10,9,889,6250,1.0,5.0,0,Mu1-unconst,XRAI_2.000000
9119,50,1,10,9,412,25000,1.0,42.0,23,Mu1-unconst,XRAI_2.000000
3329,10,3,10,15,1000,1000,0.976576,0.0,0,Mu1-unconst,XRAI_2.000000
11321,50,10,10,11,221,25000,1.0,7.0,0,Mu1-unconst,XRAI_2.000000
5046,25,1,10,10,2217,6250,1.0,16.0,8,Mu1-unconst,XRAI_2.000000
7679,25,10,10,14,379,6250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
3643,10,3,10,16,1000,1000,0.983437,0.0,0,Mu1-unconst,XRAI_2.000000
5074,25,3,10,10,627,6250,1.0,7.0,0,Mu1-unconst,XRAI_2.000000
8415,25,10,10,15,189,6250,1.0,2.0,0,Mu1-unconst,XRAI_2.000000
27193,50,3,10,21,608,25000,1.0,28.0,3,Mu1-unconst,XRAI_2.000000
5573,25,1,10,11,594,6250,1.0,16.0,7,Mu1-unconst,XRAI_2.000000
3977,10,3,10,17,1000,1000,0.983437,0.0,0,Mu1-unconst,XRAI_2.000000
5603,25,3,10,11,248,6250,1.0,5.0,0,Mu1-unconst,XRAI_2.000000
10071,50,1,10,10,439,25000,1.0,41.0,25,Mu1-unconst,XRAI_2.000000
9201,25,10,10,16,235,6250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
4331,10,3,10,18,798,1000,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
10037,25,10,10,17,254,6250,1.0,2.0,0,Mu1-unconst,XRAI_2.000000
4705,10,3,10,19,1000,1000,0.983437,0.0,0,Mu1-unconst,XRAI_2.000000
6182,25,3,10,12,621,6250,1.0,5.0,0,Mu1-unconst,XRAI_2.000000
10923,25,10,10,18,269,6250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
6150,25,1,10,12,1388,6250,1.0,15.0,3,Mu1-unconst,XRAI_2.000000
11859,25,10,10,19,116,6250,1.0,2.0,0,Mu1-unconst,XRAI_2.000000
6811,25,3,10,13,442,6250,1.0,5.0,0,Mu1-unconst,XRAI_2.000000
29347,50,3,10,22,564,25000,1.0,28.0,9,Mu1-unconst,XRAI_2.000000
12482,50,10,10,12,522,25000,1.0,5.0,0,Mu1-unconst,XRAI_2.000000
6777,25,1,10,13,477,6250,1.0,17.0,8,Mu1-unconst,XRAI_2.000000
12845,25,10,10,20,231,6250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
63353,100,10,10,23,401,100000,1.0,38.0,0,Mu1-unconst,XRAI_2.000000
29729,100,1,10,14,798,100000,1.0,91.0,70,Mu1-unconst,XRAI_2.000000
11043,100,5,10,3,666,100000,1.0,59.0,15,Mu1-unconst,XRAI_2.000000
11123,50,1,10,11,851,25000,1.0,41.0,24,Mu1-unconst,XRAI_2.000000
7454,25,1,10,14,620,6250,1.0,16.0,6,Mu1-unconst,XRAI_2.000000
13881,25,10,10,21,383,6250,1.0,0.0,0,Mu1-unconst,XRAI_2.000000
10505,100,1,10,2,753,100000,1.0,90.0,68,Mu1-unconst,XRAI_2.000000
14967,25,10,10,22,180,6250,1.0,1.0,0,Mu1-unconst,XRAI_2.000000
31601,50,3,10,23,453,25000,1.0,26.0,4,Mu1-unconst,XRAI_2.000000
7490,25,3,10,14,1272,6250,1.0,6.0,0,Mu1-unconst,XRAI_2.000000
16103,25,10,10,23,286,6250,1.0,1.0,0,Mu1-unconst,XRAI_2.000000
8181,25,1,10,15,1400,6250,1.0,16.0,8,Mu1-unconst,XRAI_2.000000
17289,25,10,10,24,291,6250,1.0,2.0,0,Mu1-unconst,XRAI_2.000000
12275,50,1,10,12,665,25000,1.0,42.0,25,Mu1-unconst,XRAI_2.000000
18525,25,10,10,25,113,6250,1.0,1.0,0,Mu1-unconst,XRAI_2.000000
13743,50,10,10,13,529,25000,1.0,8.0,0,Mu1-unconst,XRAI_2.000000
8219,25,3,10,15,954,6250,1.0,8.0,0,Mu1-unconst,XRAI_2.000000
33955,50,3,10,24,398,25000,1.0,30.0,8,Mu1-unconst,XRAI_2.000000
19811,25,10,10,26,303,6250,1.0,1.0,0,Mu1-unconst,XRAI_2.000000
8998,25,3,10,16,436,6250,1.0,8.0,0,Mu1-unconst,XRAI_2.000000
