seed,n,m,mu,run,diversity,fitness,OPT,algorithm,mutation,alpha,rob_test_0,rob_test_1,init
51341,50,1,25,20,1.11022e-16,26,26,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
51341,50,1,25,20,0.993992,26,26,Mu1-const,XRAI_0.100000,0.3,33.0,-1.0,False
53393,50,1,25,21,1.11022e-16,26,26,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
53393,50,1,25,21,0.991922,26,26,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
55545,50,1,25,22,1.11022e-16,29,29,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
55545,50,1,25,22,0.992274,29,29,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
57797,50,1,25,23,1.11022e-16,24,24,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
57797,50,1,25,23,0.990002,24,24,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
60149,50,1,25,24,1.11022e-16,28,28,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
158903,50,1,50,26,0.985933,25,25,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
161555,50,1,50,27,0.0,23,23,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
125051,50,1,50,0,0.0,26,26,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
60149,50,1,25,24,0.99344,28,28,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
62601,50,1,25,25,1.11022e-16,27,27,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
62601,50,1,25,25,0.990873,27,27,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
65153,50,1,25,26,1.11022e-16,26,26,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
65153,50,1,25,26,0.99313,26,26,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
67805,50,1,25,27,1.11022e-16,22,22,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
67805,50,1,25,27,0.99344,22,22,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
70557,50,1,25,28,1.11022e-16,28,28,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
70557,50,1,25,28,0.990722,28,28,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
73409,50,1,25,29,1.11022e-16,27,27,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
73409,50,1,25,29,0.989728,27,27,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
161555,50,1,50,27,0.986189,23,23,Mu1-const,XRAI_0.100000,0.3,31.0,-1.0,False
164307,50,1,50,28,0.0,27,27,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
125051,50,1,50,0,0.985295,26,26,Mu1-const,XRAI_0.100000,0.3,33.0,-1.0,False
125103,50,1,50,1,0.0,27,27,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
164307,50,1,50,28,0.984739,27,27,Mu1-const,XRAI_0.100000,0.3,33.0,-1.0,False
167159,50,1,50,29,0.0,27,27,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
125103,50,1,50,1,0.984628,27,27,Mu1-const,XRAI_0.100000,0.3,33.0,-1.0,False
125255,50,1,50,2,0.0,25,25,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
125255,50,1,50,2,0.984606,25,25,Mu1-const,XRAI_0.100000,0.3,32.0,-1.0,False
125507,50,1,50,3,0.0,24,24,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
167159,50,1,50,29,0.985434,27,27,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
125507,50,1,50,3,0.983873,24,24,Mu1-const,XRAI_0.100000,0.3,31.0,-1.0,False
125859,50,1,50,4,0.0,26,26,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
125859,50,1,50,4,0.986463,26,26,Mu1-const,XRAI_0.100000,0.3,33.0,-1.0,False
126311,50,1,50,5,0.0,27,27,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
126311,50,1,50,5,0.985646,27,27,Mu1-const,XRAI_0.100000,0.3,33.0,-1.0,False
126863,50,1,50,6,0.0,26,26,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
126863,50,1,50,6,0.986152,26,26,Mu1-const,XRAI_0.100000,0.3,33.0,-1.0,False
127515,50,1,50,7,0.0,25,25,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
127515,50,1,50,7,0.983549,25,25,Mu1-const,XRAI_0.100000,0.3,32.0,-1.0,False
128267,50,1,50,8,0.0,23,23,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
128267,50,1,50,8,0.985272,23,23,Mu1-const,XRAI_0.100000,0.3,31.0,-1.0,False
129119,50,1,50,9,0.0,29,29,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
129119,50,1,50,9,0.986325,29,29,Mu1-const,XRAI_0.100000,0.3,35.0,-1.0,False
130071,50,1,50,10,0.0,24,24,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
130071,50,1,50,10,0.984683,24,24,Mu1-const,XRAI_0.100000,0.3,31.0,-1.0,False
131123,50,1,50,11,0.0,22,22,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
131123,50,1,50,11,0.983736,22,22,Mu1-const,XRAI_0.100000,0.3,30.0,-1.0,False
132275,50,1,50,12,0.0,24,24,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
132275,50,1,50,12,0.983497,24,24,Mu1-const,XRAI_0.100000,0.3,31.0,-1.0,False
133527,50,1,50,13,0.0,28,28,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
133527,50,1,50,13,0.986463,28,28,Mu1-const,XRAI_0.100000,0.3,34.0,-1.0,False
134879,50,1,50,14,0.0,24,24,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
134879,50,1,50,14,0.984376,24,24,Mu1-const,XRAI_0.100000,0.3,31.0,-1.0,False
136331,50,1,50,15,0.0,24,24,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
136331,50,1,50,15,0.985849,24,24,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
137883,50,1,50,16,0.0,26,26,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
137883,50,1,50,16,0.987345,26,26,Mu1-const,XRAI_0.100000,0.3,33.0,-1.0,False
139535,50,1,50,17,0.0,26,26,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
139535,50,1,50,17,0.986018,26,26,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
141287,50,1,50,18,0.0,27,27,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
141287,50,1,50,18,0.98502,27,27,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
143139,50,1,50,19,0.0,26,26,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
143139,50,1,50,19,0.983925,26,26,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
145091,50,1,50,20,0.0,27,27,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
145091,50,1,50,20,0.984817,27,27,Mu1-const,XRAI_0.100000,0.3,33.0,-1.0,False
147143,50,1,50,21,0.0,25,25,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
147143,50,1,50,21,0.986226,25,25,Mu1-const,XRAI_0.100000,0.3,32.0,-1.0,False
149295,50,1,50,22,0.0,28,28,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
149295,50,1,50,22,0.9885,28,28,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,False
151547,50,1,50,23,0.0,23,23,Mu1-const,XRAI_0.100000,0.3,-1.0,-1.0,True
151547,50,1,50,23,0.985933,23,23,Mu1-const,XRAI_0.100000,0.3,31.0,-1.0,False
51,10,1,2,0,0.0,1,1,Mu1-const,XRAI_2.000000,0.6,1.0,-1.0,True
51,10,1,2,0,1.0,1,1,Mu1-const,XRAI_2.000000,0.6,4.0,-1.0,False
63,10,1,2,1,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
63,10,1,2,1,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
95,10,1,2,2,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
95,10,1,2,2,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
147,10,1,2,3,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,0.0,-1.0,True
147,10,1,2,3,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,3.0,-1.0,False
219,10,1,2,4,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
219,10,1,2,4,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
311,10,1,2,5,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
311,10,1,2,5,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
423,10,1,2,6,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
423,10,1,2,6,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
555,10,1,2,7,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,0.0,-1.0,True
555,10,1,2,7,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,1.0,-1.0,False
707,10,1,2,8,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
707,10,1,2,8,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,3.0,-1.0,False
879,10,1,2,9,0.0,1,1,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
879,10,1,2,9,1.0,1,1,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
1071,10,1,2,10,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
1071,10,1,2,10,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
1283,10,1,2,11,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
1283,10,1,2,11,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
1515,10,1,2,12,0.0,1,1,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
1515,10,1,2,12,1.0,1,1,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
1767,10,1,2,13,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
1767,10,1,2,13,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
2039,10,1,2,14,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
2039,10,1,2,14,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
2331,10,1,2,15,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
2331,10,1,2,15,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
2643,10,1,2,16,0.0,2,2,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
2643,10,1,2,16,1.0,2,2,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
2975,10,1,2,17,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
2975,10,1,2,17,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
3327,10,1,2,18,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
3327,10,1,2,18,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
3699,10,1,2,19,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
3699,10,1,2,19,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
4091,10,1,2,20,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,0.0,True
4091,10,1,2,20,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
4503,10,1,2,21,0.0,1,1,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
4503,10,1,2,21,1.0,1,1,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
4935,10,1,2,22,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
4935,10,1,2,22,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,3.0,False
5387,10,1,2,23,0.0,1,1,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
5387,10,1,2,23,1.0,1,1,Mu1-const,XRAI_2.000000,0.6,4.0,-1.0,False
5859,10,1,2,24,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
5859,10,1,2,24,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
6351,10,1,2,25,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
6351,10,1,2,25,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
6863,10,1,2,26,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
6863,10,1,2,26,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
7395,10,1,2,27,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
7395,10,1,2,27,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
7947,10,1,2,28,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
7947,10,1,2,28,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
8519,10,1,2,29,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,0.0,-1.0,True
8519,10,1,2,29,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
26,5,1,2,0,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,0.0,-1.0,True
26,5,1,2,0,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,0.0,1.0,False
33,5,1,2,1,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
33,5,1,2,1,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
50,5,1,2,2,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
50,5,1,2,2,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,1.0,False
77,5,1,2,3,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
77,5,1,2,3,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
114,5,1,2,4,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
114,5,1,2,4,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,2.0,-1.0,False
161,5,1,2,5,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
161,5,1,2,5,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
218,5,1,2,6,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
218,5,1,2,6,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,2.0,False
285,5,1,2,7,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,0.0,True
285,5,1,2,7,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
362,5,1,2,8,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
362,5,1,2,8,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
449,5,1,2,9,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
449,5,1,2,9,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
546,5,1,2,10,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
546,5,1,2,10,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
653,5,1,2,11,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
653,5,1,2,11,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,2.0,2.0,False
770,5,1,2,12,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
770,5,1,2,12,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,0.0,-1.0,False
897,5,1,2,13,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
897,5,1,2,13,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
1034,5,1,2,14,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,0.0,-1.0,True
1034,5,1,2,14,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
1181,5,1,2,15,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,0.0,-1.0,True
1181,5,1,2,15,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,0.0,-1.0,False
1338,5,1,2,16,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
1338,5,1,2,16,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
1505,5,1,2,17,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
1505,5,1,2,17,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,1.0,-1.0,False
1682,5,1,2,18,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
1682,5,1,2,18,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,1.0,-1.0,False
1869,5,1,2,19,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
1869,5,1,2,19,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
2066,5,1,2,20,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,0.0,-1.0,True
2066,5,1,2,20,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
2273,5,1,2,21,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
2273,5,1,2,21,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
2490,5,1,2,22,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
2490,5,1,2,22,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
2717,5,1,2,23,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
2717,5,1,2,23,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
2954,5,1,2,24,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
2954,5,1,2,24,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,2.0,False
3201,5,1,2,25,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
3201,5,1,2,25,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
3458,5,1,2,26,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,0.0,0.0,True
3458,5,1,2,26,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,0.0,0.0,False
1011,10,1,10,0,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
126,25,1,2,0,0.0,9,9,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
3725,5,1,2,27,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
3725,5,1,2,27,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,1.0,False
4002,5,1,2,28,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
126,25,1,2,0,1.0,9,9,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
4002,5,1,2,28,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
4289,5,1,2,29,0.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
4289,5,1,2,29,1.0,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
153,25,1,2,1,0.0,9,9,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
153,25,1,2,1,1.0,9,9,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
230,25,1,2,2,0.0,4,4,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
230,25,1,2,2,1.0,4,4,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
357,25,1,2,3,0.0,7,7,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
357,25,1,2,3,1.0,7,7,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
251,50,1,2,0,0.0,24,24,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
534,25,1,2,4,0.0,5,5,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
534,25,1,2,4,1.0,5,5,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
761,25,1,2,5,0.0,8,8,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
761,25,1,2,5,1.0,8,8,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
1038,25,1,2,6,0.0,8,8,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
1038,25,1,2,6,1.0,8,8,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
1365,25,1,2,7,0.0,7,7,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
1365,25,1,2,7,1.0,7,7,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
1742,25,1,2,8,0.0,7,7,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
1742,25,1,2,8,1.0,7,7,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
2169,25,1,2,9,0.0,6,6,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
2169,25,1,2,9,1.0,6,6,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
2646,25,1,2,10,0.0,8,8,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
2646,25,1,2,10,1.0,8,8,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
251,50,1,2,0,1.0,24,24,Mu1-const,XRAI_2.000000,0.6,33.0,-1.0,False
3173,25,1,2,11,0.0,7,7,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
153899,50,1,50,24,0.0,26,26,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
3173,25,1,2,11,1.0,7,7,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
3750,25,1,2,12,0.0,6,6,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
3750,25,1,2,12,1.0,6,6,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
4377,25,1,2,13,0.0,8,8,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
4377,25,1,2,13,1.0,8,8,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
5054,25,1,2,14,0.0,11,11,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
5054,25,1,2,14,1.0,11,11,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
5781,25,1,2,15,0.0,8,8,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
5781,25,1,2,15,1.0,8,8,Mu1-const,XRAI_2.000000,0.6,17.0,-1.0,False
303,50,1,2,1,0.0,29,29,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
6558,25,1,2,16,0.0,6,6,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
6558,25,1,2,16,1.0,6,6,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
7385,25,1,2,17,0.0,7,7,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
7385,25,1,2,17,1.0,7,7,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
8262,25,1,2,18,0.0,6,6,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
8262,25,1,2,18,1.0,6,6,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
9189,25,1,2,19,0.0,6,6,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
9189,25,1,2,19,1.0,6,6,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
10166,25,1,2,20,0.0,9,9,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
10166,25,1,2,20,1.0,9,9,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
11193,25,1,2,21,0.0,8,8,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
11193,25,1,2,21,1.0,8,8,Mu1-const,XRAI_2.000000,0.6,17.0,-1.0,False
12270,25,1,2,22,0.0,7,7,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
303,50,1,2,1,1.0,29,29,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
12270,25,1,2,22,1.0,7,7,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
13397,25,1,2,23,0.0,5,5,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
13397,25,1,2,23,1.0,5,5,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
14574,25,1,2,24,0.0,9,9,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
2526,25,1,10,0,0.0,8,8,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
14574,25,1,2,24,1.0,9,9,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
15801,25,1,2,25,0.0,9,9,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
15801,25,1,2,25,1.0,9,9,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
455,50,1,2,2,0.0,26,26,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
17078,25,1,2,26,0.0,9,9,Mu1-const,XRAI_2.000000,0.6,9.0,-1.0,True
17078,25,1,2,26,1.0,9,9,Mu1-const,XRAI_2.000000,0.6,15.0,-1.0,False
18405,25,1,2,27,0.0,7,7,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
18405,25,1,2,27,1.0,7,7,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
19782,25,1,2,28,0.0,5,5,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
19782,25,1,2,28,1.0,5,5,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
21209,25,1,2,29,0.0,8,8,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
21209,25,1,2,29,1.0,8,8,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
455,50,1,2,2,1.0,26,26,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
707,50,1,2,3,0.0,30,30,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
707,50,1,2,3,1.0,30,30,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,False
1059,50,1,2,4,0.0,28,28,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
1011,10,1,10,0,0.95031,0,0,Mu1-const,XRAI_2.000000,0.6,4.0,-1.0,False
1023,10,1,10,1,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.6,-1.0,-1.0,True
