seed,n,m,mu,run,diversity,fitness,OPT,algorithm,mutation,alpha,rob_test_0,rob_test_1,init
251,50,1,2,0,0.0,24,24,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
153,25,1,2,1,0.0,9,9,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
3201,5,1,2,25,0.0,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
3201,5,1,2,25,1.0,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
3458,5,1,2,26,0.0,0,0,Mu1-const,XRAI_2.000000,0.3,0.0,0.0,True
3458,5,1,2,26,1.0,0,0,Mu1-const,XRAI_2.000000,0.3,0.0,0.0,False
3725,5,1,2,27,0.0,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
3725,5,1,2,27,1.0,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,1.0,False
4002,5,1,2,28,0.0,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
4002,5,1,2,28,1.0,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
4289,5,1,2,29,0.0,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
4289,5,1,2,29,1.0,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
153,25,1,2,1,1.0,9,9,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
230,25,1,2,2,0.0,4,4,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
230,25,1,2,2,1.0,4,4,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
357,25,1,2,3,0.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
251,50,1,2,0,1.0,24,24,Mu1-const,XRAI_2.000000,0.3,31.0,-1.0,False
357,25,1,2,3,1.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
534,25,1,2,4,0.0,5,5,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
534,25,1,2,4,1.0,5,5,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
761,25,1,2,5,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
153899,50,1,50,24,0.0,26,26,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
761,25,1,2,5,1.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
1038,25,1,2,6,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
303,50,1,2,1,0.0,29,29,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
1038,25,1,2,6,1.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
1365,25,1,2,7,0.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
1365,25,1,2,7,1.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
1742,25,1,2,8,0.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
1742,25,1,2,8,1.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
2169,25,1,2,9,0.0,6,6,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
2169,25,1,2,9,1.0,6,6,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
2646,25,1,2,10,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
2646,25,1,2,10,1.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
3173,25,1,2,11,0.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
3173,25,1,2,11,1.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
3750,25,1,2,12,0.0,6,6,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
3750,25,1,2,12,1.0,6,6,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
4377,25,1,2,13,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
4377,25,1,2,13,1.0,8,8,Mu1-const,XRAI_2.000000,0.3,13.0,-1.0,False
5054,25,1,2,14,0.0,11,11,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
303,50,1,2,1,1.0,29,29,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
5054,25,1,2,14,1.0,11,11,Mu1-const,XRAI_2.000000,0.3,13.0,-1.0,False
5781,25,1,2,15,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
5781,25,1,2,15,1.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
6558,25,1,2,16,0.0,6,6,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
6558,25,1,2,16,1.0,6,6,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
7385,25,1,2,17,0.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
7385,25,1,2,17,1.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
8262,25,1,2,18,0.0,6,6,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
8262,25,1,2,18,1.0,6,6,Mu1-const,XRAI_2.000000,0.3,11.0,-1.0,False
9189,25,1,2,19,0.0,6,6,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
9189,25,1,2,19,1.0,6,6,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
10166,25,1,2,20,0.0,9,9,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
10166,25,1,2,20,1.0,9,9,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
11193,25,1,2,21,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
11193,25,1,2,21,1.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
12270,25,1,2,22,0.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
12270,25,1,2,22,1.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
2526,25,1,10,0,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
13397,25,1,2,23,0.0,5,5,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
455,50,1,2,2,0.0,26,26,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
13397,25,1,2,23,1.0,5,5,Mu1-const,XRAI_2.000000,0.3,11.0,-1.0,False
14574,25,1,2,24,0.0,9,9,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
14574,25,1,2,24,1.0,9,9,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
15801,25,1,2,25,0.0,9,9,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
15801,25,1,2,25,1.0,9,9,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
17078,25,1,2,26,0.0,9,9,Mu1-const,XRAI_2.000000,0.3,9.0,-1.0,True
17078,25,1,2,26,1.0,9,9,Mu1-const,XRAI_2.000000,0.3,13.0,-1.0,False
18405,25,1,2,27,0.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
18405,25,1,2,27,1.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
19782,25,1,2,28,0.0,5,5,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
19782,25,1,2,28,1.0,5,5,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
21209,25,1,2,29,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
21209,25,1,2,29,1.0,8,8,Mu1-const,XRAI_2.000000,0.3,13.0,-1.0,False
455,50,1,2,2,1.0,26,26,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
1011,10,1,10,0,0.938025,0,0,Mu1-const,XRAI_2.000000,0.3,3.0,-1.0,False
1023,10,1,10,1,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
707,50,1,2,3,0.0,30,30,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
707,50,1,2,3,1.0,30,30,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
1059,50,1,2,4,0.0,28,28,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
1059,50,1,2,4,1.0,28,28,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
1511,50,1,2,5,0.0,27,27,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
1511,50,1,2,5,1.0,27,27,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
2063,50,1,2,6,0.0,23,23,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
1023,10,1,10,1,0.95031,0,0,Mu1-const,XRAI_2.000000,0.3,3.0,-1.0,False
1055,10,1,10,2,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
2063,50,1,2,6,1.0,23,23,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
2715,50,1,2,7,0.0,26,26,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
2715,50,1,2,7,1.0,26,26,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
3467,50,1,2,8,0.0,27,27,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
3467,50,1,2,8,1.0,27,27,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
4319,50,1,2,9,0.0,23,23,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
1055,10,1,10,2,0.933746,0,0,Mu1-const,XRAI_2.000000,0.3,2.0,3.0,False
1107,10,1,10,3,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
4319,50,1,2,9,1.0,23,23,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
5271,50,1,2,10,0.0,24,24,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
5271,50,1,2,10,1.0,24,24,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
6323,50,1,2,11,0.0,27,27,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
6323,50,1,2,11,1.0,27,27,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
7475,50,1,2,12,0.0,24,24,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
7475,50,1,2,12,1.0,24,24,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
5051,50,1,10,0,0.0,26,26,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
8727,50,1,2,13,0.0,24,24,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
1107,10,1,10,3,0.942622,0,0,Mu1-const,XRAI_2.000000,0.3,1.0,-1.0,False
1179,10,1,10,4,1.11022e-16,1,1,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
8727,50,1,2,13,1.0,24,24,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
10079,50,1,2,14,0.0,27,27,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
10079,50,1,2,14,1.0,27,27,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
11531,50,1,2,15,0.0,26,26,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
11531,50,1,2,15,1.0,26,26,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
13083,50,1,2,16,0.0,25,25,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
13083,50,1,2,16,1.0,25,25,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
1179,10,1,10,4,0.942622,1,1,Mu1-const,XRAI_2.000000,0.3,3.0,3.0,False
1271,10,1,10,5,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
14735,50,1,2,17,0.0,27,27,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
14735,50,1,2,17,1.0,27,27,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
16487,50,1,2,18,0.0,26,26,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
16487,50,1,2,18,1.0,26,26,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
18339,50,1,2,19,0.0,25,25,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
18339,50,1,2,19,1.0,25,25,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
20291,50,1,2,20,0.0,26,26,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
1271,10,1,10,5,0.947622,0,0,Mu1-const,XRAI_2.000000,0.3,2.0,2.0,False
1383,10,1,10,6,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
20291,50,1,2,20,1.0,26,26,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
22343,50,1,2,21,0.0,29,29,Mu1-const,XRAI_2.000000,0.3,29.0,-1.0,True
22343,50,1,2,21,1.0,29,29,Mu1-const,XRAI_2.000000,0.3,35.0,-1.0,False
24495,50,1,2,22,0.0,25,25,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
24495,50,1,2,22,1.0,25,25,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
26747,50,1,2,23,0.0,26,26,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
26747,50,1,2,23,1.0,26,26,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
1383,10,1,10,6,0.942622,0,0,Mu1-const,XRAI_2.000000,0.3,3.0,-1.0,False
1515,10,1,10,7,1.11022e-16,1,1,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
29099,50,1,2,24,0.0,27,27,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
29099,50,1,2,24,1.0,27,27,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
31551,50,1,2,25,0.0,25,25,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
31551,50,1,2,25,1.0,25,25,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
34103,50,1,2,26,0.0,25,25,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
1515,10,1,10,7,0.929727,1,1,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
1667,10,1,10,8,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,0.0,-1.0,True
34103,50,1,2,26,1.0,25,25,Mu1-const,XRAI_2.000000,0.3,32.0,-1.0,False
36755,50,1,2,27,0.0,27,27,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
36755,50,1,2,27,1.0,27,27,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
39507,50,1,2,28,0.0,28,28,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
1667,10,1,10,8,0.945065,0,0,Mu1-const,XRAI_2.000000,0.3,2.0,-1.0,False
1839,10,1,10,9,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
39507,50,1,2,28,1.0,28,28,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
42359,50,1,2,29,0.0,23,23,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
1839,10,1,10,9,0.938025,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
2031,10,1,10,10,1.11022e-16,1,1,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
42359,50,1,2,29,1.0,23,23,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
2031,10,1,10,10,0.933746,1,1,Mu1-const,XRAI_2.000000,0.3,3.0,-1.0,False
2243,10,1,10,11,1.11022e-16,1,1,Mu1-const,XRAI_2.000000,0.3,1.0,-1.0,True
2243,10,1,10,11,0.945065,1,1,Mu1-const,XRAI_2.000000,0.3,3.0,-1.0,False
2475,10,1,10,12,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
2475,10,1,10,12,0.95031,0,0,Mu1-const,XRAI_2.000000,0.3,1.0,-1.0,False
2727,10,1,10,13,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
2727,10,1,10,13,0.933746,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
2999,10,1,10,14,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
2999,10,1,10,14,0.933746,0,0,Mu1-const,XRAI_2.000000,0.3,3.0,-1.0,False
3291,10,1,10,15,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,0.0,-1.0,True
3291,10,1,10,15,0.945065,0,0,Mu1-const,XRAI_2.000000,0.3,1.0,-1.0,False
3603,10,1,10,16,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
3603,10,1,10,16,0.945065,0,0,Mu1-const,XRAI_2.000000,0.3,2.0,-1.0,False
3935,10,1,10,17,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
3935,10,1,10,17,0.942622,0,0,Mu1-const,XRAI_2.000000,0.3,1.0,-1.0,False
4287,10,1,10,18,1.11022e-16,2,2,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
4287,10,1,10,18,0.94028,2,2,Mu1-const,XRAI_2.000000,0.3,3.0,-1.0,False
4659,10,1,10,19,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
4659,10,1,10,19,0.947622,0,0,Mu1-const,XRAI_2.000000,0.3,3.0,-1.0,False
5051,10,1,10,20,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
2526,25,1,10,0,0.991216,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
2553,25,1,10,1,0.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
5051,10,1,10,20,0.945065,0,0,Mu1-const,XRAI_2.000000,0.3,3.0,-1.0,False
5463,10,1,10,21,1.11022e-16,1,1,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
5463,10,1,10,21,0.938025,1,1,Mu1-const,XRAI_2.000000,0.3,3.0,-1.0,False
5895,10,1,10,22,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
5895,10,1,10,22,0.94028,0,0,Mu1-const,XRAI_2.000000,0.3,3.0,-1.0,False
6347,10,1,10,23,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
6347,10,1,10,23,0.95031,0,0,Mu1-const,XRAI_2.000000,0.3,3.0,-1.0,False
6819,10,1,10,24,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
6819,10,1,10,24,0.94028,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
7311,10,1,10,25,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
7311,10,1,10,25,0.94028,0,0,Mu1-const,XRAI_2.000000,0.3,3.0,-1.0,False
7823,10,1,10,26,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
7823,10,1,10,26,0.938025,0,0,Mu1-const,XRAI_2.000000,0.3,2.0,-1.0,False
8355,10,1,10,27,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
8355,10,1,10,27,0.947622,0,0,Mu1-const,XRAI_2.000000,0.3,3.0,2.0,False
8907,10,1,10,28,1.11022e-16,0,0,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
8907,10,1,10,28,0.94028,0,0,Mu1-const,XRAI_2.000000,0.3,3.0,-1.0,False
9479,10,1,10,29,1.11022e-16,1,1,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
9479,10,1,10,29,0.95031,1,1,Mu1-const,XRAI_2.000000,0.3,3.0,-1.0,False
2553,25,1,10,1,0.987577,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
2630,25,1,10,2,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
2630,25,1,10,2,0.993789,8,8,Mu1-const,XRAI_2.000000,0.3,13.0,-1.0,False
2757,25,1,10,3,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
2757,25,1,10,3,0.991216,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
2934,25,1,10,4,0.0,10,10,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
2934,25,1,10,4,0.989242,10,10,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
3161,25,1,10,5,0.0,4,4,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
3161,25,1,10,5,0.987577,4,4,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
3438,25,1,10,6,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
3438,25,1,10,6,0.993789,8,8,Mu1-const,XRAI_2.000000,0.3,13.0,13.0,False
3765,25,1,10,7,0.0,9,9,Mu1-const,XRAI_2.000000,0.3,9.0,-1.0,True
15651,25,1,25,0,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
3765,25,1,10,7,0.987577,9,9,Mu1-const,XRAI_2.000000,0.3,13.0,-1.0,False
4142,25,1,10,8,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
5051,50,1,10,0,1.0,26,26,Mu1-const,XRAI_2.000000,0.3,33.0,-1.0,False
5103,50,1,10,1,0.0,29,29,Mu1-const,XRAI_2.000000,0.3,29.0,-1.0,True
4142,25,1,10,8,0.989242,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
4569,25,1,10,9,0.0,6,6,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
4569,25,1,10,9,0.991216,6,6,Mu1-const,XRAI_2.000000,0.3,11.0,-1.0,False
5046,25,1,10,10,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
5046,25,1,10,10,1.0,8,8,Mu1-const,XRAI_2.000000,0.3,13.0,-1.0,False
5573,25,1,10,11,0.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
5573,25,1,10,11,0.991216,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
6150,25,1,10,12,0.0,3,3,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
6150,25,1,10,12,0.981366,3,3,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
6777,25,1,10,13,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
6777,25,1,10,13,0.987577,8,8,Mu1-const,XRAI_2.000000,0.3,13.0,-1.0,False
7454,25,1,10,14,0.0,6,6,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
7454,25,1,10,14,0.984785,6,6,Mu1-const,XRAI_2.000000,0.3,11.0,-1.0,False
8181,25,1,10,15,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
8181,25,1,10,15,1.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
8958,25,1,10,16,0.0,6,6,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
8958,25,1,10,16,0.975944,6,6,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
9785,25,1,10,17,0.0,9,9,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
5103,50,1,10,1,1.0,29,29,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
5255,50,1,10,2,0.0,28,28,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
9785,25,1,10,17,0.989242,9,9,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
10662,25,1,10,18,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
10662,25,1,10,18,0.989242,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
11589,25,1,10,19,0.0,10,10,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
11589,25,1,10,19,0.989242,10,10,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
12566,25,1,10,20,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
12566,25,1,10,20,0.993789,8,8,Mu1-const,XRAI_2.000000,0.3,13.0,-1.0,False
13593,25,1,10,21,0.0,4,4,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
13593,25,1,10,21,0.991216,4,4,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
14670,25,1,10,22,0.0,9,9,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
14670,25,1,10,22,0.989242,9,9,Mu1-const,XRAI_2.000000,0.3,13.0,-1.0,False
15797,25,1,10,23,0.0,9,9,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
15797,25,1,10,23,0.976759,9,9,Mu1-const,XRAI_2.000000,0.3,13.0,-1.0,False
16974,25,1,10,24,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
15651,25,1,25,0,0.973212,8,8,Mu1-const,XRAI_2.000000,0.3,13.0,-1.0,False
15678,25,1,25,1,0.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
16974,25,1,10,24,0.991216,8,8,Mu1-const,XRAI_2.000000,0.3,13.0,-1.0,False
18201,25,1,10,25,0.0,4,4,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
18201,25,1,10,25,0.993789,4,4,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
19478,25,1,10,26,0.0,6,6,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
19478,25,1,10,26,0.987577,6,6,Mu1-const,XRAI_2.000000,0.3,11.0,-1.0,False
20805,25,1,10,27,0.0,10,10,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
20805,25,1,10,27,0.987577,10,10,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
22182,25,1,10,28,0.0,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
22182,25,1,10,28,0.991216,7,7,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
23609,25,1,10,29,0.0,9,9,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
23609,25,1,10,29,0.991216,9,9,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
5255,50,1,10,2,0.996958,28,28,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
5507,50,1,10,3,0.0,26,26,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
15678,25,1,25,1,0.972153,7,7,Mu1-const,XRAI_2.000000,0.3,12.0,-1.0,False
15755,25,1,25,2,0.0,12,12,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
5507,50,1,10,3,0.996958,26,26,Mu1-const,XRAI_2.000000,0.3,33.0,-1.0,False
5859,50,1,10,4,0.0,22,22,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
15755,25,1,25,2,0.968268,12,12,Mu1-const,XRAI_2.000000,0.3,15.0,-1.0,False
15882,25,1,25,3,0.0,8,8,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
5859,50,1,10,4,0.996958,22,22,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,False
6311,50,1,10,5,0.0,24,24,Mu1-const,XRAI_2.000000,0.3,-1.0,-1.0,True
