seed,n,m,mu,run,diversity,fitness,OPT,algorithm,mutation,alpha,rob_test_0,rob_test_1,rob_test_2,rob_test_3,rob_test_4,rob_test_5,rob_test_6,rob_test_7,init
36874,25,5,25,29,0.993635,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,3.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
15750,25,10,25,0,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
19936,25,3,25,13,0.9875,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,6.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
20615,25,3,25,14,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
15750,25,10,25,0,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
15786,25,10,25,1,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
15786,25,10,25,1,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
15872,25,10,25,2,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
20615,25,3,25,14,0.989794,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
21344,25,3,25,15,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
15872,25,10,25,2,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
16008,25,10,25,3,0.0416667,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
16008,25,10,25,3,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
16194,25,10,25,4,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
21344,25,3,25,15,0.987045,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,6.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
22123,25,3,25,16,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
16194,25,10,25,4,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
16430,25,10,25,5,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
16430,25,10,25,5,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
16716,25,10,25,6,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
22123,25,3,25,16,0.987972,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,6.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
22952,25,3,25,17,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
16716,25,10,25,6,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
17052,25,10,25,7,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
22952,25,3,25,17,0.987271,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
17052,25,10,25,7,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
17438,25,10,25,8,0.0416667,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
17438,25,10,25,8,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
17874,25,10,25,9,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
55597,50,3,25,22,1,10,10,Mu1-const,XRAI_0.100000,0.3,-2.000000,20.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
57851,50,3,25,23,0.0408163,6,6,Mu1-const,XRAI_0.100000,0.3,-2.000000,6.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
17874,25,10,25,9,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
18360,25,10,25,10,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
18360,25,10,25,10,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
18896,25,10,25,11,0.0416667,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
18896,25,10,25,11,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
19482,25,10,25,12,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
19482,25,10,25,12,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
20118,25,10,25,13,0.125,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
20118,25,10,25,13,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
20804,25,10,25,14,0.0416667,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
20804,25,10,25,14,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
21540,25,10,25,15,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
21540,25,10,25,15,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
22326,25,10,25,16,0.0416667,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
57851,50,3,25,23,1,6,6,Mu1-const,XRAI_0.100000,0.3,-2.000000,19.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
60205,50,3,25,24,0.0408163,5,5,Mu1-const,XRAI_0.100000,0.3,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
22326,25,10,25,16,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
23162,25,10,25,17,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
31757,50,1,25,3,0.98901,27,27,Mu1-const,XRAI_0.100000,0.3,33.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
32109,50,1,25,4,1.11022e-16,25,25,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
23162,25,10,25,17,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
24048,25,10,25,18,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
24048,25,10,25,18,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
24984,25,10,25,19,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
24984,25,10,25,19,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
25970,25,10,25,20,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
25970,25,10,25,20,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
27006,25,10,25,21,0.125,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
27006,25,10,25,21,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
28092,25,10,25,22,0.0416667,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
28092,25,10,25,22,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
29228,25,10,25,23,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
29228,25,10,25,23,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
30414,25,10,25,24,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
30414,25,10,25,24,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
31650,25,10,25,25,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
31650,25,10,25,25,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
32936,25,10,25,26,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
32936,25,10,25,26,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
34272,25,10,25,27,0.0416667,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
34272,25,10,25,27,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
35658,25,10,25,28,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
35658,25,10,25,28,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
37094,25,10,25,29,0.0833333,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
37094,25,10,25,29,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
60205,50,3,25,24,1,5,5,Mu1-const,XRAI_0.100000,0.3,-2.000000,17.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
62659,50,3,25,25,0.0408163,10,10,Mu1-const,XRAI_0.100000,0.3,-2.000000,10.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
32109,50,1,25,4,0.98933,25,25,Mu1-const,XRAI_0.100000,0.3,32.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
32561,50,1,25,5,1.11022e-16,27,27,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
62659,50,3,25,25,1,10,10,Mu1-const,XRAI_0.100000,0.3,-2.000000,21.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
65213,50,3,25,26,0.0408163,11,11,Mu1-const,XRAI_0.100000,0.3,-2.000000,11.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
32561,50,1,25,5,0.98742,27,27,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
33113,50,1,25,6,1.11022e-16,23,23,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
65213,50,3,25,26,1,11,11,Mu1-const,XRAI_0.100000,0.3,-2.000000,21.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
67867,50,3,25,27,0.0408163,8,8,Mu1-const,XRAI_0.100000,0.3,-2.000000,8.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
33113,50,1,25,6,0.99313,23,23,Mu1-const,XRAI_0.100000,0.3,31.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
33765,50,1,25,7,1.11022e-16,27,27,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
67867,50,3,25,27,0.998334,8,8,Mu1-const,XRAI_0.100000,0.3,-2.000000,20.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
70621,50,3,25,28,0.0408163,8,8,Mu1-const,XRAI_0.100000,0.3,-2.000000,8.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
153899,50,1,50,24,0.987372,26,26,Mu1-const,XRAI_0.100000,0.3,33.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
156351,50,1,50,25,0,28,28,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
33765,50,1,25,7,0.992642,27,27,Mu1-const,XRAI_0.100000,0.3,33.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
34517,50,1,25,8,1.11022e-16,26,26,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
70621,50,3,25,28,1,8,8,Mu1-const,XRAI_0.100000,0.3,-2.000000,19.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
73475,50,3,25,29,0.0408163,9,9,Mu1-const,XRAI_0.100000,0.3,-2.000000,9.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
73475,50,3,25,29,1,9,9,Mu1-const,XRAI_0.100000,0.3,-2.000000,21.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
31325,50,5,25,0,0.0816327,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
31325,50,5,25,0,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,14.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
31381,50,5,25,1,0.0612245,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
34517,50,1,25,8,0.993231,26,26,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
35369,50,1,25,9,1.11022e-16,25,25,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
31381,50,5,25,1,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,13.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
31537,50,5,25,2,0.0816327,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
31537,50,5,25,2,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,13.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
31793,50,5,25,3,0.0612245,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
31793,50,5,25,3,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,13.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
32149,50,5,25,4,0.0816327,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
35369,50,1,25,9,0.991585,25,25,Mu1-const,XRAI_0.100000,0.3,32.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
36321,50,1,25,10,1.11022e-16,24,24,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
32149,50,5,25,4,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,14.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
32605,50,5,25,5,0.0816327,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
32605,50,5,25,5,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,13.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
33161,50,5,25,6,0.0612245,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
33161,50,5,25,6,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,14.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
33817,50,5,25,7,0.0612245,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
36321,50,1,25,10,0.991422,24,24,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
37373,50,1,25,11,1.11022e-16,26,26,Mu1-const,XRAI_0.100000,0.3,26.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
33817,50,5,25,7,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,14.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
34573,50,5,25,8,0.0612245,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
34573,50,5,25,8,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,14.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
35429,50,5,25,9,0.0612245,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
37373,50,1,25,11,0.993878,26,26,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
38525,50,1,25,12,1.11022e-16,25,25,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
35429,50,5,25,9,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,12.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
36385,50,5,25,10,0.0816327,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
36385,50,5,25,10,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,13.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
37441,50,5,25,11,0.0816327,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
37441,50,5,25,11,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,13.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
38597,50,5,25,12,0.0816327,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
38597,50,5,25,12,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,14.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
39853,50,5,25,13,0.0816327,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
38525,50,1,25,12,0.990797,25,25,Mu1-const,XRAI_0.100000,0.3,32.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
39777,50,1,25,13,1.11022e-16,27,27,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
39853,50,5,25,13,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,13.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
41209,50,5,25,14,0.0612245,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
41209,50,5,25,14,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,13.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
42665,50,5,25,15,0.0816327,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
42665,50,5,25,15,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,13.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
44221,50,5,25,16,0.0816327,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
39777,50,1,25,13,0.992096,27,27,Mu1-const,XRAI_0.100000,0.3,33.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
41129,50,1,25,14,1.11022e-16,27,27,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
44221,50,5,25,16,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,14.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
45877,50,5,25,17,0.0612245,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
45877,50,5,25,17,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,11.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
47633,50,5,25,18,0.0612245,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
47633,50,5,25,18,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,10.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
49489,50,5,25,19,0.0816327,2,2,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
41129,50,1,25,14,0.992833,27,27,Mu1-const,XRAI_0.100000,0.3,33.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
42581,50,1,25,15,1.11022e-16,26,26,Mu1-const,XRAI_0.100000,0.3,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
49489,50,5,25,19,1,2,2,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,15.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
51445,50,5,25,20,0.0816327,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
51445,50,5,25,20,1,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,12.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
53501,50,5,25,21,0.0816327,0,0,Mu1-const,XRAI_0.100000,0.3,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
42581,50,1,25,15,0.990873,26,26,Mu1-const,XRAI_0.100000,0.3,33.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
