seed,n,m,mu,run,diversity,fitness,OPT,algorithm,mutation,alpha,rob_test_0,rob_test_1,rob_test_2,rob_test_3,rob_test_4,rob_test_5,rob_test_6,rob_test_7,init
6391,50,5,2,11,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
7547,50,5,2,12,0.0816327,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
7547,50,5,2,12,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
8803,50,5,2,13,0.0612245,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
8803,50,5,2,13,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
10159,50,5,2,14,0.0816327,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
10159,50,5,2,14,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
11615,50,5,2,15,0.0612245,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
11615,50,5,2,15,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
13171,50,5,2,16,0.0612245,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
13171,50,5,2,16,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
14827,50,5,2,17,0.0816327,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
14827,50,5,2,17,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
16583,50,5,2,18,0.0612245,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
16583,50,5,2,18,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
18439,50,5,2,19,0.0612245,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
18439,50,5,2,19,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
20395,50,5,2,20,0.0816327,2,2,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
20395,50,5,2,20,1,2,2,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,6.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
22451,50,5,2,21,0.0612245,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
10758,25,5,10,18,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
11689,25,5,10,19,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
22451,50,5,2,21,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
24607,50,5,2,22,0.0816327,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
24607,50,5,2,22,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
26863,50,5,2,23,0.0816327,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
26863,50,5,2,23,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
29219,50,5,2,24,0.0816327,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
29219,50,5,2,24,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
31675,50,5,2,25,0.0816327,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
31675,50,5,2,25,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
34231,50,5,2,26,0.0816327,2,2,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
34231,50,5,2,26,1,2,2,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
36887,50,5,2,27,0.0612245,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
36887,50,5,2,27,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
39643,50,5,2,28,0.0816327,3,3,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,3.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
39643,50,5,2,28,1,3,3,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,6.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
42499,50,5,2,29,0.0816327,1,1,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
42499,50,5,2,29,1,1,1,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
350,50,10,2,0,0.0816327,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
350,50,10,2,0,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,4.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
411,50,10,2,1,0.0612245,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
411,50,10,2,1,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
572,50,10,2,2,0.0612245,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
572,50,10,2,2,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
833,50,10,2,3,0.0816327,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
833,50,10,2,3,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
1194,50,10,2,4,0.0816327,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
1194,50,10,2,4,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
1655,50,10,2,5,0.0816327,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
1655,50,10,2,5,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,4.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
2934,25,1,10,4,0.908502,10,10,Mu1-const,XRAI_2.000000,0.1,-1.000000,11.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
3161,25,1,10,5,0,4,4,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
11689,25,5,10,19,0.987577,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
12670,25,5,10,20,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
12670,25,5,10,20,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
13701,25,5,10,21,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
3161,25,1,10,5,0.8718,4,4,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
3438,25,1,10,6,0,8,8,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
13701,25,5,10,21,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
14782,25,5,10,22,0.125,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
3438,25,1,10,6,0.930834,8,8,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
3765,25,1,10,7,0,9,9,Mu1-const,XRAI_2.000000,0.1,9.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
14782,25,5,10,22,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
15913,25,5,10,23,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
15913,25,5,10,23,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
17094,25,5,10,24,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
17094,25,5,10,24,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
18325,25,5,10,25,0.0416667,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
3765,25,1,10,7,0.900813,9,9,Mu1-const,XRAI_2.000000,0.1,10.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
4142,25,1,10,8,0,8,8,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
18325,25,5,10,25,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
19606,25,5,10,26,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
19606,25,5,10,26,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
20937,25,5,10,27,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
4142,25,1,10,8,0.874538,8,8,Mu1-const,XRAI_2.000000,0.1,9.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
4569,25,1,10,9,0,6,6,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
20937,25,5,10,27,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
22318,25,5,10,28,0.0416667,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
22318,25,5,10,28,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
23749,25,5,10,29,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
4569,25,1,10,9,0.932243,6,6,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
5046,25,1,10,10,0,8,8,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
23749,25,5,10,29,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
2625,25,10,10,0,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
2625,25,10,10,0,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
2661,25,10,10,1,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
2661,25,10,10,1,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
2747,25,10,10,2,0.0416667,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
12347,50,5,10,12,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
13603,50,5,10,13,0.0816327,1,1,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
5046,25,1,10,10,0.928638,8,8,Mu1-const,XRAI_2.000000,0.1,9.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
5573,25,1,10,11,0,7,7,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
2747,25,10,10,2,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
2883,25,10,10,3,0.0416667,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
2883,25,10,10,3,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
3069,25,10,10,4,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
3069,25,10,10,4,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
3305,25,10,10,5,0.0416667,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
3305,25,10,10,5,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
3591,25,10,10,6,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
3591,25,10,10,6,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
3927,25,10,10,7,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
5573,25,1,10,11,0.939779,7,7,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
6150,25,1,10,12,0,3,3,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
3927,25,10,10,7,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
4313,25,10,10,8,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
4313,25,10,10,8,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
4749,25,10,10,9,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
4749,25,10,10,9,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
5235,25,10,10,10,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
5235,25,10,10,10,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
5771,25,10,10,11,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
6150,25,1,10,12,0.89927,3,3,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
6777,25,1,10,13,0,8,8,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
5771,25,10,10,11,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
6357,25,10,10,12,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
6357,25,10,10,12,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
6993,25,10,10,13,0.0416667,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
5051,50,1,10,0,0.959411,26,26,Mu1-const,XRAI_2.000000,0.1,28.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0
5103,50,1,10,1,0,29,29,Mu1-const,XRAI_2.000000,0.1,29.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,1
6993,25,10,10,13,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
7679,25,10,10,14,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
7679,25,10,10,14,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
8415,25,10,10,15,0.0416667,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
8415,25,10,10,15,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
9201,25,10,10,16,0.0416667,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
9201,25,10,10,16,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
10037,25,10,10,17,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
6777,25,1,10,13,0.896623,8,8,Mu1-const,XRAI_2.000000,0.1,9.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
7454,25,1,10,14,0,6,6,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
10037,25,10,10,17,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
10923,25,10,10,18,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
10923,25,10,10,18,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
11859,25,10,10,19,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
11859,25,10,10,19,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
12845,25,10,10,20,0.0416667,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
12845,25,10,10,20,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,2.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
13881,25,10,10,21,0.0416667,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
13881,25,10,10,21,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
14967,25,10,10,22,0.0416667,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
7454,25,1,10,14,0.824758,6,6,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
8181,25,1,10,15,0,8,8,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
14967,25,10,10,22,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
16103,25,10,10,23,0.0416667,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
16103,25,10,10,23,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
17289,25,10,10,24,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
23831,25,3,25,18,0.975116,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,2.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
24760,25,3,25,19,0.0416667,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
17289,25,10,10,24,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
18525,25,10,10,25,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
8181,25,1,10,15,0.941403,8,8,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
8958,25,1,10,16,0,6,6,Mu1-const,XRAI_2.000000,0.1,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
18525,25,10,10,25,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
19811,25,10,10,26,0.0833333,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,0.000000,-1.000000,-1.000000,-2.000000,-2.000000,1
19811,25,10,10,26,1,0,0,Mu1-const,XRAI_2.000000,0.1,-2.000000,-2.000000,-2.000000,1.000000,-1.000000,-1.000000,-2.000000,-2.000000,0
