seed,n,m,mu,run,diversity,fitness,OPT,algorithm,mutation,rob_test_0,rob_test_1,rob_test_2,rob_test_3,rob_test_4,rob_test_5,rob_test_6,rob_test_7,init
5571,10,5,10,21,0.92231,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
14735,50,1,2,17,1.0,44,27,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
3022,5,3,10,22,0.962732,0,0,Mu1-unconst,XRAI_2.000000,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,False
3251,5,3,10,23,0.860557,0,0,Mu1-unconst,XRAI_2.000000,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,True
1179,10,1,10,4,0.959428,1,1,Mu1-unconst,XRAI_2.000000,2.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
1271,10,1,10,5,0.839411,1,0,Mu1-unconst,XRAI_2.000000,-1.0,4.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
5051,50,1,10,0,0.970979,42,26,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
16487,50,1,2,18,1.0,43,26,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
3251,5,3,10,23,1.0,0,0,Mu1-unconst,XRAI_2.000000,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,False
3490,5,3,10,24,0.82127,0,0,Mu1-unconst,XRAI_2.000000,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,True
16487,50,1,2,18,1.0,43,26,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
3490,5,3,10,24,0.962732,0,0,Mu1-unconst,XRAI_2.000000,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,False
3739,5,3,10,25,0.837553,0,0,Mu1-unconst,XRAI_2.000000,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,True
18339,50,1,2,19,1.0,43,25,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
9877,25,5,10,17,1.0,2,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,3.0,-1.0,-1.0,-1.0,-2.0,-2.0,False
10758,25,5,10,18,0.956079,2,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,2.0,-1.0,-1.0,-1.0,-2.0,-2.0,True
18339,50,1,2,19,1.0,43,25,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
3739,5,3,10,25,0.962732,0,0,Mu1-unconst,XRAI_2.000000,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,False
3998,5,3,10,26,0.846341,0,0,Mu1-unconst,XRAI_2.000000,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,True
20291,50,1,2,20,0.979592,41,26,Mu1-unconst,XRAI_2.000000,41.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
3998,5,3,10,26,0.962732,0,0,Mu1-unconst,XRAI_2.000000,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,False
4267,5,3,10,27,0.837553,0,0,Mu1-unconst,XRAI_2.000000,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,True
20291,50,1,2,20,1.0,41,26,Mu1-unconst,XRAI_2.000000,41.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
5571,10,5,10,21,1.0,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
6007,10,5,10,22,0.92231,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
22343,50,1,2,21,0.979592,43,29,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
4267,5,3,10,27,0.962732,0,0,Mu1-unconst,XRAI_2.000000,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,False
4546,5,3,10,28,0.850929,0,0,Mu1-unconst,XRAI_2.000000,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,True
1271,10,1,10,5,0.953151,1,0,Mu1-unconst,XRAI_2.000000,4.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
1383,10,1,10,6,0.868532,2,0,Mu1-unconst,XRAI_2.000000,5.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
22343,50,1,2,21,1.0,43,29,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4546,5,3,10,28,0.947295,0,0,Mu1-unconst,XRAI_2.000000,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,False
4835,5,3,10,29,0.860557,0,0,Mu1-unconst,XRAI_2.000000,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,True
24495,50,1,2,22,0.979592,42,25,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
4835,5,3,10,29,0.962732,0,0,Mu1-unconst,XRAI_2.000000,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,False
24495,50,1,2,22,1.0,42,25,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
6007,10,5,10,22,1.0,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
6463,10,5,10,23,0.920564,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
2553,25,1,10,1,1.0,15,7,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,False
26747,50,1,2,23,1.0,43,26,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
2630,25,1,10,2,0.936962,18,8,Mu1-unconst,XRAI_2.000000,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,True
12347,50,5,10,12,1.0,16,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
26747,50,1,2,23,1.0,43,26,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
13603,50,5,10,13,0.978923,21,1,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
29099,50,1,2,24,0.979592,43,27,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
10758,25,5,10,18,1.0,2,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,4.0,-1.0,-1.0,-1.0,-2.0,-2.0,False
11689,25,5,10,19,0.958799,7,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,7.0,-1.0,-1.0,-1.0,-2.0,-2.0,True
29099,50,1,2,24,1.0,43,27,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
31551,50,1,2,25,0.959184,42,25,Mu1-unconst,XRAI_2.000000,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
6463,10,5,10,23,1.0,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
6939,10,5,10,24,0.931707,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
1383,10,1,10,6,0.947622,2,0,Mu1-unconst,XRAI_2.000000,6.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
1515,10,1,10,7,0.855603,4,1,Mu1-unconst,XRAI_2.000000,4.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
31551,50,1,2,25,1.0,42,25,Mu1-unconst,XRAI_2.000000,43.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
34103,50,1,2,26,0.959184,43,25,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
6939,10,5,10,24,1.0,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
7435,10,5,10,25,0.924097,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
34103,50,1,2,26,1.0,43,25,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
36755,50,1,2,27,0.979592,45,27,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
36755,50,1,2,27,1.0,45,27,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
39507,50,1,2,28,1.0,43,28,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
39507,50,1,2,28,1.0,43,28,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
1515,10,1,10,7,0.95031,3,1,Mu1-unconst,XRAI_2.000000,4.0,6.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
1667,10,1,10,8,0.825493,2,0,Mu1-unconst,XRAI_2.000000,5.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
42359,50,1,2,29,0.959184,40,23,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
11689,25,5,10,19,1.0,7,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,8.0,-1.0,-1.0,-1.0,-2.0,-2.0,False
7435,10,5,10,25,1.0,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,1.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
7951,10,5,10,26,0.913934,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
12670,25,5,10,20,0.951092,3,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,3.0,-1.0,-1.0,-1.0,-2.0,-2.0,True
42359,50,1,2,29,1.0,40,23,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
7951,10,5,10,26,1.0,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
259,50,3,2,0,0.979592,31,7,Mu1-unconst,XRAI_2.000000,-2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
8487,10,5,10,27,0.915543,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
259,50,3,2,0,1.0,31,7,Mu1-unconst,XRAI_2.000000,-2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
313,50,3,2,1,0.959184,32,5,Mu1-unconst,XRAI_2.000000,-2.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
313,50,3,2,1,1.0,29,5,Mu1-unconst,XRAI_2.000000,-2.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
467,50,3,2,2,1.0,27,2,Mu1-unconst,XRAI_2.000000,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
467,50,3,2,2,1.0,27,2,Mu1-unconst,XRAI_2.000000,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
8487,10,5,10,27,1.0,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
9043,10,5,10,28,0.918856,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
721,50,3,2,3,0.959184,32,7,Mu1-unconst,XRAI_2.000000,-2.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
1667,10,1,10,8,0.953151,2,0,Mu1-unconst,XRAI_2.000000,3.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
1839,10,1,10,9,0.826281,1,0,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
721,50,3,2,3,1.0,32,7,Mu1-unconst,XRAI_2.000000,-2.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
1075,50,3,2,4,0.979592,31,5,Mu1-unconst,XRAI_2.000000,-2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
1075,50,3,2,4,1.0,30,5,Mu1-unconst,XRAI_2.000000,-2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
9043,10,5,10,28,1.0,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
9619,10,5,10,29,0.938025,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
1529,50,3,2,5,0.979592,30,4,Mu1-unconst,XRAI_2.000000,-2.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
1529,50,3,2,5,1.0,30,4,Mu1-unconst,XRAI_2.000000,-2.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
9619,10,5,10,29,1.0,0,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
12670,25,5,10,20,1.0,3,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,5.0,-1.0,-1.0,-1.0,-2.0,-2.0,False
13701,25,5,10,21,0.963253,5,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,5.0,-1.0,-1.0,-1.0,-2.0,-2.0,True
2083,50,3,2,6,0.979592,33,10,Mu1-unconst,XRAI_2.000000,-2.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
2083,50,3,2,6,1.0,33,10,Mu1-unconst,XRAI_2.000000,-2.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
2737,50,3,2,7,1.0,28,7,Mu1-unconst,XRAI_2.000000,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
2737,50,3,2,7,1.0,28,7,Mu1-unconst,XRAI_2.000000,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
3491,50,3,2,8,0.959184,31,6,Mu1-unconst,XRAI_2.000000,-2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
1839,10,1,10,9,0.95031,1,0,Mu1-unconst,XRAI_2.000000,3.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
2031,10,1,10,10,0.862414,3,1,Mu1-unconst,XRAI_2.000000,4.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
3491,50,3,2,8,1.0,31,6,Mu1-unconst,XRAI_2.000000,-2.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4345,50,3,2,9,1.0,34,12,Mu1-unconst,XRAI_2.000000,-2.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
13603,50,5,10,13,1.0,21,1,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
4345,50,3,2,9,1.0,34,12,Mu1-unconst,XRAI_2.000000,-2.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
14959,50,5,10,14,0.969426,20,1,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
5299,50,3,2,10,0.918367,30,4,Mu1-unconst,XRAI_2.000000,-2.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
5299,50,3,2,10,1.0,30,4,Mu1-unconst,XRAI_2.000000,-2.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
5051,50,1,10,0,1.0,40,26,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
6353,50,3,2,11,1.0,31,8,Mu1-unconst,XRAI_2.000000,-2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
6353,50,3,2,11,1.0,31,8,Mu1-unconst,XRAI_2.000000,-2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
5103,50,1,10,1,0.966952,42,29,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
7507,50,3,2,12,0.979592,36,3,Mu1-unconst,XRAI_2.000000,-2.0,36.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
7507,50,3,2,12,1.0,35,3,Mu1-unconst,XRAI_2.000000,-2.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
8761,50,3,2,13,0.938776,29,9,Mu1-unconst,XRAI_2.000000,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
8761,50,3,2,13,1.0,29,9,Mu1-unconst,XRAI_2.000000,-2.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
10115,50,3,2,14,0.979592,30,6,Mu1-unconst,XRAI_2.000000,-2.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
2031,10,1,10,10,0.953151,3,1,Mu1-unconst,XRAI_2.000000,5.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
2243,10,1,10,11,0.840268,3,1,Mu1-unconst,XRAI_2.000000,4.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
10115,50,3,2,14,1.0,30,6,Mu1-unconst,XRAI_2.000000,-2.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
11569,50,3,2,15,1.0,31,4,Mu1-unconst,XRAI_2.000000,-2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
11569,50,3,2,15,1.0,31,4,Mu1-unconst,XRAI_2.000000,-2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
13123,50,3,2,16,0.959184,31,7,Mu1-unconst,XRAI_2.000000,-2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
13123,50,3,2,16,1.0,31,7,Mu1-unconst,XRAI_2.000000,-2.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
14777,50,3,2,17,1.0,32,7,Mu1-unconst,XRAI_2.000000,-2.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
13701,25,5,10,21,1.0,4,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,5.0,-1.0,-1.0,-1.0,-2.0,-2.0,False
14782,25,5,10,22,0.954356,5,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,5.0,-1.0,-1.0,-1.0,-2.0,-2.0,True
14777,50,3,2,17,1.0,32,7,Mu1-unconst,XRAI_2.000000,-2.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
16531,50,3,2,18,1.0,33,10,Mu1-unconst,XRAI_2.000000,-2.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
16531,50,3,2,18,1.0,33,10,Mu1-unconst,XRAI_2.000000,-2.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
2630,25,1,10,2,1.0,16,8,Mu1-unconst,XRAI_2.000000,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,False
2757,25,1,10,3,0.957417,18,8,Mu1-unconst,XRAI_2.000000,-1.0,19.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,True
18385,50,3,2,19,1.0,29,8,Mu1-unconst,XRAI_2.000000,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
2243,10,1,10,11,0.95031,2,1,Mu1-unconst,XRAI_2.000000,3.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
2475,10,1,10,12,0.841995,2,0,Mu1-unconst,XRAI_2.000000,4.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
18385,50,3,2,19,1.0,29,8,Mu1-unconst,XRAI_2.000000,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
20339,50,3,2,20,0.959184,30,4,Mu1-unconst,XRAI_2.000000,-2.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
20339,50,3,2,20,1.0,30,4,Mu1-unconst,XRAI_2.000000,-2.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
22393,50,3,2,21,0.979592,29,8,Mu1-unconst,XRAI_2.000000,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
22393,50,3,2,21,1.0,29,8,Mu1-unconst,XRAI_2.000000,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
14782,25,5,10,22,1.0,5,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,5.0,-1.0,-1.0,-1.0,-2.0,-2.0,False
15913,25,5,10,23,0.959746,4,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,4.0,-1.0,-1.0,-1.0,-2.0,-2.0,True
24547,50,3,2,22,0.979592,29,7,Mu1-unconst,XRAI_2.000000,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
2475,10,1,10,12,0.947622,2,0,Mu1-unconst,XRAI_2.000000,2.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
2727,10,1,10,13,0.862414,2,0,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
24547,50,3,2,22,1.0,29,7,Mu1-unconst,XRAI_2.000000,-2.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
26801,50,3,2,23,1.0,26,8,Mu1-unconst,XRAI_2.000000,-2.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
26801,50,3,2,23,1.0,26,8,Mu1-unconst,XRAI_2.000000,-2.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
29155,50,3,2,24,0.979592,32,9,Mu1-unconst,XRAI_2.000000,-2.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
29155,50,3,2,24,1.0,29,9,Mu1-unconst,XRAI_2.000000,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
31609,50,3,2,25,0.979592,30,6,Mu1-unconst,XRAI_2.000000,-2.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
31609,50,3,2,25,1.0,29,6,Mu1-unconst,XRAI_2.000000,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
14959,50,5,10,14,1.0,19,1,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
15913,25,5,10,23,1.0,1,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,1.0,-1.0,-1.0,-1.0,-2.0,-2.0,False
34163,50,3,2,26,1.0,29,8,Mu1-unconst,XRAI_2.000000,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
17094,25,5,10,24,0.953106,4,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,4.0,-1.0,-1.0,-1.0,-2.0,-2.0,True
34163,50,3,2,26,1.0,29,8,Mu1-unconst,XRAI_2.000000,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
16415,50,5,10,15,0.978704,20,1,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
36817,50,3,2,27,0.918367,33,9,Mu1-unconst,XRAI_2.000000,-2.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
2727,10,1,10,13,0.95031,2,0,Mu1-unconst,XRAI_2.000000,3.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,False
2999,10,1,10,14,0.868532,5,0,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,True
36817,50,3,2,27,1.0,31,9,Mu1-unconst,XRAI_2.000000,-2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
39571,50,3,2,28,0.979592,35,8,Mu1-unconst,XRAI_2.000000,-2.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
39571,50,3,2,28,1.0,33,8,Mu1-unconst,XRAI_2.000000,-2.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
42425,50,3,2,29,1.0,28,8,Mu1-unconst,XRAI_2.000000,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
42425,50,3,2,29,1.0,28,8,Mu1-unconst,XRAI_2.000000,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
5103,50,1,10,1,1.0,42,29,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
275,50,5,2,0,0.979592,20,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
5255,50,1,10,2,0.976435,44,28,Mu1-unconst,XRAI_2.000000,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
17094,25,5,10,24,1.0,3,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,3.0,-1.0,-1.0,-1.0,-2.0,-2.0,False
18325,25,5,10,25,0.954356,3,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,3.0,-1.0,-1.0,-1.0,-2.0,-2.0,True
275,50,5,2,0,1.0,20,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
331,50,5,2,1,1.0,25,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
331,50,5,2,1,1.0,25,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
487,50,5,2,2,0.979592,25,0,Mu1-unconst,XRAI_2.000000,-2.0,-2.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
