seed,n,m,mu,run,diversity,fitness,OPT,algorithm,mutation,rob_test_0,rob_test_1,rob_test_2,rob_test_3,rob_test_4,rob_test_5,rob_test_6,rob_test_7,init
128267,50,1,50,8,0.970434,41,23,Mu1-unconst,1RAI,43.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
125267,50,3,50,2,0.995263,23,5,Mu1-unconst,1RAI,-2.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
125521,50,3,50,3,0.974212,31,9,Mu1-unconst,1RAI,-2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
128267,50,1,50,8,0.993639,37,23,Mu1-unconst,1RAI,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
129119,50,1,50,9,0.971698,42,29,Mu1-unconst,1RAI,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
125521,50,3,50,3,0.995192,26,9,Mu1-unconst,1RAI,-2.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
125875,50,3,50,4,0.974245,28,8,Mu1-unconst,1RAI,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
129119,50,1,50,9,0.993586,41,29,Mu1-unconst,1RAI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
130071,50,1,50,10,0.971716,40,24,Mu1-unconst,1RAI,41.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
125875,50,3,50,4,0.995299,27,8,Mu1-unconst,1RAI,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
126329,50,3,50,5,0.974199,25,6,Mu1-unconst,1RAI,-2.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
130071,50,1,50,10,0.993429,38,24,Mu1-unconst,1RAI,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
131123,50,1,50,11,0.971115,41,22,Mu1-unconst,1RAI,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
126329,50,3,50,5,0.995156,24,6,Mu1-unconst,1RAI,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
126883,50,3,50,6,0.973793,26,8,Mu1-unconst,1RAI,-2.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
131123,50,1,50,11,0.993301,39,22,Mu1-unconst,1RAI,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
132275,50,1,50,12,0.971039,40,24,Mu1-unconst,1RAI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
126883,50,3,50,6,0.995372,26,8,Mu1-unconst,1RAI,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
127537,50,3,50,7,0.973664,26,8,Mu1-unconst,1RAI,-2.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
127537,50,3,50,7,0.995192,25,8,Mu1-unconst,1RAI,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
128291,50,3,50,8,0.973165,29,8,Mu1-unconst,1RAI,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
132275,50,1,50,12,0.993507,39,24,Mu1-unconst,1RAI,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
133527,50,1,50,13,0.970747,41,28,Mu1-unconst,1RAI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
128291,50,3,50,8,0.995122,26,8,Mu1-unconst,1RAI,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
129145,50,3,50,9,0.972372,27,6,Mu1-unconst,1RAI,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
133527,50,1,50,13,0.99372,40,28,Mu1-unconst,1RAI,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
134879,50,1,50,14,0.971927,40,24,Mu1-unconst,1RAI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
129145,50,3,50,9,0.995483,22,6,Mu1-unconst,1RAI,-2.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
130099,50,3,50,10,0.973845,27,11,Mu1-unconst,1RAI,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
134879,50,1,50,14,0.99372,38,24,Mu1-unconst,1RAI,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
136331,50,1,50,15,0.972428,39,24,Mu1-unconst,1RAI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
130099,50,3,50,10,0.995409,25,11,Mu1-unconst,1RAI,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
131153,50,3,50,11,0.972938,26,5,Mu1-unconst,1RAI,-2.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
136331,50,1,50,15,0.99356,37,24,Mu1-unconst,1RAI,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
137883,50,1,50,16,0.972582,41,26,Mu1-unconst,1RAI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
131153,50,3,50,11,0.995446,24,5,Mu1-unconst,1RAI,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
132307,50,3,50,12,0.973343,27,8,Mu1-unconst,1RAI,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
137883,50,1,50,16,0.993352,38,26,Mu1-unconst,1RAI,41.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
139535,50,1,50,17,0.972097,42,26,Mu1-unconst,1RAI,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
132307,50,3,50,12,0.995263,26,8,Mu1-unconst,1RAI,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
133561,50,3,50,13,0.973222,25,6,Mu1-unconst,1RAI,-2.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
139535,50,1,50,17,0.993747,40,26,Mu1-unconst,1RAI,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
141287,50,1,50,18,0.971812,41,27,Mu1-unconst,1RAI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
133561,50,3,50,13,0.995521,24,6,Mu1-unconst,1RAI,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
134915,50,3,50,14,0.973203,27,7,Mu1-unconst,1RAI,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
141287,50,1,50,18,0.993481,40,27,Mu1-unconst,1RAI,40.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
143139,50,1,50,19,0.972781,42,26,Mu1-unconst,1RAI,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
134915,50,3,50,14,0.995335,24,7,Mu1-unconst,1RAI,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
136369,50,3,50,15,0.974048,31,9,Mu1-unconst,1RAI,-2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
143139,50,1,50,19,0.993639,40,26,Mu1-unconst,1RAI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
145091,50,1,50,20,0.971746,42,27,Mu1-unconst,1RAI,46.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
136369,50,3,50,15,0.995087,28,9,Mu1-unconst,1RAI,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
137923,50,3,50,16,0.973832,25,7,Mu1-unconst,1RAI,-2.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
145091,50,1,50,20,0.99356,40,27,Mu1-unconst,1RAI,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
147143,50,1,50,21,0.972644,40,25,Mu1-unconst,1RAI,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
137923,50,3,50,16,0.995299,25,7,Mu1-unconst,1RAI,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
139577,50,3,50,17,0.973858,29,7,Mu1-unconst,1RAI,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
147143,50,1,50,21,0.99325,39,25,Mu1-unconst,1RAI,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
149295,50,1,50,22,0.970712,40,28,Mu1-unconst,1RAI,43.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
139577,50,3,50,17,0.99495,26,7,Mu1-unconst,1RAI,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
141331,50,3,50,18,0.973248,29,9,Mu1-unconst,1RAI,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
149295,50,1,50,22,0.993639,40,28,Mu1-unconst,1RAI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
151547,50,1,50,23,0.972305,40,23,Mu1-unconst,1RAI,43.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
141331,50,3,50,18,0.995559,28,9,Mu1-unconst,1RAI,-2.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
143185,50,3,50,19,0.973014,27,11,Mu1-unconst,1RAI,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
151547,50,1,50,23,0.993507,38,23,Mu1-unconst,1RAI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
143185,50,3,50,19,0.995483,27,11,Mu1-unconst,1RAI,-2.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
145139,50,3,50,20,0.973806,26,3,Mu1-unconst,1RAI,-2.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
145139,50,3,50,20,0.995263,24,3,Mu1-unconst,1RAI,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
147193,50,3,50,21,0.972372,25,6,Mu1-unconst,1RAI,-2.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
147193,50,3,50,21,0.995335,24,6,Mu1-unconst,1RAI,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
149347,50,3,50,22,0.973787,28,9,Mu1-unconst,1RAI,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
149347,50,3,50,22,0.995122,26,9,Mu1-unconst,1RAI,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
151601,50,3,50,23,0.973963,30,9,Mu1-unconst,1RAI,-2.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
151601,50,3,50,23,0.995299,29,9,Mu1-unconst,1RAI,-2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
153955,50,3,50,24,0.973305,27,12,Mu1-unconst,1RAI,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
153955,50,3,50,24,0.995335,26,12,Mu1-unconst,1RAI,-2.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
156409,50,3,50,25,0.973664,26,4,Mu1-unconst,1RAI,-2.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
156409,50,3,50,25,0.995122,23,4,Mu1-unconst,1RAI,-2.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
158963,50,3,50,26,0.973891,27,4,Mu1-unconst,1RAI,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
158963,50,3,50,26,0.995156,25,4,Mu1-unconst,1RAI,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
161617,50,3,50,27,0.973077,30,8,Mu1-unconst,1RAI,-2.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
161617,50,3,50,27,0.995521,26,8,Mu1-unconst,1RAI,-2.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
164371,50,3,50,28,0.972907,28,7,Mu1-unconst,1RAI,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
164371,50,3,50,28,0.995227,27,7,Mu1-unconst,1RAI,-2.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
167225,50,3,50,29,0.973083,26,8,Mu1-unconst,1RAI,-2.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
167225,50,3,50,29,0.995409,26,8,Mu1-unconst,1RAI,-2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
125075,50,5,50,0,0.97455,16,0,Mu1-unconst,1RAI,-2.0,-2.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
125075,50,5,50,0,0.997526,12,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
125131,50,5,50,1,0.975172,18,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
125131,50,5,50,1,0.99686,16,0,Mu1-unconst,1RAI,-2.0,-2.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
125287,50,5,50,2,0.975642,19,0,Mu1-unconst,1RAI,-2.0,-2.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
125287,50,5,50,2,0.996806,18,0,Mu1-unconst,1RAI,-2.0,-2.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
125543,50,5,50,3,0.973963,12,0,Mu1-unconst,1RAI,-2.0,-2.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
125543,50,5,50,3,0.997143,12,0,Mu1-unconst,1RAI,-2.0,-2.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
125899,50,5,50,4,0.975846,16,0,Mu1-unconst,1RAI,-2.0,-2.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
125899,50,5,50,4,0.997143,13,0,Mu1-unconst,1RAI,-2.0,-2.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
126355,50,5,50,5,0.975594,19,0,Mu1-unconst,1RAI,-2.0,-2.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
126355,50,5,50,5,0.997328,15,0,Mu1-unconst,1RAI,-2.0,-2.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
126911,50,5,50,6,0.97509,18,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
126911,50,5,50,6,0.997668,16,0,Mu1-unconst,1RAI,-2.0,-2.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
127567,50,5,50,7,0.973917,19,0,Mu1-unconst,1RAI,-2.0,-2.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
127567,50,5,50,7,0.997328,17,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
128323,50,5,50,8,0.975853,21,1,Mu1-unconst,1RAI,-2.0,-2.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
128323,50,5,50,8,0.997085,19,1,Mu1-unconst,1RAI,-2.0,-2.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
129179,50,5,50,9,0.974758,17,0,Mu1-unconst,1RAI,-2.0,-2.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
129179,50,5,50,9,0.997265,15,0,Mu1-unconst,1RAI,-2.0,-2.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
130135,50,5,50,10,0.97447,19,0,Mu1-unconst,1RAI,-2.0,-2.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
130135,50,5,50,10,0.996702,17,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
131191,50,5,50,11,0.974873,18,1,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
131191,50,5,50,11,0.997265,15,1,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
132347,50,5,50,12,0.97509,18,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
132347,50,5,50,12,0.997458,17,0,Mu1-unconst,1RAI,-2.0,-2.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
133603,50,5,50,13,0.974377,18,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
133603,50,5,50,13,0.997143,17,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
134959,50,5,50,14,0.975275,18,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
134959,50,5,50,14,0.997526,16,0,Mu1-unconst,1RAI,-2.0,-2.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
136415,50,5,50,15,0.973995,17,0,Mu1-unconst,1RAI,-2.0,-2.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
136415,50,5,50,15,0.997085,16,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
137971,50,5,50,16,0.975482,16,0,Mu1-unconst,1RAI,-2.0,-2.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
137971,50,5,50,16,0.996806,14,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
139627,50,5,50,17,0.974826,17,0,Mu1-unconst,1RAI,-2.0,-2.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
139627,50,5,50,17,0.997085,16,0,Mu1-unconst,1RAI,-2.0,-2.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
141383,50,5,50,18,0.975227,18,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
141383,50,5,50,18,0.997143,16,0,Mu1-unconst,1RAI,-2.0,-2.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
143239,50,5,50,19,0.974251,15,0,Mu1-unconst,1RAI,-2.0,-2.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
143239,50,5,50,19,0.997085,13,0,Mu1-unconst,1RAI,-2.0,-2.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
145195,50,5,50,20,0.976308,17,0,Mu1-unconst,1RAI,-2.0,-2.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
145195,50,5,50,20,0.99697,15,0,Mu1-unconst,1RAI,-2.0,-2.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
147251,50,5,50,21,0.974792,17,0,Mu1-unconst,1RAI,-2.0,-2.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
147251,50,5,50,21,0.99686,17,0,Mu1-unconst,1RAI,-2.0,-2.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
149407,50,5,50,22,0.975015,16,0,Mu1-unconst,1RAI,-2.0,-2.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
149407,50,5,50,22,0.997265,14,0,Mu1-unconst,1RAI,-2.0,-2.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
151663,50,5,50,23,0.9741,17,0,Mu1-unconst,1RAI,-2.0,-2.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
151663,50,5,50,23,0.997143,15,0,Mu1-unconst,1RAI,-2.0,-2.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
154019,50,5,50,24,0.97451,20,0,Mu1-unconst,1RAI,-2.0,-2.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
154019,50,5,50,24,0.997458,18,0,Mu1-unconst,1RAI,-2.0,-2.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
156475,50,5,50,25,0.975399,17,0,Mu1-unconst,1RAI,-2.0,-2.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
156475,50,5,50,25,0.997392,15,0,Mu1-unconst,1RAI,-2.0,-2.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
159031,50,5,50,26,0.974832,20,0,Mu1-unconst,1RAI,-2.0,-2.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
159031,50,5,50,26,0.997143,15,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
161687,50,5,50,27,0.974199,18,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
161687,50,5,50,27,0.997085,16,0,Mu1-unconst,1RAI,-2.0,-2.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
164443,50,5,50,28,0.974954,13,0,Mu1-unconst,1RAI,-2.0,-2.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
164443,50,5,50,28,0.997204,13,0,Mu1-unconst,1RAI,-2.0,-2.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
167299,50,5,50,29,0.97378,18,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,True
167299,50,5,50,29,0.996915,16,0,Mu1-unconst,1RAI,-2.0,-2.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,False
125150,50,10,50,0,0.978695,12,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,12.0,-1.0,-1.0,-1.0,-1.0,True
125150,50,10,50,0,1.0,8,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,12.0,-1.0,-1.0,-1.0,-1.0,False
125211,50,10,50,1,0.978426,11,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,11.0,-1.0,-1.0,-1.0,-1.0,True
125211,50,10,50,1,1.0,9,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,10.0,-1.0,-1.0,-1.0,-1.0,False
125372,50,10,50,2,0.978269,11,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,11.0,-1.0,-1.0,-1.0,-1.0,True
125372,50,10,50,2,1.0,9,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,11.0,-1.0,-1.0,-1.0,-1.0,False
125633,50,10,50,3,0.979131,8,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,8.0,-1.0,-1.0,-1.0,-1.0,True
125633,50,10,50,3,0.999417,7,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,10.0,-1.0,-1.0,-1.0,-1.0,False
125994,50,10,50,4,0.979188,8,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,8.0,-1.0,-1.0,-1.0,-1.0,True
125994,50,10,50,4,1.0,7,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,9.0,-1.0,-1.0,-1.0,-1.0,False
126455,50,10,50,5,0.978936,5,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,5.0,-1.0,-1.0,-1.0,-1.0,True
126455,50,10,50,5,0.999417,4,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,8.0,-1.0,-1.0,-1.0,-1.0,False
127016,50,10,50,6,0.978253,7,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,7.0,-1.0,-1.0,-1.0,-1.0,True
127016,50,10,50,6,1.0,5,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,10.0,-1.0,-1.0,-1.0,-1.0,False
127677,50,10,50,7,0.978121,7,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,7.0,-1.0,-1.0,-1.0,-1.0,True
127677,50,10,50,7,1.0,6,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,9.0,-1.0,-1.0,-1.0,-1.0,False
128438,50,10,50,8,0.978339,7,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,7.0,-1.0,-1.0,-1.0,-1.0,True
128438,50,10,50,8,1.0,6,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,9.0,-1.0,-1.0,-1.0,-1.0,False
129299,50,10,50,9,0.979385,9,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,9.0,-1.0,-1.0,-1.0,-1.0,True
129299,50,10,50,9,1.0,7,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,10.0,-1.0,-1.0,-1.0,-1.0,False
130260,50,10,50,10,0.978671,10,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,10.0,-1.0,-1.0,-1.0,-1.0,True
130260,50,10,50,10,1.0,9,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,12.0,-1.0,-1.0,-1.0,-1.0,False
131321,50,10,50,11,0.979286,8,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,8.0,-1.0,-1.0,-1.0,-1.0,True
131321,50,10,50,11,1.0,7,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,10.0,-1.0,-1.0,-1.0,-1.0,False
132482,50,10,50,12,0.978449,8,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,8.0,-1.0,-1.0,-1.0,-1.0,True
132482,50,10,50,12,1.0,7,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,10.0,-1.0,-1.0,-1.0,-1.0,False
133743,50,10,50,13,0.978568,5,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,5.0,-1.0,-1.0,-1.0,-1.0,True
133743,50,10,50,13,1.0,5,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,8.0,-1.0,-1.0,-1.0,-1.0,False
135104,50,10,50,14,0.979155,8,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,8.0,-1.0,-1.0,-1.0,-1.0,True
135104,50,10,50,14,1.0,8,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,10.0,-1.0,-1.0,-1.0,-1.0,False
136565,50,10,50,15,0.979009,7,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,7.0,-1.0,-1.0,-1.0,-1.0,True
136565,50,10,50,15,1.0,7,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,8.0,-1.0,-1.0,-1.0,-1.0,False
138126,50,10,50,16,0.978386,8,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,8.0,-1.0,-1.0,-1.0,-1.0,True
138126,50,10,50,16,1.0,7,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,11.0,-1.0,-1.0,-1.0,-1.0,False
139787,50,10,50,17,0.979294,8,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,8.0,-1.0,-1.0,-1.0,-1.0,True
139787,50,10,50,17,1.0,6,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,10.0,-1.0,-1.0,-1.0,-1.0,False
141548,50,10,50,18,0.979343,8,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,8.0,-1.0,-1.0,-1.0,-1.0,True
141548,50,10,50,18,1.0,5,0,Mu1-unconst,1RAI,-2.0,-2.0,-2.0,10.0,-1.0,-1.0,-1.0,-1.0,False
